text,text_preprocessed,LEN
Su sede se encuentra en [[Nueva York]].,Su sede se encuentra en Nueva_York,6
"Las Piedras es una ciudad de [[Uruguay]] ubicada en el departamento de [[Canelones]] , en el limite norte de [[Montevideo]] , a solamente 20 kilometros de la capital nacional [[Montevideo ciudad]].",Las Piedras es una ciudad de Uruguay ubicada en el departamento de Canelones en el limite norte de Montevideo a solamente kilometros de la capital nacional Montevideo ciudad,28
"[[Las Piedras]] se fundó en 1744 , y se declaro ciudad en 1925.",Las_Piedras se fundó en y se declaro ciudad en,9
"El magá zamboangueño (""mga Samboanggenyo"" en hiligueino, [[filipino]] y cebuano; ""Zamboangans"" en inglés) amo el magá local habitante del [[Península de Zamboanga]] na [[Filipinas]].",El magá zamboangueño amo el magá local habitante del Península_de_Zamboanga na Filipinas,12
"El maga descendiente desde'l maga preso cristiano que ya converti el maga Español y para ayuda defende el guarnición del Español (Fuerza Pilar, [[Ciudad de Zamboanga]]) y también para ayuda contra con el maga moro pirata.",El maga descendiente desdel maga preso cristiano que ya converti el maga Español y para ayuda defende el guarnición del Español y también para ayuda contra con el maga moro pirata,31
"El gente Zamboangueño ahoramente puede también encontra na maga lugar o dentro del Peninsula de Zamboanga, [[Ciudad de Isabela]] ([[Basilan]]), Municipalidad de Lamitan (Basilan), [[Cotabato]], Davao y na maga otro parte del país.",El gente Zamboangueño ahoramente puede también encontra na maga lugar o dentro del Peninsula de Zamboanga Ciudad_de_Isabela Municipalidad de Lamitan Cotabato Davao y na maga otro parte del país,29
Catanauan es politicamente dividi na 46 na [[barangay]],Catanauan es politicamente dividi na na barangay,7
"En DXZB (1242 kHz [[Ciudad de Zamboanga]]) es us AM estasyon en DXZB/TV13 Cooperative, Inc.",En DXZB es us AM estasyon en DXZBTV Cooperative Inc,10
"Fiesta pagana, es el maga cuarto sencillo del español banda [[Mägo de Oz]].",Fiesta pagana es el maga cuarto sencillo del español banda Mägo_de_Oz,11
"José Andrëa, cantor [[Fernando Ponce de León]], flauta Mohamed, violin",José Andrëa cantor Fernando_Ponce_de_León flauta Mohamed violin,7
"Si Naruhito ([[1960]]-) nacido a [[Tokio]], [[Japón]], Il est lo 126 emperador di [[Japón]] dês lo [[2019]].",Si Naruhito nacido a Tokio Japón Il est lo emperador di Japón dês lo,14
"Jesús Irigoyen Rasgado (nacimiento: de [[1972]] - na Ixtaltepec, [[Oaxaca]], [[México]] – fallecimiento: de 1948 en Juchitán, [[Oaxaca]], [[México]]), mas popular como si Chuy Rasgado, es un cantor e compositor mexicano compuso varios boleros y sones, dirigió diversas maga bandas de música y orquestas.",Jesús Irigoyen Rasgado mas popular como si Chuy Rasgado es un cantor e compositor mexicano compuso varios boleros y sones dirigió diversas maga bandas de música y orquestas,28
[[Kate Winslet]] es un actriz,Kate_Winslet es un actriz,4
[[Levan Khabeishvili]] es un georgiano politico.,Levan_Khabeishvili es un georgiano politico,5
[[Cartel de Santa]] ay un banda na rap,Cartel_de_Santa ay un banda na rap,6
"Itapúa es un departamento de [[Paraguay]], su capital es [[Encarnación]].",Itapúa es un departamento de Paraguay su capital es Encarnación,10
[[Anzor Bolkvadze]] es un georgiano politico.,Anzor_Bolkvadze es un georgiano politico,5
"Esta serie si hizo popular cuando se pasó a ""anime"" y llega a verse por televisión en [[España]] a principios de los 90 en el canal Telecinco.",Esta serie si hizo popular cuando se pasó a anime y llega a verse por televisión en España a principios de los en el canal Telecinco,26
"El venerable Saraṇa Bhikkhu (සරණ භික්ඛු na escritura cingalés, သရဏဘိက္ခု na birmano; nombre secular: Jan Šťovíček; nacido na 1987) amo monje ""theravāda"" y instructor del meditación desde na [[Chequia]].",El venerable Saraṇa Bhikkhu amo monje theravāda y instructor del meditación desde na Chequia,14
"El palabra ""Matematica"" ya viene del [[Griego]] ""μάθημα"" (máthema).",El palabra Matematica ya viene del Griego μάθημα,8
"Por ejemplo, [[hay]] maga numero natural:  formula_1  Hay maga numero negativo:  formula_2 Aritmética.",Por ejemplo hay maga numero natural formula_ Hay maga numero negativo formula_ Aritmética,13
Aritmetica tene 4 maga operacion basico:  Suma formula_3 [[Resta]] formula_4 División: 12 ÷ 3 = 4 y Multiplicación: 3 x 4 = 12 Gente puede usa un calculadora [[para]] hace aritmética.,Aritmetica tene maga operacion basico Suma formula_ Resta formula_ División ÷ y Multiplicación x Gente puede usa un calculadora para hace aritmética,22
"[[Allan Pineda Lindo]], alias [[apl.de.ap]], (nacido el 28 de noviembre de 1974) es un cantante de R&amp;B y soul.",Allan_Pineda_Lindo alias apldeap es un cantante de RampB y soul,10
"[[Miriam Defensor Santiago]] (nacida (15 de junio 1945) es elegido por el juez en un tribunal de penal internacional, derecho civil, derecho constitucional y el derecho internacional, y el juez y praeceptrix Senatrix.",Miriam_Defensor_Santiago es elegido por el juez en un tribunal de penal internacional derecho civil derecho constitucional y el derecho internacional y el juez y praeceptrix Senatrix,26
"Benigno Simeón Cojuangco Aquino III (nacido el 8 de Febrero de [[1960]] sa [[Manila]]) , ampliamente conocida como Noynoy Aquino o Pnoy, ta ya una presidenta de las [[Filipinas]] desde 2010-06-30 presente.",Benigno Simeón Cojuangco Aquino III ampliamente conocida como Noynoy Aquino o Pnoy ta ya una presidenta de las Filipinas desde presente,21
"Ele ta titulado na ""Artium Baccalaureus"" na Ateneo de Manila na el anio [[1981]].",Ele ta titulado na Artium Baccalaureus na Ateneo de Manila na el anio,13
Andrew Garfield (ta nacida el 20 de agosto de [[1983]]) es una actor es estadounidense.,Andrew Garfield es una actor es estadounidense,7
"Mozambique (""República de Moçambique"") es un pais na [[Africa]] con las sus maga frontieras ay con [[Eswatini]], [[Tanzania]], [[Malawi]], [[Zambia]], [[Zimbabwe]], y [[Sudafrica]].",Mozambique es un pais na Africa con las sus maga frontieras ay con Eswatini Tanzania Malawi Zambia Zimbabwe y Sudafrica,20
Eduard Shevardnadze Presidente [[Georgia]] (1995-2003).,Eduard Shevardnadze Presidente Georgia,4
"Tordas es un baryu del provincia de Fejér, na [[Hungría]].",Tordas es un baryu del provincia de Fejér na Hungría,10
ZAMBOANGA CHAVACANO El lenguaje de [[Zamboanga]] Chavacano El chavacano un poquito español Si ta conversa chavacano na pueblo Dol talla tu na [[Mejico]] El Chavacano un poquito español Refrain: [[Que]] bonito oi (4x) Si ta conversa chavacano na pueblo Dol talla tu na [[Mejico]] El chavacano Un poquito español.,ZAMBOANGA CHAVACANO El lenguaje de Zamboanga Chavacano El chavacano un poquito español Si ta conversa chavacano na pueblo Dol talla tu na Mejico El Chavacano un poquito español Refrain Que bonito oi Si ta conversa chavacano na pueblo Dol talla tu na Mejico El chavacano Un poquito español,48
[[Tiene]] un gente de [[Manila]] ya anda na [[Zamboanga]] [[Y]] ya oi le el lenguaje ya estraña Cuando ya anda le na pueblo de [[Zamboanga]] pensaba le talla le na [[España]] El chavacano un poquito español  Poreso maga vecinosAAA,Tiene un gente de Manila ya anda na Zamboanga Y ya oi le el lenguaje ya estraña Cuando ya anda le na pueblo de Zamboanga pensaba le talla le na España El chavacano un poquito español Poreso maga vecinosAAA,39
"Bangladesh (গণপ্রজাতন্ত্রী বাংলাদেশ, ""Gônoprojatontri Bangladêš"") es un pais del sur de [[Asia]].",Bangladesh es un pais del sur de Asia,8
"San Pedro es el capital y el ciudad mas grande del departamento de [[San Pedro]], del nacion de [[Paraguay]].",San Pedro es el capital y el ciudad mas grande del departamento de San_Pedro del nacion de Paraguay,18
[[Billie Eilish]] es un cantante,Billie_Eilish es un cantante,4
"Gambia (""Republic of The Gambia"") es un pais na [[Africa]] con las sus maga frontieras ay con [[Senegal]].",Gambia es un pais na Africa con las sus maga frontieras ay con Senegal,14
"Ráckeresztúr es un baryu del provincia de Fejér, na [[Hungría]].",Ráckeresztúr es un baryu del provincia de Fejér na Hungría,10
Joana Vasconcelos es una artista plástica de [[Portugal]].,Joana Vasconcelos es una artista plástica de Portugal,8
Es una de las mejores artista de la generacion de [[1980]]'s.,Es una de las mejores artista de la generacion de s,11
"San Juan Bautista es el capital y el ciudad mas grande del departamento de [[Misiones]], del nacion de [[Paraguay]].",San Juan Bautista es el capital y el ciudad mas grande del departamento de Misiones del nacion de Paraguay,19
"Filadelfia es el capital y el ciudad mas grande del departamento de [[Boquerón]], del nacion de [[Paraguay]].",Filadelfia es el capital y el ciudad mas grande del departamento de Boquerón del nacion de Paraguay,17
Plataforma petrolera en el [[Mar del Norte]].,Plataforma petrolera en el Mar_del_Norte,5
"Contenido [ocultar] 1 Composición 2 El Petróleo y el hombre 2.1 Historia 2.2 [[Industria]] [[petrolera]] 2.2.1 Métodos de mejoramiento de octanaje 2.2.2 Reservas 2.2.3 Amenaza para el medio ambiente 2.2.4 Alternativas [editar]Composición El petróleo está formado por hidrocarburos, que [[son]] compuestos de hidrógeno y carbono, en su mayoría parafinas, naftenos y aromáticos, que [[son]] los que caracterizan el petróleo.",Contenido ocultar Composición El Petróleo y el hombre Historia Industria petrolera Métodos de mejoramiento de octanaje Reservas Amenaza para el medio ambiente Alternativas editarComposición El petróleo está formado por hidrocarburos que son compuestos de hidrógeno y carbono en su mayoría parafinas naftenos y aromáticos que son los que caracterizan el petróleo,51
Otros hidrocarburos: Olefinas: Son moléculas lineales o ramificadas que contienen un enlace [[doble]] de carbono.,Otros hidrocarburos Olefinas Son moléculas lineales o ramificadas que contienen un enlace doble de carbono,15
Desde la antiguedad el petróleo aparecía de forma natural en ciertas regiones terrestres como son los países de [[Oriente Medio]].,Desde la antiguedad el petróleo aparecía de forma natural en ciertas regiones terrestres como son los países de Oriente_Medio,19
"Hace 6.000 años los asirios y babilonios lo usaban para pegar ladrillos y piedras; los egipcios, para engrasar pieles; y las tribus precolombinas de [[México]] pintaron esculturas con él.",Hace años los asirios y babilonios lo usaban para pegar ladrillos y piedras los egipcios para engrasar pieles y las tribus precolombinas de México pintaron esculturas con él,28
"El 14 de septiembre de [[1960]] en Bagdad, ([[Iraq]]) se constituye la Organización de Países Exportadores de Petróleo (OPEP).",El de septiembre de en Bagdad se constituye la Organización de Países Exportadores de Petróleo,15
[[La]] industria petrolera clasifica el petróleo crudo según su lugar de origen (p.e.,La industria petrolera clasifica el petróleo crudo según su lugar de origen pe,13
"""[[West Texas]] Intermediate"" o ""Brent"") y también relacionándolo con su densidad o su viscosidad (""ligero"", ""medio"" o ""pesado"" o según su graduación [[API]], ""[[American Petroleum Institute]]""); los refinadores también lo clasifican como ""dulce"", que significa que contiene relativamente poco azufre, y ""ácido"", que contiene mayores cantidades de azufre y, por lo tanto, se necesitarán más operaciones de refinamiento para cumplir las especificaciones actuales de los productos refinados.",West_Texas Intermediate o Brent y también relacionándolo con su densidad o su viscosidad los refinadores también lo clasifican como dulce que significa que contiene relativamente poco azufre y ácido que contiene mayores cantidades de azufre y por lo tanto se necesitarán más operaciones de refinamiento para cumplir las especificaciones actuales de los productos refinados,54
"Crudos de referencia: Cesta OPEP: [[La]] [[OPEP]] intenta mantener los precios de su [[Cesta]] entre unos límites superior e inferior, subiendo o bajando su producción.",Crudos de referencia Cesta OPEP La OPEP intenta mantener los precios de su Cesta entre unos límites superior e inferior subiendo o bajando su producción,25
"La Cesta [[OPEP]], es más pesada que los crudo Brent y WTI.",La Cesta OPEP es más pesada que los crudo Brent y WTI,12
"La reformación puede realizarse de [[dos]] maneras distintas, mediante calor (lo cual es muy poco usual y se realiza en menor medida; se denomina reformación térmica) o mediante calor y la asistencia de un catalizador (reformación catalítica).",La reformación puede realizarse de dos maneras distintas mediante calor o mediante calor y la asistencia de un catalizador,19
"Reforming catalítico (sin aditivos antidetonantes): Se deshidrogenan alcanos tanto de cadena abierta como cíclicos [[para]] obtener aromáticos, principalmente benceno, tolueno y xilenos, empleando catalizadores de platino -renio -alúmina.",Reforming catalítico Se deshidrogenan alcanos tanto de cadena abierta como cíclicos para obtener aromáticos principalmente benceno tolueno y xilenos empleando catalizadores de platino renio alúmina,25
"[[El proceso]] de alquilación es una síntesis química por medio de la cual se une un alcano ramificado al doble enlace de un alqueno, extraído del craking o segunda destilación.",El_proceso de alquilación es una síntesis química por medio de la cual se une un alcano ramificado al doble enlace de un alqueno extraído del craking o segunda destilación,29
"Su objetivo es producir una fracción cuyas características tanto técnicas ([[alto]] octano) como ambientales (bajas presión de vapor y reactividad fotoquímica) la hacen hoy en día, [[uno]] de los componentes [[más]] importantes de la gasolina reformulada.",Su objetivo es producir una fracción cuyas características tanto técnicas como ambientales la hacen hoy en día uno de los componentes más importantes de la gasolina reformulada,27
"[[La]] alquilación es un proceso catalítico que requiere de un catalizador de naturaleza ácida fuerte, y se utilizan para este propósito ya sea ácido fluorhídrico o ácido sulfúrico.",La alquilación es un proceso catalítico que requiere de un catalizador de naturaleza ácida fuerte y se utilizan para este propósito ya sea ácido fluorhídrico o ácido sulfúrico,28
Se hace sin aumentar o disminuir [[ninguno]] de sus componentes.,Se hace sin aumentar o disminuir ninguno de sus componentes,10
"Las parafinas, [[son]] hidrocarburos constituidos por cadenas de átomos de carbono asociados a hidrógeno, que poseen una gran variedad de estructuras; cuando la cadena de átomos de carbono es lineal, el compuesto se denomina parafina normal, y si la cadena es ramificada, el compuesto es una isoparafina.",Las parafinas son hidrocarburos constituidos por cadenas de átomos de carbono asociados a hidrógeno que poseen una gran variedad de estructuras cuando la cadena de átomos de carbono es lineal el compuesto se denomina parafina normal y si la cadena es ramificada el compuesto es una isoparafina,47
"Las isoparafinas tienen número de octano superior a las parafinas normales, de [[tal]] manera que para mejorar la calidad del producto se utiliza un proceso en el que las parafinas normales se convierten en isoparafinas a través de reacciones de isomerización.",Las isoparafinas tienen número de octano superior a las parafinas normales de tal manera que para mejorar la calidad del producto se utiliza un proceso en el que las parafinas normales se convierten en isoparafinas a través de reacciones de isomerización,41
"La práctica es separar por destilación la corriente de nafta en [[dos]] cortes, ligero y pesado; el ligero que corresponde a moléculas de cinco y seis átomos de carbono se alimenta al proceso de isomerización, mientras que el pesado, con moléculas de siete a once átomos de carbono, es la carga al proceso de reformación antes descrito.",La práctica es separar por destilación la corriente de nafta en dos cortes ligero y pesado el ligero que corresponde a moléculas de cinco y seis átomos de carbono se alimenta al proceso de isomerización mientras que el pesado con moléculas de siete a once átomos de carbono es la carga al proceso de reformación antes descrito,57
Las reacciones de isomerización [[son]] promovidas por catalizador de platino.,Las reacciones de isomerización son promovidas por catalizador de platino,10
"Si la extracción continúa al mismo ritmo que en el [[2002]], salvo que se encontrasen nuevos yacimientos, las reservas mundiales durarían aproximadamente 42 años.",Si la extracción continúa al mismo ritmo que en el salvo que se encontrasen nuevos yacimientos las reservas mundiales durarían aproximadamente años,22
"Según la Teoría del pico de Hubbert, actualizada con datos recientes por la ""Asociación para el estudio del pico del petróleo"", el inicio de dicho declive debería empezar el año [[2007]].",Según la Teoría del pico de Hubbert actualizada con datos recientes por la Asociación para el estudio del pico del petróleo el inicio de dicho declive debería empezar el año,30
"[[La]] combustión de sus derivados produce productos residuales: partículas, CO2, SOx (óxidos de azufre), NOx (óxidos nitrosos), [[etc]].",La combustión de sus derivados produce productos residuales partículas CO SOx NOx etc,13
"Claudio Ptolomeo, na griego, Κλαύδιος Πτολεμαῖος, Klaudios Ptolemaios; (Tolemaida, Tebaida, c. [[100]] – Canope, c. 170).",Claudio Ptolomeo na griego Κλαύδιος Πτολεμαῖος Klaudios Ptolemaios,8
Ele vivi ya y trabaja na [[Egipto]] (se cree que na la famosa Biblioteca de Alejandría).,Ele vivi ya y trabaja na Egipto,7
El Gran Valparaíso es un metropolitan area del [[Chile]] i tiene un populacion de 1.07 millones de maga gente en [[2014]].,El Gran Valparaíso es un metropolitan area del Chile i tiene un populacion de millones de maga gente en,19
"Ballet, es clase de baile de actuacion que ya orgina na maga corte Renacimiento Italiano del 15 siglo y ya dura ya convirti como un forma de baile concierto na [[Francia]] y [[Rusia]].",Ballet es clase de baile de actuacion que ya orgina na maga corte Renacimiento Italiano del siglo y ya dura ya convirti como un forma de baile concierto na Francia y Rusia,32
"Desde este ya queda extensiva, alto forma tecnical de baile con su vocabulario base na terminologia [[Frances]].",Desde este ya queda extensiva alto forma tecnical de baile con su vocabulario base na terminologia Frances,17
Este ya quede influencia [[mundial]] y ya defini con maga fundamental tecnicas ya usa na otros maga genero de baile.,Este ya quede influencia mundial y ya defini con maga fundamental tecnicas ya usa na otros maga genero de baile,20
"Este ya enseña na mga escuela de ballet na entero [[mundo]], que historicalmente ya usa de ila maga cultura para evoluciona el arte.",Este ya enseña na mga escuela de ballet na entero mundo que historicalmente ya usa de ila maga cultura para evoluciona el arte,23
"Un ejemplo bien conocido de este es el Cascador de Mani o el [[Nutcracker]], un ballet de dos actos que originalmente ya coreografia kanda Maika homoa on arius Petipa y [[Lev Ivanov]] con un cuenta de musica de [[Pyotr Ilyich Tchaikovsky]].",Un ejemplo bien conocido de este es el Cascador de Mani o el Nutcracker un ballet de dos actos que originalmente ya coreografia kanda Maika homoa on arius Petipa y Lev Ivanov con un cuenta de musica de Pyotr Ilyich Tchaikovsky,41
"Manada maga obras de ballet es ya actua con acompañamineto de musica clasicaqi y es teatrical y ta usa maga elaborado y hola traje y puesto escena, anque tiene excepciones con este,tales maga obra de [[George Balanchine]].",Manada maga obras de ballet es ya actua con acompañamineto de musica clasicaqi y es teatrical y ta usa maga elaborado y hola traje y puesto escena anque tiene excepciones con estetales maga obra de George_Balanchine,36
El ballet empeza ya na [[corte]] de [[Catalina de Médicis]] en el 1581.,El ballet empeza ya na corte de Catalina de Médicis en el,12
[[Catalina de Medici]] ballationis es probable el madre de ballet.,Catalina_de_Medici ballationis es probable el madre de ballet,8
"Carta [[con]] su Nieta Por Teresita Ejercito [[Santo Tomas]] Con mi Querida Nieta Nicole, Seguro no pa es el [[tal]] tiempo para yo tener que escrivir contigo, pero para mi, mi hora es corta.",Carta con su Nieta Por Teresita Ejercito Santo Tomas Con mi Querida Nieta Nicole Seguro no pa es el tal tiempo para yo tener que escrivir contigo pero para mi mi hora es corta,34
Tiene yo miedo de parece en este [[mundo]] muy temprano.,Tiene yo miedo de parece en este mundo muy temprano,10
[[O]] antes de duerme el siesta.,O antes de duerme el siesta,6
"[[Tiene]] nisos dos umpoco de cuento como el fantacia, fabola, cinderela, y otras cosas pa. Ahora quiere yo que dale sabe contigo mi vida, siempre con aquel tiempo que yo es chiquilla pa como tu.",Tiene nisos dos umpoco de cuento como el fantacia fabola cinderela y otras cosas pa Ahora quiere yo que dale sabe contigo mi vida siempre con aquel tiempo que yo es chiquilla pa como tu,35
"Tu grand Lola Ester, mi madre, grand—grand Lola [[Turing]], tu grand [[papa]] Ding y tu grand-grand Lolo Rosendo ya cuida conmigo muchong-mucho.",Tu grand Lola Ester mi madre grand—grand Lola Turing tu grand papa Ding y tu grandgrand Lolo Rosendo ya cuida conmigo muchongmucho,22
"[[Pero]] tiene yo tiempo para resar, y dale gracia con el Dulcisimo Dios.",Pero tiene yo tiempo para resar y dale gracia con el Dulcisimo Dios,13
[[Mi]] tiyo Ding y con mis abuelos y abuelas en el carillos o en la mano.,Mi tiyo Ding y con mis abuelos y abuelas en el carillos o en la mano,16
"Tu grand-grand Lola [[Turing]] el que [[dar]] bañar conmigo, como qui ta hace yo contigo.",Tu grandgrand Lola Turing el que dar bañar conmigo como qui ta hace yo contigo,15
Sultera ya yo ta dale bañar pa conmigo grand-grand Lola [[Turing]] con javon de cuerpo.,Sultera ya yo ta dale bañar pa conmigo grandgrand Lola Turing con javon de cuerpo,15
Con aquel ta na High School ya yo ya hace compra conmigo tu grand-[[Papa]] Ding “Halo Shampoo” para mi pelo y muchas “Rollers” y polvo oloroso para adorna mi pelo.,Con aquel ta na High School ya yo ya hace compra conmigo tu grandPapa Ding “ Halo Shampoo ” para mi pelo y muchas “ Rollers ” y polvo oloroso para adorna mi pelo,34
Tu grand-[[Papa]] Ding es mi maestro.,Tu grandPapa Ding es mi maestro,6
"Un dia, mientras no hay tu grand-grand Lola [[Turing]] ya hila yo el silla enfrente del ventana.",Un dia mientras no hay tu grandgrand Lola Turing ya hila yo el silla enfrente del ventana,17
No yo parice que tu grand-grand Lola [[Turing]] es en mi detras.,No yo parice que tu grandgrand Lola Turing es en mi detras,12
El castigo que [[dar]] con migo es media hora de hincar con el dos brasos altos.,El castigo que dar con migo es media hora de hincar con el dos brasos altos,16
Tu grand [[papa]] Ding es un compositor de musica.,Tu grand papa Ding es un compositor de musica,9
Un professor en la Universidad de [[Pilipinas]].,Un professor en la Universidad de Pilipinas,7
"Si dia de Sabado y [[Domingo]] tu grand-[[Papa]] Ding el compañero de mi na concierto de los prominente pianista, compositor, conductor, cantora y simponia del Pilpinas, baile de ballet y zarzuelas.",Si dia de Sabado y Domingo tu grandPapa Ding el compañero de mi na concierto de los prominente pianista compositor conductor cantora y simponia del Pilpinas baile de ballet y zarzuelas,31
En casa el numero uno critico de mi musica y leccion na piano es mi abuela tu grand-grand Lola [[Turing]].,En casa el numero uno critico de mi musica y leccion na piano es mi abuela tu grandgrand Lola Turing,20
Un hombre que de estar aqui na ciudad de [[Cavite]].,Un hombre que de estar aqui na ciudad de Cavite,10
"[[Ama]] sus cultura, sus trabajo.",Ama sus cultura sus trabajo,5
[[A]] Dies de Octubre mil nueve cientos quarenta y seis (1946) yo y mi madre tu grand Lola Ester encontrar un accidente que ya quida causa de sus muerte.,A Dies de Octubre mil nueve cientos quarenta y seis yo y mi madre tu grand Lola Ester encontrar un accidente que ya quida causa de sus muerte,28
Como tiene un fuerza que ya abre la [[puerta]] del bus que donde estoy embarcado.,Como tiene un fuerza que ya abre la puerta del bus que donde estoy embarcado,15
"El [[puerta]] es echo de asero, tener que devide en la media y yo se entre en el medio del puerta, y despues que serra y agarrar con mi muy fuerte.",El puerta es echo de asero tener que devide en la media y yo se entre en el medio del puerta y despues que serra y agarrar con mi muy fuerte,31
[[Mi]] madre tu grand Lola ester tiene un mission del gobierno.,Mi madre tu grand Lola ester tiene un mission del gobierno,11
Yo duerme solas en mi [[cuarto]].,Yo duerme solas en mi cuarto,6
Tengo un poste con luz imprente de mi [[cuarto]].,Tengo un poste con luz imprente de mi cuarto,9
"Derepente ya oir yo como tiene qui ta [[mina]], ya abri yo mis ojos.",Derepente ya oir yo como tiene qui ta mina ya abri yo mis ojos,14
"[[Pero]] antes que [[todos]], ya que tenir de garrar su ropa.",Pero antes que todos ya que tenir de garrar su ropa,11
"[[Mi]] madrina es senorita Hermina Victoriano y mi padrino es senor [[Oliver]], su hermano.",Mi madrina es senorita Hermina Victoriano y mi padrino es senor Oliver su hermano,14
Sabes [[tu si]] cosa yo ya mira adentro del Iglesia?,Sabes tu_si cosa yo ya mira adentro del Iglesia,9
Ya abla mi madrina ella es la [[madre de Jesus]] [[Y]] aquel hombre triste con corona de espinas y sangre qui ta gutia en sus cara.,Ya abla mi madrina ella es la madre_de_Jesus Y aquel hombre triste con corona de espinas y sangre qui ta gutia en sus cara,24
"Segun siempre con mi madrina, el es [[Jesus]].",Segun siempre con mi madrina el es Jesus,8
Tiene mensahe o mission qui quierre que [[dar]] aparte conmigo el apariscion.,Tiene mensahe o mission qui quierre que dar aparte conmigo el apariscion,12
Na casa municipal de [[Cavite]].,Na casa municipal de Cavite,5
Ya quida eli un “Mayor” na municipio de [[Cavite]].,Ya quida eli un “ Mayor ” na municipio de Cavite,11
Con aquel tiempo de Presidente [[Manuel Quezon]].,Con aquel tiempo de Presidente Manuel_Quezon,6
Por casa muy estricto to grand-grand Lola [[Turing]].,Por casa muy estricto to grandgrand Lola Turing,8
Acavar la muerte de tu grand-Lola Ester ya tiene que adaptar tu grand-grand Lolo y tu grand-grand Lola [[Turing]] conmigo como de mas joven hija.,Acavar la muerte de tu grandLola Ester ya tiene que adaptar tu grandgrand Lolo y tu grandgrand Lola Turing conmigo como de mas joven hija,25
[[Y]] [[dar]] attencion a todas las asignaturas.,Y dar attencion a todas las asignaturas,7
[[Come]] y duerme mucho.,Come y duerme mucho,4
"Tu [[Querida]] Abuela, Mammu Chit",Tu Querida Abuela Mammu Chit,5
Es una nacion situada en la costa Norte de Sur [[America]].,Es una nacion situada en la costa Norte de Sur America,11
"Na este del Venezuela amo el [[Guyana]], na sur el Brazil, y na oeste, el nacion de [[Colombia]].",Na este del Venezuela amo el Guyana na sur el Brazil y na oeste el nacion de Colombia,18
"Serca na norte del costa del Venezuela amo el : [[Trinidad y Tobago]], Curaçao, Bonaire, Aruba, y el Leeward Antilles.",Serca na norte del costa del Venezuela amo el Trinidad_y_Tobago Curaçao Bonaire Aruba y el Leeward Antilles,17
"Ahora, el Venezuela es muy conocido por su industria de [[petrolio]], el diversidad del su ambiente y el su maga recurso natural.",Ahora el Venezuela es muy conocido por su industria de petrolio el diversidad del su ambiente y el su maga recurso natural,22
"El viaje se había originado en el puerto de Sanlúcar de Barrameda, en [[España]], el 30 de Mayo de 1498.",El viaje se había originado en el puerto de Sanlúcar de Barrameda en España el de Mayo de,18
"Hoy se conoce como los maga Viajes Menores, los cuales permiti conocer la existencia del [[continente americano]] y explorar toda la costa de [[Venezuela]].",Hoy se conoce como los maga Viajes Menores los cuales permiti conocer la existencia del continente_americano y explorar toda la costa de Venezuela,23
"La primera ciudad de Venezuela fue Nueva Cádiz, na la [[isla de Cubagua]], al rededor del año 1515.",La primera ciudad de Venezuela fue Nueva Cádiz na la isla_de_Cubagua al rededor del año,15
"Si Francisco de Miranda, por su parte, intento ya dos veces en1806 invadir el territorio venezolano con una expedicion armada proveniente de [[Nueva York]].",Si Francisco de Miranda por su parte intento ya dos veces en invadir el territorio venezolano con una expedicion armada proveniente de Nueva_York,23
"Luego de ello, se encargaría de liberar a la Nueva Granada, [[Ecuador]] y Perú, de fundar [[Bolivia]] y, entre éstos sucesos, crearía y haría su mayor sueño realidad, unir a pueblos diferentes de América (Venezuela, Nueva Granada y Ecuador) y convertirlos en una mega-nación, la Gran Colombia.",Luego de ello se encargaría de liberar a la Nueva Granada Ecuador y Perú de fundar Bolivia y entre éstos sucesos crearía y haría su mayor sueño realidad unir a pueblos diferentes de América y convertirlos en una meganación la Gran Colombia,42
Este último pretendía llegar a [[Bogotá]] y unir fuerzas con el virrey Juan de Sámano (1753-1821) por la vía de Boyacá.,Este último pretendía llegar a Bogotá y unir fuerzas con el virrey Juan de Sámano por la vía de Boyacá,20
"La Batalla del Pichincha ocurrió el 24 de mayo de 1822, en las faldas del volcán Pichincha, a más de 3.000 metros sobre el nivel del mar, justo arriba de la ciudad de Quito, en el [[Ecuador]] actual.",La Batalla del Pichincha ocurrió el de mayo de en las faldas del volcán Pichincha a más de metros sobre el nivel del mar justo arriba de la ciudad de Quito en el Ecuador actual,35
[[La]] guerra puso fin definitivo del caudillismo de [[José Antonio Páez]].,La guerra puso fin definitivo del caudillismo de José Antonio Páez,11
"[[Sin]] embargo, surgieron nuevos caudillos regionales quienes se apoderaron de las tierras, [[no se]] pudo concretar la distribución de la tierra, y todo se mantuvo igual.",Sin embargo surgieron nuevos caudillos regionales quienes se apoderaron de las tierras no se pudo concretar la distribución de la tierra y todo se mantuvo igual,26
"[[A]] la Guerra Federal se sucedieron períodos de alternancia en el poder de los liberales y los conservadores, en un país turbulento con una economía agraria devastada casi por completo.",A la Guerra Federal se sucedieron períodos de alternancia en el poder de los liberales y los conservadores en un país turbulento con una economía agraria devastada casi por completo,30
