text,text_preprocessed,LEN
"Mama i karim em long [[Septemba]] 27, yia 1984 long Belleville, Ontario, [[Kanada]].",Mama i karim em long Septemba yia long Belleville Ontario Kanada,11
Em i ples bilong [[biodaivesiti]].,Em i ples bilong biodaivesiti,5
.tr em i Intanet kod bilong kantri [[Teki]].,tr em i Intanet kod bilong kantri Teki,8
Tsak Wapenamanda i wanpela district long [[Enga]].,Tsak Wapenamanda i wanpela district long Enga,7
.at em i Intanet kod bilong kantri [[Ostria]].,at em i Intanet kod bilong kantri Ostria,8
.ye em i Intanet kod bilong kantri [[Yemen]].,ye em i Intanet kod bilong kantri Yemen,8
Mande i nambawan de bilong [[wik]].,Mande i nambawan de bilong wik,6
"Long sampela kantri (olsem [[Amerika]] na [[Inglan]]), wik i stat long [[Sande]], na Mande i nambatu de bilong wik.",Long sampela kantri wik i stat long Sande na Mande i nambatu de bilong wik,15
"Nem Mande i [[kam]] long Tok Inglis ""Monday"".",Nem Mande i kam long Tok Inglis Monday,8
"Plak bilong [[Romenia]] i mak olsem ofisel plak bilong kantri long Disemba 27, [[1989]].",Plak bilong Romenia i mak olsem ofisel plak bilong kantri long Disemba,12
"Planti narapela kain long stadi lukluk tingting, olsem wanem [[pilosopi]], theolosi, [[sosiolosi]] na moa.",Planti narapela kain long stadi lukluk tingting olsem wanem pilosopi theolosi sosiolosi na moa,14
Saikolosi i kamap long tupela narapela stadi: pilosopi na [[save long laip]].,Saikolosi i kamap long tupela narapela stadi pilosopi na save_long_laip,10
Julián Elías Gil Beltrán i bilong [[Ajentina]] (Buenos Aires).,Julián Elías Gil Beltrán i bilong Ajentina,7
Mama i karim em long Jun 13 bilong yia [[1970]].,Mama i karim em long Jun bilong yia,8
Plak bilong Polinesia bilong Pranis i mak olsem ofisel plak bilong kantri long 4 Disemba [[1979]].,Plak bilong Polinesia bilong Pranis i mak olsem ofisel plak bilong kantri long Disemba,14
Veliko Tarnovo em i [[kapitol]] long [[kantri]] [[Balgeria]](1185-1393).,Veliko Tarnovo em i kapitol long kantri Balgeria,8
"Sofia i gat 73,355 manmeri insait em long Oktoba [[2008]].",Sofia i gat manmeri insait em long Oktoba,8
"Papua Niugini i gat tripela tokples bilong gavman: Tok Inglis, [[Tok Pisin]] na [[Hiri Motu]].",Papua Niugini i gat tripela tokples bilong gavman Tok Inglis Tok_Pisin na Hiri Motu,14
"Long 100 bilong ol manmeri bilong [[Papua Niugini]], 1-2 tasol i inap harim Tok Inglis.",Long bilong ol manmeri bilong Papua_Niugini tasol i inap harim Tok Inglis,12
"Trajan, ([[Tok Latin]]: ""Imperator Caesar Nerva Traianus Divi Nervae filius Augustus"") i bin stap bikpela king bilong ol [[Rom]].",Trajan i bin stap bikpela king bilong ol Rom,9
.si em i Intanet kod bilong kantri [[Slovenia]].,si em i Intanet kod bilong kantri Slovenia,8
"Lev Semyonovich Vygotsky ([[Tok Rasia]]: Лев Семенович Выготский, 1896 - [[1934]]) em i wanpela man bilong [[Saikolosi]] i kam long [[Belaras]].",Lev Semyonovich Vygotsky em i wanpela man bilong Saikolosi i kam long Belaras,13
"Tingting bilong em igat planti respect long stadi long divlopmental saikolosi, [[edukesen]], divlopmen bilong pikinini na mo.",Tingting bilong em igat planti respect long stadi long divlopmental saikolosi edukesen divlopmen bilong pikinini na mo,17
Vygotsky i kamap long famili bilong Juda na long taun bilong Orsha long [[Belaras]] (hap bilong [[Rasia]] dispela taim).,Vygotsky i kamap long famili bilong Juda na long taun bilong Orsha long Belaras,14
"Vygotsky i stat lainim [[lo]] long Yunivesiti bilong Mosko long [[Mosko]], na pinisim stadi bilong em long [[1918]].",Vygotsky i stat lainim lo long Yunivesiti bilong Mosko long Mosko na pinisim stadi bilong em long,17
Em i kamap tisa long [[1918]] na em i statim lainim saikolosi.,Em i kamap tisa long na em i statim lainim saikolosi,11
"Long [[1924]], em i kamap long [[Mosko]] gen, wokim planti projek.",Long em i kamap long Mosko gen wokim planti projek,10
"Em i dai pinis long [[1934]], wantaim planti wok em i no pinisim yet.",Em i dai pinis long wantaim planti wok em i no pinisim yet,13
Brisben Broncos em i wanpela ragbi tim long [[Ostrelia]].,Brisben Broncos em i wanpela ragbi tim long Ostrelia,9
"Sebia (Tok Inglis: ""Serbia"", Tok Sebia: ""Србија"") em i wanpela kantri long [[Yurop]].",Sebia em i wanpela kantri long Yurop,7
"[[Gdansk]] (Tok Inglis: [[Gdansk]], Tok [[Polan]]: [[Gdansk]], Tok [[Siamani]]: [[Danzig]]) emi big citi bilong kantri [[Polan]] (nord) long [[Yurop]].",Gdansk emi big citi bilong kantri Polan long Yurop,9
"Laksembog (""Luxembourg"") em i kantri bilong [[Yurop]].",Laksembog em i kantri bilong Yurop,6
[[Kapitol]] bilong Laksembog emi Luxembourg.,Kapitol bilong Laksembog emi Luxembourg,5
[[Lo]] (Inglis: law) emi olgeta tok save ol i bin raitim long painim solusen sapos i gat conflict.,Lo emi olgeta tok save ol i bin raitim long painim solusen sapos i gat conflict,16
"Ecser em i taun bilong [[Hangari]], klostu long [[Budapest]].",Ecser em i taun bilong Hangari klostu long Budapest,9
"Save long laip () i save i lukluk laip na olgeta samting i gat laip, olsem ol [[diwai]], ol [[sayor]], ol prut, ol papai, ol [[abus]], na ol jem.",Save long laip i save i lukluk laip na olgeta samting i gat laip olsem ol diwai ol sayor ol prut ol papai ol abus na ol jem,28
"Mama i karim em long [[Septemba]] 18, yia 1971 long Krasnodar.",Mama i karim em long Septemba yia long Krasnodar,9
"Mun Janueri i namba wan [[mun]] bilong [[yia]] bilong Kalendar Pop Gregori, o kalendar bikpela hap bilong ol manmeri i yusim long wol nau.",Mun Janueri i namba wan mun bilong yia bilong Kalendar Pop Gregori o kalendar bikpela hap bilong ol manmeri i yusim long wol nau,24
Jeff Bleich em i embeseda bilong [[Ol Yunaitet Stet]] long [[Ostrelia]].,Jeff Bleich em i embeseda bilong Ol_Yunaitet_Stet long Ostrelia,9
.rs em i Intanet kod bilong kantri [[Sebia]].,rs em i Intanet kod bilong kantri Sebia,8
Kerema i wanpela distrik bilong Gulf provins long [[Papua Niugini]].,Kerema i wanpela distrik bilong Gulf provins long Papua_Niugini,9
Taum bikpela tumas bilong em i taun bilong [[Kerema]].,Taum bikpela tumas bilong em i taun bilong Kerema,9
Nambawan tokples bilong kantri em i [[Bislama]].,Nambawan tokples bilong kantri em i Bislama,7
"Tok Inglis, [[Bislama]], na [[Tok Frens]] oli ofisel tokples bilong gavman.",Tok Inglis Bislama na Tok Frens oli ofisel tokples bilong gavman,11
[[Kapitol]] bilong en em i [[Pot Vila]].,Kapitol bilong en em i Pot Vila,7
Julai i [[mun]] namba seven bilong [[yia]] long Kalenda Pop Gregori.,Julai i mun namba seven bilong yia long Kalenda Pop Gregori,11
Em i bin king bilong ol Roma long [[44 yia i go bipo Jisas]].,Em i bin king bilong ol Roma long _yia_i_go_bipo_Jisas,9
.es em i Intanet kod bilong [[Spen]].,es em i Intanet kod bilong Spen,7
Toomas Hendrik Ilves i presiden bilong [[Estonia]].,Toomas Hendrik Ilves i presiden bilong Estonia,7
"Long [[Papua Niugini]], planti graun i gat ol kainkain kaikai i stap long em.",Long Papua_Niugini planti graun i gat ol kainkain kaikai i stap long em,13
Planti manmeri wok long plenteson na planti moni i kam long ol kaikai long plenteson we masta bilong plenteson i selim long narapela [[kantri]].,Planti manmeri wok long plenteson na planti moni i kam long ol kaikai long plenteson we masta bilong plenteson i selim long narapela kantri,24
Nambawan egrikalsa kaikai we [[Papua Niugini]] i selim long narapala kantri i olsem: 85% long olgeta manmeri long [[Papua Niugini]] i wok long egrikalsa.,Nambawan egrikalsa kaikai we Papua_Niugini i selim long narapala kantri i olsem long olgeta manmeri long Papua_Niugini i wok long egrikalsa,21
Peter O'Neill i praim minista bilong [[Papua Niugini]].,Peter ONeill i praim minista bilong Papua_Niugini,7
"Mamel (tok inglis: Mammals, [[tok]] latin: Mammalia) wanpela kalas (class) bilong enimol.",Mamel wanpela kalas bilong enimol,5
"Egsempel : sikau, kapul, nil kapul, [[slip kapul]], [[bulmakau]], man, [[bea]] (bear), etc.",Egsempel sikau kapul nil kapul slip_kapul bulmakau man bea etc,10
Plak bilong Tokelau i mak olsem ofisel plak bilong hap-kantri long [[2008]].,Plak bilong Tokelau i mak olsem ofisel plak bilong hapkantri long,11
Sentrel Amerika em i wanpela hap long kontinen [[Amerika]].,Sentrel Amerika em i wanpela hap long kontinen Amerika,9
Kontinen Amerika i gat tupela narapela hap: [[Not Amerika]] na [[Saut Amerika]].,Kontinen Amerika i gat tupela narapela hap Not_Amerika na Saut Amerika,11
Oktoba i [[mun]] namba ten bilong [[yia]] long Kalenda Pop Gregori.,Oktoba i mun namba ten bilong yia long Kalenda Pop Gregori,11
"Dispela mun i gat 31 [[de]], olsem [[Janueri]], [[Mas]], [[Me]], [[Julai]], [[Ogas]], [[Disemba]].",Dispela mun i gat de olsem Janueri Mas Me Julai Ogas Disemba,12
"Nem Oktoba i kam long Octo, i min ""namba et"" long [[tok Latin]], olsem wanem dispela Mun i bin Mun namba et long kalenda bilong ol Roma, taim bipo tru.",Nem Oktoba i kam long Octo i min namba et long tok_Latin olsem wanem dispela Mun i bin Mun namba et long kalenda bilong ol Roma taim bipo tru,29
"Plak bilong [[Kanada]] i mak olsem ofisel plak bilong kantri long Februeri 15, [[1965]].",Plak bilong Kanada i mak olsem ofisel plak bilong kantri long Februeri,12
Mošovce (1380 manmeri) emi wanpela taun long namel bilong kantri [[Slovakia]].,Mošovce emi wanpela taun long namel bilong kantri Slovakia,9
Tabubil em i wanpela taun long [[Westen Provins]].,Tabubil em i wanpela taun long Westen_Provins,7
Milen Be em i wanpela provins long [[Papua Niugini]].,Milen Be em i wanpela provins long Papua_Niugini,8
[[Alotau]] em i [[kapitol]] na bikpela taun bilong em.,Alotau em i kapitol na bikpela taun bilong em,9
"Bikpela hap bilong Milen Be em i stap long [[Niugini]] ailan, tasol i gat olsem 600 liklik ailan tu i stap long provins.",Bikpela hap bilong Milen Be em i stap long Niugini ailan tasol i gat olsem liklik ailan tu i stap long provins,22
"Sampela [[ailan]] istap long Milen Be: Igat wanpela kastom long salim ol samting igo long wanpela ailan long narapela, na i raunim ring long ol ailan long hap bilong ol Trobrian Ailans.",Sampela ailan istap long Milen Be Igat wanpela kastom long salim ol samting igo long wanpela ailan long narapela na i raunim ring long ol ailan long hap bilong ol Trobrian Ailans,32
"Ol Yunaitet Stet bilong Amerika (Y.S, YS, Y.S.A – ""YU.ES"", ""YU.ES.E"", ) i kantri long [[Not Amerika]].",Ol Yunaitet Stet bilong Amerika i kantri long Not_Amerika,9
Ekonomi bilong Yunaitet Stets i moa bikpela long ol narapela kantri bilong [[wol]].,Ekonomi bilong Yunaitet Stets i moa bikpela long ol narapela kantri bilong wol,13
"Yunaitet Stet i gat 50 [[stet]], olsem provins, na oli gat gavman bilong ol yet.",Yunaitet Stet i gat stet olsem provins na oli gat gavman bilong ol yet,14
"48 stet i stap wantaim, namel long kantri [[Kanada]] na kantri [[Meksiko]].",stet i stap wantaim namel long kantri Kanada na kantri Meksiko,11
Yukren i wanpela kantri long [[Yurop]].,Yukren i wanpela kantri long Yurop,6
Alotau em i [[Kapitol]] na taun bikpela tumas bilong [[Milen Be]] provins long [[Papua Niugini]].,Alotau em i Kapitol na taun bikpela tumas bilong Milen Be provins long Papua Niugini,15
.sm em i Intanet kod bilong kantri [[San Marino]].,sm em i Intanet kod bilong kantri San_Marino,8
COVID-19 pandemic insait long Papua Niugini em i pat long pandemic bilong [[SARS-CoV-2]].,COVID pandemic insait long Papua Niugini em i pat long pandemic bilong SARSCoV,13
Em i bin namba wan keis long [[Papua Niugini]] long 20 Mas 2020.,Em i bin namba wan keis long Papua_Niugini long Mas,10
"Pukpuk em i wanpela kain animal i stap long wara na raunwara long [[Amerika]], [[Esia]], [[Aprika]] na [[Ostrelia]].",Pukpuk em i wanpela kain animal i stap long wara na raunwara long Amerika Esia Aprika na Ostrelia,18
"Sapos i pait yu hat, yu krai [[aut]].",Sapos i pait yu hat yu krai aut,8
.lb em i Intanet kod bilong kantri [[Lebanon]].,lb em i Intanet kod bilong kantri Lebanon,8
Surinam em i wanpela [[kantri]] long [[Saut Amerika]].,Surinam em i wanpela kantri long Saut Amerika,8
[[Kapitol]] long emi Paramaribo.,Kapitol long emi Paramaribo,4
"Ailan em i wanpela hap graun we wara i raunim, tasol i no bikpela olsem [[kontinen]].",Ailan em i wanpela hap graun we wara i raunim tasol i no bikpela olsem kontinen,16
"Pusiket emi wanpla enimol na emi [[save]] stap long [[Amerika]], Efrika, Ostrelrelia na pes olsem b'long dispela graun.",Pusiket emi wanpla enimol na emi save stap long Amerika Efrika Ostrelrelia na pes olsem blong dispela graun,18
"Pusiket i gat tit, tasol yu no inap krai [[aut]] sapos ol kaikaim yu, tit liklik tumas.",Pusiket i gat tit tasol yu no inap krai aut sapos ol kaikaim yu tit liklik tumas,17
"Long pes b'long Efrika, ol kain b'long pusiket i gat [[Laion]] na Taiga.",Long pes blong Efrika ol kain blong pusiket i gat Laion na Taiga,13
"Sampla narapla kain bikpla pusiket i stap long [[Saut Amerika]], na ol i gat blekpla gras na tit blong kilim man na narapla enimol.",Sampla narapla kain bikpla pusiket i stap long Saut_Amerika na ol i gat blekpla gras na tit blong kilim man na narapla enimol,23
Plak bilong [[Slovenia]] i mak olsem ofisel plak bilong kantri long [[1991]].,Plak bilong Slovenia i mak olsem ofisel plak bilong kantri long,11
.sn em i Intanet kod bilong kantri [[Senegal]].,sn em i Intanet kod bilong kantri Senegal,8
"Wanpela Not Ailan stap wanpela bilong tupela ailan bilong [[Niu Silan]], narapela wan stap wanpela [[Saut Ailan]].",Wanpela Not Ailan stap wanpela bilong tupela ailan bilong Niu_Silan narapela wan stap wanpela Saut Ailan,16
Freetown em i [[kapitol]] na taun bikpela tumas bilong [[kantri]] [[Sierra Leone]] long [[Aprika]].,Freetown em i kapitol na taun bikpela tumas bilong kantri Sierra Leone long Aprika,14
Nina Andrycz (1912-2014) i bin actress bilong [[Polan]],Nina Andrycz i bin actress bilong Polan,7
"Jimmie Kenneth Johnson, mama i karim 17 September [[1975]] is NASCAR draiva bilong USA.",Jimmie Kenneth Johnson mama i karim September is NASCAR draiva bilong USA,12
"Long Yurop na [[Amerika]] na [[Ostrelia]], ol manmeri i gat save long rait longtaim bipo, na ol i raitim histori bilong en.",Long Yurop na Amerika na Ostrelia ol manmeri i gat save long rait longtaim bipo na ol i raitim histori bilong en,22
Histori long [[Papua Niugini]] i stap long ol toktok blong tumbuna.,Histori long Papua_Niugini i stap long ol toktok blong tumbuna,10
Ol i lukim pasim blong [[yumi]] na wokim tingting long as blong dispela pasim.,Ol i lukim pasim blong yumi na wokim tingting long as blong dispela pasim,14
"Dispela kain buk long ansropoloji na colonialism yet, i no histori tru bilong [[yumi]].",Dispela kain buk long ansropoloji na colonialism yet i no histori tru bilong yumi,14
Em i histori bilong ol waitpela lain i bin i kam na lukluk [[yumi]].,Em i histori bilong ol waitpela lain i bin i kam na lukluk yumi,14
"Sapos yu gat save long manmeri bilong [[PNG]] i bin raitim histori bilong yumi o yu gat save long wanpela stori bilong histori long [[PNG]], yu laik raitim en hia.",Sapos yu gat save long manmeri bilong PNG i bin raitim histori bilong yumi o yu gat save long wanpela stori bilong histori long PNG yu laik raitim en hia,30
Em i wanpela long foapela bikpela difren lain bilong [[antropolosi]].,Em i wanpela long foapela bikpela difren lain bilong antropolosi,10
"Em i yusim save long [[histori]], [[sosiolosi]], [[save long laip]], [[kemistri]], save long environmen, save long graun, na olgeta save tru.",Em i yusim save long histori sosiolosi save long laip kemistri save long environmen save long graun na olgeta save tru,21
"Nem akiolosi i kam long [[Tok Gris]] ""archaea"" i min ol samting na manmeri long taim bipo tru, na ""logos"" i min save.",Nem akiolosi i kam long Tok_Gris archaea i min ol samting na manmeri long taim bipo tru na logos i min save,22
"Osasku (tok Potugal: ""Osasco"") em i nambawan siti saut [[Brasil]].",Osasku em i nambawan siti saut Brasil,7
[[Pangu Pati]] (o [[Papua]] na [[Niugini]] [[Union]] Pati) em i politikal pati bilong [[Papua Niugini]].,Pangu_Pati em i politikal pati bilong Papua Niugini,8
Sir [[Michael Somare]] em i statim long [[1968]].,Sir Michael_Somare em i statim long,6
Em bin lida bilong Pangu Pati na kamap nambawan praimminista bilong [[kantri]] long [[1972]].,Em bin lida bilong Pangu Pati na kamap nambawan praimminista bilong kantri long,13
"Long [[1985]] Paias Wingti bruk wantaim Michael Somare na em i winim vot of no confidence, na kamap praimminista.",Long Paias Wingti bruk wantaim Michael Somare na em i winim vot of no confidence na kamap praimminista,18
Long [[1988]] Rabbie Namliu rausim Somare olsem lidaman bilong pati.,Long Rabbie Namliu rausim Somare olsem lidaman bilong pati,9
Somare statim nupela pati [[Nesenel Alains Pati]].,Somare statim nupela pati Nesenel_Alains_Pati,5
Long ileksen long [[2002]] Pangu winim sikispela sit tasol na kamap koalisen patna bilong National Alliance aninit long Somare.,Long ileksen long Pangu winim sikispela sit tasol na kamap koalisen patna bilong National Alliance aninit long Somare,18
Sandaun em i wanpela provins long [[Papua Niugini]].,Sandaun em i wanpela provins long Papua_Niugini,7
Kapitol na taun bikpela tumas bilong em i [[Vanimo]].,Kapitol na taun bikpela tumas bilong em i Vanimo,9
"Ol Protestan, o Talatala, ol i man o meri bilong wanpela lain bilong [[Kristen]].",Ol Protestan o Talatala ol i man o meri bilong wanpela lain bilong Kristen,14
Stat long dispela taim ol i lusim [[katolik]] na ol i no bihainim bikpela bos bilong Katolik ol i kolim [[Pop]].,Stat long dispela taim ol i lusim katolik na ol i no bihainim bikpela bos bilong Katolik ol i kolim Pop,21
I gat samting olsem 340 milion man o meri ol i kolim yet [[Protestan]] long Graun.,I gat samting olsem milion man o meri ol i kolim yet Protestan long Graun,15
Tokyo (o Tokio) em i kapitol na taun bikpela tumas bilong [[kantri]] [[Siapan]] long [[Esia]].,Tokyo em i kapitol na taun bikpela tumas bilong kantri Siapan long Esia,13
36 milion manmeri i stap long Tokio na narapala bikpela biktaun klostu em ol i kolim [[Yokohama]].,milion manmeri i stap long Tokio na narapala bikpela biktaun klostu em ol i kolim Yokohama,16
" em i wanpela taun long Castellón provins, [[Spen]].",em i wanpela taun long Castellón provins Spen,8
<gallery></gallery> [[Rio]] mijares.JPG|Wara [[Mijares]] long Villarreal.,gallerygallery Rio mijaresJPGWara Mijares long Villarreal,6
[[Campanar]] vila-real.jpg|Taua blong haus lotu blong Sant Jaume.,Campanar vilarealjpgTaua blong haus lotu blong Sant Jaume,8
"Vizmanos emi wanpela taun long Soria provins, Castile na León, [[Spen]].",Vizmanos emi wanpela taun long Soria provins Castile na León Spen,11
Kina em i [[mani]] bilong kantri [[Papua Niugini]].,Kina em i mani bilong kantri Papua Niugini,8
" em i wanpela taun long Segovia provins, [[Spen]].",em i wanpela taun long Segovia provins Spen,8
Tok Lituwenia i tokples bilong kantri [[Lituwenia]].,Tok Lituwenia i tokples bilong kantri Lituwenia,7
Putrajaya dispela i long biktaun bilong administresen long [[Malesia]].,Putrajaya dispela i long biktaun bilong administresen long Malesia,9
"Em i long saut long [[Kuala Lumpur]], long kapitol bilong Malesia.",Em i long saut long Kuala_Lumpur long kapitol bilong Malesia,10
Em i tu long Federal Teritori long [[Malesia]].,Em i tu long Federal Teritori long Malesia,8
Aialan i [[ailan]] bilong [[Yurop]].,Aialan i ailan bilong Yurop,5
Aialan i gat tupela kantri: Noten Aialan na [[Bikpela Briten]] bilong [[Yunaitet Kingdom]].,Aialan i gat tupela kantri Noten Aialan na Bikpela_Briten bilong Yunaitet Kingdom,12
“Ti mimiti kami masih [[SD]] nyiruan geus aya di lembur kami.,“ Ti mimiti kami masih SD nyiruan geus aya di lembur kami,12
"Nyiruan kabur, anak jeung maduna ku kami di ala. Madu jeung anak dibawa ka imah terus dipais dipake dahar jeung kejo” ujar ka Ata dalam satu wawancara dengan [[saya]].",Nyiruan kabur anak jeung maduna ku kami di ala Madu jeung anak dibawa ka imah terus dipais dipake dahar jeung kejo ” ujar ka Ata dalam satu wawancara dengan saya,30
Cingagoler merupakan sebuah kampung yang tidak jauh dari [[jalan raya]].,Cingagoler merupakan sebuah kampung yang tidak jauh dari jalan_raya,9
"[[Hanya]] berjarak sekitar 1,5 kilometer an sekitar 1,7 km dari garis pantai.",Hanya berjarak sekitar kilometer an sekitar km dari garis pantai,10
[[Kini]]/tahun 2014 di kampung ini rembesan teknologi [[dan]] pengaruh luar sudah amat sangat mempengaruhi.,Kinitahun di kampung ini rembesan teknologi dan pengaruh luar sudah amat sangat mempengaruhi,13
"Pada tahun 80-an lebah masih tersebar di bukit, hutan, [[pohon]] dan lainnya.",Pada tahun an lebah masih tersebar di bukit hutan pohon dan lainnya,12
Lebah yang dulu tersebar di hutan kini mulai dipancing/dirumahkan ke dalam tempat yang dinamakan “parungpung.” Ketika lebah di hutan/semak sudah masuk ke dalam “parungpung/[[stup]]” dengan menggunakan teknik dan cara tertentu akhirnya koloni/sarang/[[stup]] tersebut di bawa ke sekitar [[rumah]]-[[rumah]] penduduk.,Lebah yang dulu tersebar di hutan kini mulai dipancingdirumahkan ke dalam tempat yang dinamakan “ parungpung ” Ketika lebah di hutansemak sudah masuk ke dalam “ parungpungstup ” dengan menggunakan teknik dan cara tertentu akhirnya kolonisarangstup tersebut di bawa ke sekitar rumahrumah penduduk,43
"Ternak madu dilakukan untuk memenuhi kebutuhan “lauh nasi.” Apa sebab, karena dari “Nyiruan” inilah penduduk sekitar bisa mendapatkan anak lebah untuk kemudian dimakan dengan cara di “[[pais]]/pepes.” Penduduk biasanya memakan [[pais]] ini bersama nasi dalam hidangan makan berat.",Ternak madu dilakukan untuk memenuhi kebutuhan “ lauh nasi ” Apa sebab karena dari “ Nyiruan ” inilah penduduk sekitar bisa mendapatkan anak lebah untuk kemudian dimakan dengan cara di “ paispepes ” Penduduk biasanya memakan pais ini bersama nasi dalam hidangan makan berat,44
Di pinggir [[rumah]]-[[rumah]] penduduk selalu saja bisa ditemui ternak lebah sederhana.,Di pinggir rumahrumah penduduk selalu saja bisa ditemui ternak lebah sederhana,11
"Sampai akhirnya terdapat mahasiswa asal kampung tersebut, pulang dari [[Jakarta]].",Sampai akhirnya terdapat mahasiswa asal kampung tersebut pulang dari Jakarta,10
.am em i Intanet kod bilong kantri [[Armenia]].,am em i Intanet kod bilong kantri Armenia,8
"Saina ( o ""Republik bilong Manmeri bilong Saina"", [[Tok Saina]]: 中华人民共和国/中国) emi wanpela bikpela [[kantri]] long [[Esia]].",Saina emi wanpela bikpela kantri long Esia,7
"[[Kapitol]] bilong em i [[Beijing]], na taun bikpela tumas bilong en emi [[Sianghai]].",Kapitol bilong em i Beijing na taun bikpela tumas bilong en emi Sianghai,13
"Nambawan tokples bilong Saina i [[Tok Saina]], na Saina igat ol narapela tokples tu.",Nambawan tokples bilong Saina i Tok_Saina na Saina igat ol narapela tokples tu,13
.ru em i Intanet kod bilong kantri [[Rasia]].,ru em i Intanet kod bilong kantri Rasia,8
Busares i kapitol bilong [[Romenia]].,Busares i kapitol bilong Romenia,5
Stockholm i kapitol bilong [[Suwidan]].,Stockholm i kapitol bilong Suwidan,5
Rabaul em i bin [[kapitol]] na taun bikpela tumas bilong [[Is Niu Briten]] provins long [[Papua Niugini]].,Rabaul em i bin kapitol na taun bikpela tumas bilong Is Niu Briten provins long Papua Niugini,17
"Long [[1994]], tupela maunten - Vulcan na Tavurvur - i pairap na bagarapim taun olgeta, na nau kapitol bilong provins i go long [[Kokopo]] taun.",Long tupela maunten Vulcan na Tavurvur i pairap na bagarapim taun olgeta na nau kapitol bilong provins i go long Kokopo taun,22
Beljiam i wanpela [[kantri]] bilong [[Yurop]].,Beljiam i wanpela kantri bilong Yurop,6
Beising ([[Tok Saina]]: 北京) em i [[kapitol]] long [[kantri]] Republik bilong Manmeri bilong China.,Beising em i kapitol long kantri Republik bilong Manmeri bilong China,11
Plak bilong [[Pinlan]] i mak olsem ofisel plak bilong kantri long [[1920]].,Plak bilong Pinlan i mak olsem ofisel plak bilong kantri long,11
Hekte bilong en i winim ol [[ailan]].,Hekte bilong en i winim ol ailan,7
[[Namba]] bilong ol kontinen.,Namba bilong ol kontinen,4
Igat tok long namba bilong ol kontinen long [[wol]].,Igat tok long namba bilong ol kontinen long wol,9
"Na tu igat ol kainkain tingting we igat 6, 5, o 4 kontinen long [[wol]]:",Na tu igat ol kainkain tingting we igat o kontinen long wol,12
Kairuku Hiri i wanpela distrik long [[Sentral Provins]].,Kairuku Hiri i wanpela distrik long Sentral_Provins,7
"Populesen bilong em i 63,000 long yia 2000, na i gat sampela bikpela taun olsem [[Pot Mosbi]] na Bereina.",Populesen bilong em i long yia na i gat sampela bikpela taun olsem Pot_Mosbi na Bereina,16
Helen Clark i praim minista bilong [[Niu Silan]].,Helen Clark i praim minista bilong Niu_Silan,7
Mama i karim em long February 26 bilong yia [[1950]].,Mama i karim em long February bilong yia,8
Filipin em i wanpela [[kantri]] long [[Esia]].,Filipin em i wanpela kantri long Esia,7
[[Kapitol]] long emi Manila.,Kapitol long emi Manila,4
"Ofisel nem: Tok [[Filipin]]: [[Republika ng Pilipinas]], Tok Inglis: Republic of The [[Philippines]], Tok Pisin: Republik blong [[Filipin]].",Ofisel nem Tok Filipin Republika ng Pilipinas Tok Inglis Republic of The Philippines Tok Pisin Republik blong Filipin,18
"Em i Tagalog, Cebuano, Bikolano, [[Palawan]], Tagbanwa na narapla kain manmeri husat i stap long Filipin nau.",Em i Tagalog Cebuano Bikolano Palawan Tagbanwa na narapla kain manmeri husat i stap long Filipin nau,17
"Hangul ([[Tok Koria]]:한글 ""Hangeul"" (long Saut Koria) o Chosongul (Tok Koria: 조선글 ""Joseongeul"" (long Not Koria) em i nem bilong ol leta o alfabet bilong Tok Koria.",Hangul o Chosongul em i nem bilong ol leta o alfabet bilong Tok Koria,14
Lorengau em i [[kapitol]] na taun bikpela tumas bilong [[Manus]] provins long [[Papua Niugini]].,Lorengau em i kapitol na taun bikpela tumas bilong Manus provins long Papua Niugini,14
Solomon Ailans Pijin stap wanpela pijin tok toktok bilong [[Solomon Ailans]].,Solomon Ailans Pijin stap wanpela pijin tok toktok bilong Solomon_Ailans,10
"Em stap wankain [[Bislama]], [[Tok Pisin]] an [[Tores Stret Kriol]].",Em stap wankain Bislama Tok Pisin an Tores Stret Kriol,10
Yia 1946 (MCMXLVI) i stat long [[Tunde]] long kalenda bilong Gregori.,Yia i stat long Tunde long kalenda bilong Gregori,9
"Jeffery Michael ""Jeff"" Gordon, mama i karim 4 August [[1971]] is NASCAR draiva bilong USA.",Jeffery Michael Jeff Gordon mama i karim August is NASCAR draiva bilong USA,13
23 yia i go bipo [[Jisas]]:,yia i go bipo Jisas,5
Solomon Ailans i stap wanpla independan kantri wantaim planti ol [[ailan]] long [[Osenia]] i wanem i stap is long [[Papua Niugini]] na not-wes long [[Vanuatu]] na gat ples sais long 28'400 (twenti-et tausen na foa-handet) skwea kilomita.,Solomon Ailans i stap wanpla independan kantri wantaim planti ol ailan long Osenia i wanem i stap is long Papua Niugini na notwes long Vanuatu na gat ples sais long skwea kilomita,32
[[Kapitol]] blong em i na bikpela taun long ol i stap Honiara long Guadalcanal ailan.,Kapitol blong em i na bikpela taun long ol i stap Honiara long Guadalcanal ailan,15
Long 1893 [[Yunaitet Kingdom]] i mekim en blong em na teritori.,Long Yunaitet_Kingdom i mekim en blong em na teritori,9
