Tokens	Left_Offset	Left	Left_ID	Right_Offset	Right	Right_ID	Property
['Weber', 'City', 'se', 'yon', 'vil', 'nan', 'eta', 'Vijini', ',', 'nan', 'Etazini', '.']	[7]	Vijini	Q1370	[10]	Etazini	Q30	P17
"['Frédéric', 'Épaud', ',', 'ki', 'fèt', 'nan', 'Sables', '-', ""d'Olonne"", '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', 'franse', '.']"	[10]	Frans	Q142	[16]	franse	Q121842	P17
['Tappahannock', 'se', 'yon', 'vil', 'nan', 'eta', 'Vijini', ',', 'nan', 'Etazini', '.']	[6]	Vijini	Q1370	[9]	Etazini	Q30	P17
['Dominique', 'Besnehard', ',', 'ki', 'fèt', '5', 'fevriye', '1954', 'nan', 'Bois', '-', 'Colombes', '(', 'Frans', ')', ',', 'se', 'yon', 'pwodiktè', 'sinema', 'ak', 'aktè', 'franse', '.']	[13]	Frans	Q142	[22]	franse	Q121842	P17
['Arthur', 'Mazet', ',', 'ki', 'fèt', '23', 'septanm', '1989', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', 'franse', '.']	[9]	Frans	Q142	[15]	franse	Q121842	P17
['Evelyne', 'Cenoud', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Fabalon', 'Blaise', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Josh', 'Pais', ',', 'ki', 'fèt', '21', 'jen', '1964', 'nan', 'Nouyòk', 'nan', 'eta', 'Nou', 'Yòk', '(', 'Etazini', ')', ',', 'se', 'yon', 'aktè', 'ak', 'reyalizatè', 'ameriken', '.']	[9]	Nouyòk	Q60	[15]	Etazini	Q30	P17
['Alejandra', 'Weinstein', 'Procuna', ',', 'rele', 'Alejandra', 'Procuna', ',', 'ki', 'fèt', 'sou', '14', 'out', '1969', 'nan', 'Meksiko', ',', '(', 'Meksik', ')', 'se', 'yon', 'aktris', 'meksikèn', '.']	[15]	Meksiko	Q1489	[18]	Meksik	Q96	P17
['Michael', 'Brudent', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cordoue', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Cordoue	Q81972	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cordoue', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Rebecca', 'Jones', 'Fuentes', 'Berain', ',', 'rele', 'Rebecca', 'Jones', ',', 'ki', 'fèt', '21', 'me', '1957', 'nan', 'Meksiko', '(', 'Meksik', ')', ',', 'se', 'yon', 'aktris', 'meksikèn', '.']	[15]	Meksiko	Q1489	[17]	Meksik	Q96	P17
['Nan', 'laj', '8', 'an', ',', 'li', 'te', 'kite', 'Senegal', 'epi', 'li', 'te', 'deplase', 'avèk', 'manman', 'li', 'an', 'Frans', 'nan', 'Pari', '.']	[17]	Frans	Q142	[19]	Pari	Q90	P36
['Barbara', 'Alyn', 'Woods', ',', 'ki', 'fèt', '11', 'mas', '1962', 'nan', 'vil', 'Chikago', 'nan', 'leta', 'Ilinwa', '(', 'Etazini', ')', ',', 'se', 'yon', 'aktris', 'amerikèn', '.']	[11]	Chikago	Q1297	[16]	Etazini	Q30	P17
['Barbara', 'Alyn', 'Woods', ',', 'ki', 'fèt', '11', 'mas', '1962', 'nan', 'vil', 'Chikago', 'nan', 'leta', 'Ilinwa', '(', 'Etazini', ')', ',', 'se', 'yon', 'aktris', 'amerikèn', '.']	[14]	Ilinwa	Q1204	[16]	Etazini	Q30	P17
['Pierre', 'Augustin', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Wilsonville', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
['Pascal', 'Smarth', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Huelva', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Huelva	Q95015	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Huelva', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Seville	Q8717	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Francoise', 'Jean', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Mireille', 'Christiane', 'Gabrielle', 'Aimée', 'Aigroz', ',', 'rele', 'Mireille', 'Darc', ',', 'ki', 'fèt', '15', 'me', '1938', 'nan', 'Toulon', 'epi', 'ki', 'mouri', '28', 'out', '2017', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'aktris', 'ak', 'reyalizatris', 'fransèz', '.']	[24]	Pari	Q90	[26]	Frans	Q142	P17
['Sancti', 'Spíritus', 'se', 'yon', 'vil', 'nan', 'pwovens', 'Sancti', 'Spíritus', ',', 'nan', 'peyi', 'Kiba', '.']	[0, 1]	Sancti Spíritus	Q115441	[12]	Kiba	Q241	P17
['Victor', 'Garrivier', ',', 'ki', 'fèt', '8', 'septanm', '1931', 'nan', 'Crémieu', '(', 'Isère', ')', 'epi', 'ki', 'mouri', '10', 'desanm', '2004', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', 'françse', '.']	[20]	Pari	Q90	[22]	Frans	Q142	P17
['Mode', 'Gakuen', 'Cocoon', 'Tower', 'se', 'yon', 'building', ',', 'ki', 'sitiye', 'nan', 'leta', 'Tokyo', 'nan', 'Japon', '.']	[12]	Tokyo	Q1490	[14]	Japon	Q17	P17
['Canton', 'Benjamin', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Patrice', 'Kayo', ',', 'ki', 'fèt', '1942', 'nan', 'Bandjoun', '(', 'Kamewoun', ')', ',', 'se', 'yon', 'ekriven', ',', 'powèt', ',', 'eseyis', 'ak', 'pwofesè', 'kamewounè', '.']	[14]	ekriven	Q36180	[16]	powèt	Q49757	P279
['Jocelyne', 'Nain', ',', 'rele', 'Hélène', 'Vincent', ',', 'ki', 'fèt', '9', 'septanm', '1943', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'aktris', 'ak', 'metè', 'nan', 'sèn', 'fransèz', '.']	[13]	Pari	Q90	[15]	Frans	Q142	P17
['Giancarlo', 'Giuseppe', 'Alessandro', 'Esposito', ',', 'rele', 'Giancarlo', 'Esposito', ',', 'ki', 'fèt', '26', 'avril', '1958', 'nan', 'Kopènag', '(', 'Danmak', ')', ',', 'se', 'yon', 'aktè', 'ak', 'pwodiktè', 'ameriken', '.']	[15]	Kopènag	Q1748	[17]	Danmak	Q35	P36
['Eduardo', 'Victoria', 'Samperio', ',', 'rele', 'Eduardo', 'Victoria', ',', 'ki', 'fèt', '7', 'septanm', '1970', '(', 'Meksik', ')', ',', 'se', 'yon', 'aktè', 'meksiken', '.']	[14]	Meksik	Q96	[20]	meksiken	Q1209676	P17
['San', 'Luis', 'se', 'yon', 'vil', 'nan', 'pwovens', 'Pinar', 'del', 'Río', ',', 'nan', 'peyi', 'Kiba', '.']	[7, 8, 9]	Pinar del Río	Q115497	[13]	Kiba	Q241	P17
['Pwovens', 'yo', 'nan', 'peyi', 'Kiba', 'divize', 'pa', '169', 'minisipalite', 'oubyen', 'municipios', ',', 'mannyè', 'yo', 'rele', 'l', 'Kiba', '.']	[4]	Kiba	Q241	[4]	Kiba	Q241	P17
['Marie', '-', 'Christine', 'Salomons', ',', 'rele', 'Tina', 'Aumont', ',', 'ki', 'fèt', '14', 'fevriye', '1946', 'nan', 'Hollywood', 'nan', 'Los', 'Angeles', ',', 'Kalifòni', ',', '(', 'Etazini', ')', 'epi', 'ki', 'mouri', '28', 'oktòb', '2006', 'nan', 'Port', '-', 'Vendres', '(', 'Pyrénées', '-', 'Orientales', ')', ',', 'se', 'yon', 'aktris', 'fransèz', '-', 'amerikèn', '.']	[17, 18, 19, 20]	Los Angeles, Kalifòni	Q65	[23]	Etazini	Q30	P17
['Nerea', 'Camacho', ',', 'ki', 'fèt', '15', 'me', '1996', 'nan', 'Balanegra', ',', 'komin', 'panyòl', 'Berja', 'nan', 'Andalouzi', '(', 'Espay', ')', ',', 'se', 'yon', 'aktris', 'panyòl', '.']	[15]	Andalouzi	Q5783	[17]	Espay	Q29	P17
['Lovius', 'Marcelin', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cordoue', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Cordoue	Q81972	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cordoue', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Silverton', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
[' ', 'louis', 'prospère', 'pierre', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[6]	atis	Q483501	[9]	pent	Q1028181	P279
['Pierre', 'Auguste', 'Cot', ',', 'ki', 'fèt', '17', 'fevriye', '1837', 'nan', 'Bédarieux', 'epi', 'ki', 'mouri', '2', 'jiyè', '1883', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'pent', 'Fransfranse', '.']	[18]	Pari	Q90	[20]	Frans	Q142	P17
"[' ', 'Antonin', 'Mercié', 'te', 'bati', 'yon', '""', 'moniman', 'pou', 'Pierre', 'Auguste', 'Cot', '""', 'nan', 'Bédarieux', 'an', '1891', '.']"	[9, 10, 11]	Pierre Auguste Cot	Q265665	[14]	Bédarieux	Q274412	P19
['Yoann', 'Blanc', ',', 'ki', 'fèt', '5', 'novanm', '1975', 'nan', 'Ambilly', 'nan', 'Haute', '-', 'Savoie', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', 'franse', '-', 'swis', '.']	[15]	Frans	Q142	[21]	franse	Q121842	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Seville	Q8717	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Pwovens', 'yo', 'nan', 'peyi', 'Kiba', 'divize', 'pa', '169', 'minisipalite', 'oubyen', 'municipios', ',', 'mannyè', 'yo', 'rele', 'l', 'Kiba', '.']	[4]	Kiba	Q241	[4]	Kiba	Q241	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Almería', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Almería	Q81802	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Almería', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
"['Ángela', 'Vergara', ',', 'ki', 'fèt', '""', '7', 'jen', '""', '""', '1974', '""', 'nan', '""', 'Bogota', '""', '""', 'Cundinamarca', '""', '(', '""', 'Kolonbi', '""', ')', ',', 'se', 'yon', 'aktris', ',', 'prezantatris', 'ak', 'mannken', '""', 'kolonbyèn', '""', '.']"	[14]	Bogota	Q2841	[21]	Kolonbi	Q739	P17
['Sali', 'Sidibé', ',', 'ki', 'fèt', 'an', '1959', 'nan', 'yon', 'vilaj', 'nan', 'rejyon', 'Wassoulou', 'epi', 'ki', 'mouri', '8', 'fevriye', '2019', 'nan', 'Bamako', '(', 'Mali', ')', ',', 'se', 'yon', 'chantèz', 'malyèn', '.']	[20]	Bamako	Q3703	[22]	Mali	Q912	P17
['  ', 'Marius', 'Cultier', ',', 'ki', 'fèt', '23', 'avril', '1942', 'nan', 'tè', 'Sainville', 'nan', 'Matinik', '(', 'Frans', ')', 'epi', 'ki', 'mouri', '23', 'desanm', '1985', ',', 'se', 'yon', 'mizisyen', 'kreyòl', ',', 'yon', 'pyanis', '.']	[13]	Matinik	Q17054	[15]	Frans	Q142	P17
['Li', 'se', 'yon', 'aktè', 'teyat', 'ak', 'ansyen', 'direkyè', 'Teyat', 'Nasyonal', 'Dakar', '(', 'Senegal', ')', '.']	[10]	Dakar	Q3718	[12]	Senegal	Q1041	P36
['Staunton', 'se', 'yon', 'vil', 'nan', 'eta', 'Vijini', ',', 'nan', 'Etazini', '.']	[6]	Vijini	Q1370	[9]	Etazini	Q30	P17
['Ariana', 'Grande', ',', 'ki', 'fèt', '26', 'jen', '1993', 'nan', 'Boca', 'Raton', ',', 'Florid', '(', 'Etazini', ')', ',', 'se', 'yon', 'chantèz', 'ak', 'aktris', 'amerikèn', '.']	[9, 10, 11, 12]	Boca Raton, Florid	Q29422	[14]	Etazini	Q30	P17
['Calvin', 'George', 'Scott', ',', 'rele', 'Cocoa', 'Tea', '(', 'oubyen', 'Coco', 'Tea', ')', ',', 'ki', 'fèt', '3', 'septanm', '1959', 'nan', 'Kinstòn', '(', 'Jamayik', ')', ',', 'se', 'yon', 'chantè', 'ak', 'mizisyen', 'rege', ',', 'raga', 'jamayiken', '.']	[19]	Kinstòn	Q34692	[21]	Jamayik	Q766	P17
['Wendling', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
['Sergio', 'Marone', ',', 'ki', 'fèt', '4', 'fevriye', '1981', 'nan', 'São', 'Paolo', '(', 'Brezil', ')', ',', 'se', 'yon', 'aktè', 'brezilyen', '.']	[9, 10]	São Paolo	Q174	[12]	Brezil	Q155	P17
['Vladimir', 'Cybil', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Irma', 'P.', 'Hall', ',', 'ki', 'fèt', '3', 'jen', '1935', 'nan', 'Beaumont', ',', 'nan', 'Teksas', '(', 'Etazini', ')', ',', 'se', 'yon', 'aktris', 'amerikèn', '.']	[13]	Teksas	Q1439	[15]	Etazini	Q30	P17
['Patricia', 'Susana', 'Pereyra', 'Sarmiento', ',', 'rele', 'Patricia', 'Pereyra', ',', 'ki', 'fèt', '14', 'novanm', '1966', 'nan', 'Lima', '(', 'Pewou', ')', ',', 'se', 'yon', 'aktris', 'ak', 'reyalizatris', 'teyat', 'pewouvyèn', '.']	[15]	Lima	Q2868	[17]	Pewou	Q419	P36
"['Mize', 'a', 'pèp', 'Izrayèl', 'la', '(', 'ebre', ':', 'מוזיאון', 'ישראל', ',', 'ירושלים', ',', ""Muze'on"", 'Yisrael', ',', 'Yerushalayim', ')', 'se', 'yon', 'atis', 'ak', 'istwa', 'mize', 'nan', 'lavil', 'Jerizalèm', ',', 'pèp', 'Izrayèl', 'la', '.']"	[26]	Jerizalèm	Q1218	[3]	Izrayèl	Q801	P36
['Samba', 'Félix', 'Ndiaye', ',', 'ki', 'fèt', 'an', '6', 'mas', '1945', 'nan', 'Dakar', '(', 'Senegal)epi', 'ki', 'mouri', 'an', '6', 'novanm', '2009', ',', 'se', 'yon', 'sineyas', 'dokimantaris', 'senegalè', '.']	[11]	Dakar	Q3718	[13]	Senegal)epi	Q1041	P17
['Dennis', 'Smith', ',', 'rele', 'Dennis', 'Alcapone', ',', 'ki', 'fèt', '6', 'out', '1947', 'nan', 'Kinstòn', '(', 'Jamayik', ')', ',', 'se', 'yon', 'chantè', ',', 'mizisyen', 'rege', ',', 'raga', 'jamayiken', '.']	[13]	Kinstòn	Q34692	[15]	Jamayik	Q766	P36
['Jounen', 'jodi', 'a', ',', 'Site', 'Solèy', 'se', 'youn', 'nan', 'kote', 'ki', 'pi', 'mal', ',', 'ki', 'pi', 'pòv', 'an', 'Ayiti', '.']	[4, 5]	Site Solèy	Q1016929	[18]	Ayiti	Q790	P17
['Heppner', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Grenad', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Emmanuel', 'Pierre', '-', 'Charles', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[6]	atis	Q483501	[9]	pent	Q1028181	P279
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Almería', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Almería	Q81802	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Almería', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
"['Olivier', 'Achard', ',', 'ki', 'fèt', '16', 'novanm', '1958', 'nan', 'Bar', '-', 'sur', '-', 'Seine', ""'"", 'Frans', ')', ',', 'se', 'yon', 'aktè', 'franse', '.']"	[15]	Frans	Q142	[21]	franse	Q121842	P17
['North', 'Powder', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[7]	Oregon	Q824	[10]	Etazini	Q30	P17
['Paul', 'Jean', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Grenad', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Arnaud', 'Viard', ',', 'ki', 'fèt', '22', 'out', '1965', 'nan', 'Lyon', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', ',', 'otè', 'ak', 'reyalizatè', 'franse', '.']	[9]	Lyon	Q456	[11]	Frans	Q142	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Málaga	Q95028	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Danielle', 'Charaudeau', ',', 'rele', 'Valérie', 'Lagrange', ',', 'ki', 'fèt', '25', 'fevriye', '1942', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'chantèz', ',', 'aktris', 'ak', 'ekriven', 'fransèz', '.']	[13]	Pari	Q90	[15]	Frans	Q142	P17
['Michael', 'Felton', ',', 'rele', 'Brian', 'Pumper', ',', 'ki', 'fèt', '25', 'avril', '1981', 'nan', 'Hempstead', 'nan', 'Nouyòk', '(', 'Etazini', ')', ',', 'se', 'yon', 'aktè', 'ameriken', 'ak', 'pònografik', '.']	[15]	Nouyòk	Q60	[17]	Etazini	Q30	P17
['Jude', 'Destine', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Max', 'Greenfield', ',', 'ki', 'fèt', '4', 'septanm', '1980', 'nan', 'Dobbs', 'Ferry', 'nan', 'Nouyòk', '(', 'Etazini', ')', ',', 'se', 'yon', 'aktè', 'ameriken', '.']	[12]	Nouyòk	Q60	[14]	Etazini	Q30	P17
['Victoria', 'se', 'yon', 'vil', 'nan', 'eta', 'Vijini', ',', 'nan', 'Etazini', '.']	[6]	Vijini	Q1370	[9]	Etazini	Q30	P17
['Denis', 'Amar', ',', 'ki', 'fèt', '10', 'jen1946', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'reyalizatè', 'franse', '.']	[8]	Pari	Q90	[10]	Frans	Q142	P17
['Denis', 'Amar', ',', 'ki', 'fèt', '10', 'jen1946', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'reyalizatè', 'franse', '.']	[10]	Frans	Q142	[16]	franse	Q121842	P17
['Clatskanie', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
['Jacques', 'Champreux', ',', 'ki', 'fèt', '31', 'mas', '1930', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', ',', 'senaris', 'ak', 'reyalizatè', 'franse', '.']	[9]	Pari	Q90	[11]	Frans	Q142	P17
['Je', 'a', 'òganize', 'nan', 'Peken', 'nan', 'peyi', 'Chin', 'nan', 'dat', '08/08/08', ',', '08:08PM', '.']	[4]	Peken	Q956	[7]	Chin	Q148	P17
['Marie', '-', 'Louise', 'Damien', ',', 'rele', 'Damia', 'ou', 'Maryse', 'Damia', ',', 'se', 'yon', 'chantèz', 'ak', 'acktris', 'fransèz', 'ki', 'fèt', '5', 'desanm', '1889', 'nan', 'Pari', '(', 'Frans', ')', 'epi', 'ki', 'mouri', '30', 'janvye', '1978', 'nan', 'La', 'Celle', '-', 'Saint', '-', 'Cloud', '.']	[23]	Pari	Q90	[25]	Frans	Q142	P17
['Danna', 'Paola', 'Rivera', 'Munguía', ',', 'rele', 'Danna', 'Paola', ',', 'ki', 'fèt', '23', 'jen', '1995', 'nan', 'Meksiko', '(', 'Meksik', ')', ',', 'se', 'yon', 'aktris', 'ak', 'chantèz', 'meksikèn', '.']	[15]	Meksiko	Q1489	[17]	Meksik	Q96	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Almería', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Almería	Q81802	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Almería', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Fritz', 'Louissant', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Abitasyon', 'Massieux', 'se', 'yon', 'ansyèn', 'fèm', 'agrikòl', 'kolonyal', ',', 'ki', 'chita', 'nan', 'Bouillante', ',', 'sou', 'Bastè', ',', 'nan', 'depatman', 'Gwadloup', 'an', 'Frans', '.']	[19]	Gwadloup	Q17012	[21]	Frans	Q142	P17
['Alix', 'Roy', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['  ', 'Alicún', 'de', 'Ortega', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Grenad', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[14]	Andalouzi	Q5783	[18]	Espay	Q29	P17
['Marialejandra', 'Martín', 'Castillo', ',', 'rele', 'Marialejandra', 'Martín', ',', 'ki', 'fèt', '23', 'novanm', '1964', 'nan', 'Karakas', '(', 'Venezwela', ')', ',', 'se', 'yon', 'aktris', 'venezwelyèn', ']', '.']	[14]	Karakas	Q1533	[16]	Venezwela	Q717	P36
['Alejandra', 'Müller', 'Arrieta', ',', 'rele', 'Ale', 'Müller', ',', 'ki', 'fèt', '29', 'oktòb', '1997', 'nan', 'Meksiko', '(', 'Meksik', ')', ',', 'se', 'yon', 'aktris', 'ak', 'chantèz', 'meksikèn', '.']	[14]	Meksiko	Q1489	[16]	Meksik	Q96	P17
"['Bernard', 'Favre', ',', 'ki', 'fèt', '7', 'jen', '1945', 'nan', 'Enghien', '-', 'les', '-', 'Bains', 'nan', 'Val', '-', ""d'Oise"", '(', 'Frans', ')', ',', 'se', 'yon', 'reyalizatè', 'franse', '.']"	[19]	Frans	Q142	[25]	franse	Q121842	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Seville	Q8717	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Stéphanie', 'Balmir', 'Villedrouin', ',', 'rele', 'Stéphanie', 'Villedrouin', ',', 'ki', 'fèt', '29', 'mas', '1982', 'nan', 'Karakas', ',', 'Venezwela', ',', 'se', 'yon', 'fanm', 'politik', 'ayisyen', '.']	[14]	Karakas	Q1533	[16]	Venezwela	Q717	P36
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Jaén', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Jaén	Q95025	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Jaén', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Sayalonga', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Málaga	Q95028	[15]	Espay	Q29	P17
['Sayalonga', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
