text,text_clean,text_ents
Alotau em i [[Kapitol]] na taun bikpela tumas bilong [[Milen Be]] provins long [[Papua Niugini]].,Alotau em i Kapitol na taun bikpela tumas bilong Milen Be provins long Papua Niugini,Alotau em i Kapitol na taun bikpela tumas bilong Milen Be provins long Papua Niugini
.mt em i Intanet kod bilong kantri Malta.,mt em i Intanet kod bilong kantri Malta,mt em i Intanet kod bilong kantri Malta
.sm em i Intanet kod bilong kantri [[San Marino]].,sm em i Intanet kod bilong kantri San Marino,sm em i Intanet kod bilong kantri San_Marino
COVID-19 pandemic insait long Papua Niugini em i pat long pandemic bilong [[SARS-CoV-2]].,COVID pandemic insait long Papua Niugini em i pat long pandemic bilong SARSCoV,COVID pandemic insait long Papua Niugini em i pat long pandemic bilong SARSCoV
Em i bin namba wan keis long [[Papua Niugini]] long 20 Mas 2020.,Em i bin namba wan keis long Papua Niugini long Mas,Em i bin namba wan keis long Papua_Niugini long Mas
"Papua Niugini em i bin kolim COVID-19 free long 4 Me 2020, tasol gavman em i bin painim narapela keis long 20 June.",Papua Niugini em i bin kolim COVID free long Me tasol gavman em i bin painim narapela keis long June,Papua Niugini em i bin kolim COVID free long Me tasol gavman em i bin painim narapela keis long June
"Tude Papua Niugini em i gat 453 ol keis, na 5 ol manmeri i dai pinis, na 232 ol manmeri i kisim mobeta.",Tude Papua Niugini em i gat ol keis na ol manmeri i dai pinis na ol manmeri i kisim mobeta,Tude Papua Niugini em i gat ol keis na ol manmeri i dai pinis na ol manmeri i kisim mobeta
"Pukpuk em i wanpela kain animal i stap long wara na raunwara long [[Amerika]], [[Esia]], [[Aprika]] na [[Ostrelia]].",Pukpuk em i wanpela kain animal i stap long wara na raunwara long Amerika Esia Aprika na Ostrelia,Pukpuk em i wanpela kain animal i stap long wara na raunwara long Amerika Esia Aprika na Ostrelia
I gat sampela kain pukpuk long Ostrelia i stap long solwara tu.,I gat sampela kain pukpuk long Ostrelia i stap long solwara tu,I gat sampela kain pukpuk long Ostrelia i stap long solwara tu
Dispela kain pukpuk i moa bikpela long pukpuk i stap long kolwara.,Dispela kain pukpuk i moa bikpela long pukpuk i stap long kolwara,Dispela kain pukpuk i moa bikpela long pukpuk i stap long kolwara
Pukpuk i no ken pulim win insait long wara.,Pukpuk i no ken pulim win insait long wara,Pukpuk i no ken pulim win insait long wara
Pukpuk i gat tit sap.,Pukpuk i gat tit sap,Pukpuk i gat tit sap
"Sapos i pait yu hat, yu krai [[aut]].",Sapos i pait yu hat yu krai aut,Sapos i pait yu hat yu krai aut
.lb em i Intanet kod bilong kantri [[Lebanon]].,lb em i Intanet kod bilong kantri Lebanon,lb em i Intanet kod bilong kantri Lebanon
Surinam em i wanpela [[kantri]] long [[Saut Amerika]].,Surinam em i wanpela kantri long Saut Amerika,Surinam em i wanpela kantri long Saut Amerika
[[Kapitol]] long emi Paramaribo.,Kapitol long emi Paramaribo,Kapitol long emi Paramaribo
Surinam em i gat 573.311 manmeri (2014).,Surinam em i gat manmeri,Surinam em i gat manmeri
"Ailan em i wanpela hap graun we wara i raunim, tasol i no bikpela olsem [[kontinen]].",Ailan em i wanpela hap graun we wara i raunim tasol i no bikpela olsem kontinen,Ailan em i wanpela hap graun we wara i raunim tasol i no bikpela olsem kontinen
Sampela ailan:,Sampela ailan,Sampela ailan
"Pusiket emi wanpla enimol na emi [[save]] stap long [[Amerika]], Efrika, Ostrelrelia na pes olsem b'long dispela graun.",Pusiket emi wanpla enimol na emi save stap long Amerika Efrika Ostrelrelia na pes olsem blong dispela graun,Pusiket emi wanpla enimol na emi save stap long Amerika Efrika Ostrelrelia na pes olsem blong dispela graun
Ol pusiket ol save holim difren kain sais na kala.,Ol pusiket ol save holim difren kain sais na kala,Ol pusiket ol save holim difren kain sais na kala
"Ol save kaikai ret, na ol liklik kain samting.",Ol save kaikai ret na ol liklik kain samting,Ol save kaikai ret na ol liklik kain samting
Planti manmeri save laikim pusiket na ol save holim long haus b'long ol na givim kaikai.,Planti manmeri save laikim pusiket na ol save holim long haus blong ol na givim kaikai,Planti manmeri save laikim pusiket na ol save holim long haus blong ol na givim kaikai
"Pusiket i gat tit, tasol yu no inap krai [[aut]] sapos ol kaikaim yu, tit liklik tumas.",Pusiket i gat tit tasol yu no inap krai aut sapos ol kaikaim yu tit liklik tumas,Pusiket i gat tit tasol yu no inap krai aut sapos ol kaikaim yu tit liklik tumas
"Dispela graun i gat planti difren kain pusiket, Pershon, Himalain, Bombei, na kain i no gat gras.",Dispela graun i gat planti difren kain pusiket Pershon Himalain Bombei na kain i no gat gras,Dispela graun i gat planti difren kain pusiket Pershon Himalain Bombei na kain i no gat gras
"Long pes b'long Efrika, ol kain b'long pusiket i gat [[Laion]] na Taiga.",Long pes blong Efrika ol kain blong pusiket i gat Laion na Taiga,Long pes blong Efrika ol kain blong pusiket i gat Laion na Taiga
"Sampla narapla kain bikpla pusiket i stap long [[Saut Amerika]], na ol i gat blekpla gras na tit blong kilim man na narapla enimol.",Sampla narapla kain bikpla pusiket i stap long Saut Amerika na ol i gat blekpla gras na tit blong kilim man na narapla enimol,Sampla narapla kain bikpla pusiket i stap long Saut_Amerika na ol i gat blekpla gras na tit blong kilim man na narapla enimol
Plak bilong [[Slovenia]] i mak olsem ofisel plak bilong kantri long [[1991]].,Plak bilong Slovenia i mak olsem ofisel plak bilong kantri long,Plak bilong Slovenia i mak olsem ofisel plak bilong kantri long
.sn em i Intanet kod bilong kantri [[Senegal]].,sn em i Intanet kod bilong kantri Senegal,sn em i Intanet kod bilong kantri Senegal
"Wanpela Not Ailan stap wanpela bilong tupela ailan bilong [[Niu Silan]], narapela wan stap wanpela [[Saut Ailan]].",Wanpela Not Ailan stap wanpela bilong tupela ailan bilong Niu Silan narapela wan stap wanpela Saut Ailan,Wanpela Not Ailan stap wanpela bilong tupela ailan bilong Niu_Silan narapela wan stap wanpela Saut Ailan
Freetown em i [[kapitol]] na taun bikpela tumas bilong [[kantri]] [[Sierra Leone]] long [[Aprika]].,Freetown em i kapitol na taun bikpela tumas bilong kantri Sierra Leone long Aprika,Freetown em i kapitol na taun bikpela tumas bilong kantri Sierra Leone long Aprika
Renata Leonardo Pereira Sochaczewski i brazilian.,Renata Leonardo Pereira Sochaczewski i brazilian,Renata Leonardo Pereira Sochaczewski i brazilian
"Mama i karim February 21, 1947.",Mama i karim February,Mama i karim February
.gw em i Intanet kod bilong kantri Guinea-Bissau.,gw em i Intanet kod bilong kantri GuineaBissau,gw em i Intanet kod bilong kantri GuineaBissau
Nina Andrycz (1912-2014) i bin actress bilong [[Polan]],Nina Andrycz i bin actress bilong Polan,Nina Andrycz i bin actress bilong Polan
"Jimmie Kenneth Johnson, mama i karim 17 September [[1975]] is NASCAR draiva bilong USA.",Jimmie Kenneth Johnson mama i karim September is NASCAR draiva bilong USA,Jimmie Kenneth Johnson mama i karim September is NASCAR draiva bilong USA
"Em is 5 time NASCAR Sprint Cup champion (2006, 2007, 2008, 2009, 2010) wantaim Hendrick Motorsports.",Em is time NASCAR Sprint Cup champion wantaim Hendrick Motorsports,Em is time NASCAR Sprint Cup champion wantaim Hendrick Motorsports
Histori em i save long as blong kain kain lain na ples blong en.,Histori em i save long as blong kain kain lain na ples blong en,Histori em i save long as blong kain kain lain na ples blong en
"Long Yurop na [[Amerika]] na [[Ostrelia]], ol manmeri i gat save long rait longtaim bipo, na ol i raitim histori bilong en.",Long Yurop na Amerika na Ostrelia ol manmeri i gat save long rait longtaim bipo na ol i raitim histori bilong en,Long Yurop na Amerika na Ostrelia ol manmeri i gat save long rait longtaim bipo na ol i raitim histori bilong en
"Na tu, long taim bilong tumbuna long ol lain blong Yurop, ol manmeri i wokim tok histori, na sindaun wantaim na toktok long taim blong tumbuna na taim bipo.",Na tu long taim bilong tumbuna long ol lain blong Yurop ol manmeri i wokim tok histori na sindaun wantaim na toktok long taim blong tumbuna na taim bipo,Na tu long taim bilong tumbuna long ol lain blong Yurop ol manmeri i wokim tok histori na sindaun wantaim na toktok long taim blong tumbuna na taim bipo
Nem blong dispela pasin i 'oral history'.,Nem blong dispela pasin i oral history,Nem blong dispela pasin i oral history
Histori long [[Papua Niugini]] i stap long ol toktok blong tumbuna.,Histori long Papua Niugini i stap long ol toktok blong tumbuna,Histori long Papua_Niugini i stap long ol toktok blong tumbuna
"Planti manmeri yet ol i lusim tingting blong histori blong en, long wanim i no bin kisim save long ol mamapapa na mamapapa bilong en igo igo long taim blong tumbuna.",Planti manmeri yet ol i lusim tingting blong histori blong en long wanim i no bin kisim save long ol mamapapa na mamapapa bilong en igo igo long taim blong tumbuna,Planti manmeri yet ol i lusim tingting blong histori blong en long wanim i no bin kisim save long ol mamapapa na mamapapa bilong en igo igo long taim blong tumbuna
"Sapos olgeta manmeri blong PNG bai lusim tingting long lain blong en, mipela nogat histori bilong mi yet, tasol histori blong ol waitpela lain i bin kam long PNG.",Sapos olgeta manmeri blong PNG bai lusim tingting long lain blong en mipela nogat histori bilong mi yet tasol histori blong ol waitpela lain i bin kam long PNG,Sapos olgeta manmeri blong PNG bai lusim tingting long lain blong en mipela nogat histori bilong mi yet tasol histori blong ol waitpela lain i bin kam long PNG
"Ol waitpela lain i bin i kam, ol inap rait, na ol raitin histori bilong yumi.",Ol waitpela lain i bin i kam ol inap rait na ol raitin histori bilong yumi,Ol waitpela lain i bin i kam ol inap rait na ol raitin histori bilong yumi
Ol i lukim pasim blong [[yumi]] na wokim tingting long as blong dispela pasim.,Ol i lukim pasim blong yumi na wokim tingting long as blong dispela pasim,Ol i lukim pasim blong yumi na wokim tingting long as blong dispela pasim
"Dispela kain buk long ansropoloji na colonialism yet, i no histori tru bilong [[yumi]].",Dispela kain buk long ansropoloji na colonialism yet i no histori tru bilong yumi,Dispela kain buk long ansropoloji na colonialism yet i no histori tru bilong yumi
Em i histori bilong ol waitpela lain i bin i kam na lukluk [[yumi]].,Em i histori bilong ol waitpela lain i bin i kam na lukluk yumi,Em i histori bilong ol waitpela lain i bin i kam na lukluk yumi
"Histori bilong mi i no kirapim long taim bilong colonialism tasol, nogat, histori bilong yumi i longpela tumas.",Histori bilong mi i no kirapim long taim bilong colonialism tasol nogat histori bilong yumi i longpela tumas,Histori bilong mi i no kirapim long taim bilong colonialism tasol nogat histori bilong yumi i longpela tumas
"Sapos yu gat save long manmeri bilong [[PNG]] i bin raitim histori bilong yumi o yu gat save long wanpela stori bilong histori long [[PNG]], yu laik raitim en hia.",Sapos yu gat save long manmeri bilong PNG i bin raitim histori bilong yumi o yu gat save long wanpela stori bilong histori long PNG yu laik raitim en hia,Sapos yu gat save long manmeri bilong PNG i bin raitim histori bilong yumi o yu gat save long wanpela stori bilong histori long PNG yu laik raitim en hia
.ps em i Intanet kod bilong kantri Palestine.,ps em i Intanet kod bilong kantri Palestine,ps em i Intanet kod bilong kantri Palestine
"Akiolosi i stadi long manmeri, ol sosaiti, na ol biktaun long taim bipo.",Akiolosi i stadi long manmeri ol sosaiti na ol biktaun long taim bipo,Akiolosi i stadi long manmeri ol sosaiti na ol biktaun long taim bipo
Em i wanpela long foapela bikpela difren lain bilong [[antropolosi]].,Em i wanpela long foapela bikpela difren lain bilong antropolosi,Em i wanpela long foapela bikpela difren lain bilong antropolosi
"Em i yusim save long [[histori]], [[sosiolosi]], [[save long laip]], [[kemistri]], save long environmen, save long graun, na olgeta save tru.",Em i yusim save long histori sosiolosi save long laip kemistri save long environmen save long graun na olgeta save tru,Em i yusim save long histori sosiolosi save long laip kemistri save long environmen save long graun na olgeta save tru
"Nem akiolosi i kam long [[Tok Gris]] ""archaea"" i min ol samting na manmeri long taim bipo tru, na ""logos"" i min save.",Nem akiolosi i kam long Tok Gris archaea i min ol samting na manmeri long taim bipo tru na logos i min save,Nem akiolosi i kam long Tok_Gris archaea i min ol samting na manmeri long taim bipo tru na logos i min save
"Osasku (tok Potugal: ""Osasco"") em i nambawan siti saut [[Brasil]].",Osasku tok Potugal Osasco em i nambawan siti saut Brasil,Osasku tok Potugal Osasco em i nambawan siti saut Brasil
[[Pangu Pati]] (o [[Papua]] na [[Niugini]] [[Union]] Pati) em i politikal pati bilong [[Papua Niugini]].,Pangu Pati o Papua na Niugini Union Pati em i politikal pati bilong Papua Niugini,Pangu_Pati o Papua na Niugini Union Pati em i politikal pati bilong Papua Niugini
Sir [[Michael Somare]] em i statim long [[1968]].,Sir Michael Somare em i statim long,Sir Michael_Somare em i statim long
Em bin lida bilong Pangu Pati na kamap nambawan praimminista bilong [[kantri]] long [[1972]].,Em bin lida bilong Pangu Pati na kamap nambawan praimminista bilong kantri long,Em bin lida bilong Pangu Pati na kamap nambawan praimminista bilong kantri long
"Long [[1985]] Paias Wingti bruk wantaim Michael Somare na em i winim vot of no confidence, na kamap praimminista.",Long Paias Wingti bruk wantaim Michael Somare na em i winim vot of no confidence na kamap praimminista,Long Paias Wingti bruk wantaim Michael Somare na em i winim vot of no confidence na kamap praimminista
Long [[1988]] Rabbie Namliu rausim Somare olsem lidaman bilong pati.,Long Rabbie Namliu rausim Somare olsem lidaman bilong pati,Long Rabbie Namliu rausim Somare olsem lidaman bilong pati
Somare statim nupela pati [[Nesenel Alains Pati]].,Somare statim nupela pati Nesenel Alains Pati,Somare statim nupela pati Nesenel_Alains_Pati
Long ileksen long [[2002]] Pangu winim sikispela sit tasol na kamap koalisen patna bilong National Alliance aninit long Somare.,Long ileksen long Pangu winim sikispela sit tasol na kamap koalisen patna bilong National Alliance aninit long Somare,Long ileksen long Pangu winim sikispela sit tasol na kamap koalisen patna bilong National Alliance aninit long Somare
Sandaun em i wanpela provins long [[Papua Niugini]].,Sandaun em i wanpela provins long Papua Niugini,Sandaun em i wanpela provins long Papua_Niugini
Narpela nem bilong em i West Sepik.,Narpela nem bilong em i West Sepik,Narpela nem bilong em i West Sepik
"Ol i kolim em Sandaun long wanem em i stap long sait bilong san i go daun, o wes.",Ol i kolim em Sandaun long wanem em i stap long sait bilong san i go daun o wes,Ol i kolim em Sandaun long wanem em i stap long sait bilong san i go daun o wes
Kapitol na taun bikpela tumas bilong em i [[Vanimo]].,Kapitol na taun bikpela tumas bilong em i Vanimo,Kapitol na taun bikpela tumas bilong em i Vanimo
"Ol Protestan, o Talatala, ol i man o meri bilong wanpela lain bilong [[Kristen]].",Ol Protestan o Talatala ol i man o meri bilong wanpela lain bilong Kristen,Ol Protestan o Talatala ol i man o meri bilong wanpela lain bilong Kristen
Ol Protestan i lain i bin bihainim Luta na Kalvin samting olsem 470 yia bipo.,Ol Protestan i lain i bin bihainim Luta na Kalvin samting olsem yia bipo,Ol Protestan i lain i bin bihainim Luta na Kalvin samting olsem yia bipo
Stat long dispela taim ol i lusim [[katolik]] na ol i no bihainim bikpela bos bilong Katolik ol i kolim [[Pop]].,Stat long dispela taim ol i lusim katolik na ol i no bihainim bikpela bos bilong Katolik ol i kolim Pop,Stat long dispela taim ol i lusim katolik na ol i no bihainim bikpela bos bilong Katolik ol i kolim Pop
I gat samting olsem 340 milion man o meri ol i kolim yet [[Protestan]] long Graun.,I gat samting olsem milion man o meri ol i kolim yet Protestan long Graun,I gat samting olsem milion man o meri ol i kolim yet Protestan long Graun
Tokyo (o Tokio) em i kapitol na taun bikpela tumas bilong [[kantri]] [[Siapan]] long [[Esia]].,Tokyo o Tokio em i kapitol na taun bikpela tumas bilong kantri Siapan long Esia,Tokyo o Tokio em i kapitol na taun bikpela tumas bilong kantri Siapan long Esia
36 milion manmeri i stap long Tokio na narapala bikpela biktaun klostu em ol i kolim [[Yokohama]].,milion manmeri i stap long Tokio na narapala bikpela biktaun klostu em ol i kolim Yokohama,milion manmeri i stap long Tokio na narapala bikpela biktaun klostu em ol i kolim Yokohama
" em i wanpela taun long Castellón provins, [[Spen]].",em i wanpela taun long Castellón provins Spen,em i wanpela taun long Castellón provins Spen
<gallery></gallery> [[Rio]] mijares.JPG|Wara [[Mijares]] long Villarreal.,gallerygallery Rio mijaresJPGWara Mijares long Villarreal,gallerygallery Rio mijaresJPGWara Mijares long Villarreal
[[Campanar]] vila-real.jpg|Taua blong haus lotu blong Sant Jaume.,Campanar vilarealjpgTaua blong haus lotu blong Sant Jaume,Campanar vilarealjpgTaua blong haus lotu blong Sant Jaume
[[La Murà]] Vila-real.JPG <gallery></gallery>,La Murà VilarealJPG gallerygallery,La_Murà VilarealJPG gallerygallery
"Vizmanos emi wanpela taun long Soria provins, Castile na León, [[Spen]].",Vizmanos emi wanpela taun long Soria provins Castile na León Spen,Vizmanos emi wanpela taun long Soria provins Castile na León Spen
Kina em i [[mani]] bilong kantri [[Papua Niugini]].,Kina em i mani bilong kantri Papua Niugini,Kina em i mani bilong kantri Papua Niugini
Wanpela Kina i gat 100 Toea.,Wanpela Kina i gat Toea,Wanpela Kina i gat Toea
Dispela nem Kina em i kam long kinashellmoni bilong ol pipol bilong hailans.,Dispela nem Kina em i kam long kinashellmoni bilong ol pipol bilong hailans,Dispela nem Kina em i kam long kinashellmoni bilong ol pipol bilong hailans
" em i wanpela taun long Segovia provins, [[Spen]].",em i wanpela taun long Segovia provins Spen,em i wanpela taun long Segovia provins Spen
Tok Lituwenia i tokples bilong kantri [[Lituwenia]].,Tok Lituwenia i tokples bilong kantri Lituwenia,Tok Lituwenia i tokples bilong kantri Lituwenia
Tok Lituwenia em i ofisel tokples bilong kantri.,Tok Lituwenia em i ofisel tokples bilong kantri,Tok Lituwenia em i ofisel tokples bilong kantri
"Tok Lituwenia em i wanpela tokples ikam long famili long tokples long Indo-Yurop, na bilong lain tokples long Balitik bilong dispela famili.",Tok Lituwenia em i wanpela tokples ikam long famili long tokples long IndoYurop na bilong lain tokples long Balitik bilong dispela famili,Tok Lituwenia em i wanpela tokples ikam long famili long tokples long IndoYurop na bilong lain tokples long Balitik bilong dispela famili
Putrajaya dispela i long biktaun bilong administresen long [[Malesia]].,Putrajaya dispela i long biktaun bilong administresen long Malesia,Putrajaya dispela i long biktaun bilong administresen long Malesia
"Em i long saut long [[Kuala Lumpur]], long kapitol bilong Malesia.",Em i long saut long Kuala Lumpur long kapitol bilong Malesia,Em i long saut long Kuala_Lumpur long kapitol bilong Malesia
Em i tu long Federal Teritori long [[Malesia]].,Em i tu long Federal Teritori long Malesia,Em i tu long Federal Teritori long Malesia
Aialan i [[ailan]] bilong [[Yurop]].,Aialan i ailan bilong Yurop,Aialan i ailan bilong Yurop
Aialan i gat tupela kantri: Noten Aialan na [[Bikpela Briten]] bilong [[Yunaitet Kingdom]].,Aialan i gat tupela kantri Noten Aialan na Bikpela Briten bilong Yunaitet Kingdom,Aialan i gat tupela kantri Noten Aialan na Bikpela_Briten bilong Yunaitet Kingdom
“Ti mimiti kami masih [[SD]] nyiruan geus aya di lembur kami.,“ Ti mimiti kami masih SD nyiruan geus aya di lembur kami,“ Ti mimiti kami masih SD nyiruan geus aya di lembur kami
Kami masih inget keur leutik sok diajak kolot ngala suluh.,Kami masih inget keur leutik sok diajak kolot ngala suluh,Kami masih inget keur leutik sok diajak kolot ngala suluh
"Terus manggih nyiruan dina liang taneuh, kolot kami nyiapkeun baralak garing.",Terus manggih nyiruan dina liang taneuh kolot kami nyiapkeun baralak garing,Terus manggih nyiruan dina liang taneuh kolot kami nyiapkeun baralak garing
Baralak eta dibeuleum dideukeutkeun kana nyiruan.,Baralak eta dibeuleum dideukeutkeun kana nyiruan,Baralak eta dibeuleum dideukeutkeun kana nyiruan
"Nyiruan kabur, anak jeung maduna ku kami di ala. Madu jeung anak dibawa ka imah terus dipais dipake dahar jeung kejo” ujar ka Ata dalam satu wawancara dengan [[saya]].",Nyiruan kabur anak jeung maduna ku kami di ala Madu jeung anak dibawa ka imah terus dipais dipake dahar jeung kejo ” ujar ka Ata dalam satu wawancara dengan saya,Nyiruan kabur anak jeung maduna ku kami di ala Madu jeung anak dibawa ka imah terus dipais dipake dahar jeung kejo ” ujar ka Ata dalam satu wawancara dengan saya
Cingagoler merupakan sebuah kampung yang tidak jauh dari [[jalan raya]].,Cingagoler merupakan sebuah kampung yang tidak jauh dari jalan raya,Cingagoler merupakan sebuah kampung yang tidak jauh dari jalan_raya
"[[Hanya]] berjarak sekitar 1,5 kilometer an sekitar 1,7 km dari garis pantai.",Hanya berjarak sekitar kilometer an sekitar km dari garis pantai,Hanya berjarak sekitar kilometer an sekitar km dari garis pantai
[[Kini]]/tahun 2014 di kampung ini rembesan teknologi [[dan]] pengaruh luar sudah amat sangat mempengaruhi.,Kinitahun di kampung ini rembesan teknologi dan pengaruh luar sudah amat sangat mempengaruhi,Kinitahun di kampung ini rembesan teknologi dan pengaruh luar sudah amat sangat mempengaruhi
"Tayangan televisi, pengaruh penggunaan hp, dan gaya hidup lain dari pengusaha lokal yang menunjukkan kemewahan materi menjadi bahaya laten yang amat sangat membahayakan.",Tayangan televisi pengaruh penggunaan hp dan gaya hidup lain dari pengusaha lokal yang menunjukkan kemewahan materi menjadi bahaya laten yang amat sangat membahayakan,Tayangan televisi pengaruh penggunaan hp dan gaya hidup lain dari pengusaha lokal yang menunjukkan kemewahan materi menjadi bahaya laten yang amat sangat membahayakan
Dalam 5 tahun terakhir masyarakat Cingagoler dibuat terperangah dengan mahalnya harga bahan tambang/mineral terutama batubara.,Dalam tahun terakhir masyarakat Cingagoler dibuat terperangah dengan mahalnya harga bahan tambangmineral terutama batubara,Dalam tahun terakhir masyarakat Cingagoler dibuat terperangah dengan mahalnya harga bahan tambangmineral terutama batubara
Dimana pengusaha lokal mampu menunjukkan kekayaan materi yang melimpah dengan tampilan fisik yang luar biasa.,Dimana pengusaha lokal mampu menunjukkan kekayaan materi yang melimpah dengan tampilan fisik yang luar biasa,Dimana pengusaha lokal mampu menunjukkan kekayaan materi yang melimpah dengan tampilan fisik yang luar biasa
"Lantas “bincang” keseharian masyarakat di warung kopi selalu tidak lepas dari obrolan tentang “kekayaan, materi”.",Lantas “ bincang ” keseharian masyarakat di warung kopi selalu tidak lepas dari obrolan tentang “ kekayaan materi ”,Lantas “ bincang ” keseharian masyarakat di warung kopi selalu tidak lepas dari obrolan tentang “ kekayaan materi ”
Mereka yang meraup untung materi dari kekayaan bahan mineral di tanah sekitar Cingagoler ternyata tidak berbanding lurus dengan konsep konservasi lingkungan.,Mereka yang meraup untung materi dari kekayaan bahan mineral di tanah sekitar Cingagoler ternyata tidak berbanding lurus dengan konsep konservasi lingkungan,Mereka yang meraup untung materi dari kekayaan bahan mineral di tanah sekitar Cingagoler ternyata tidak berbanding lurus dengan konsep konservasi lingkungan
"Yang terjadi malah sebaliknya, hutan dirusak, pepohonan kecil ditebang untuk menyangga lubang tempat menggali batubara agar tidak ambruk.",Yang terjadi malah sebaliknya hutan dirusak pepohonan kecil ditebang untuk menyangga lubang tempat menggali batubara agar tidak ambruk,Yang terjadi malah sebaliknya hutan dirusak pepohonan kecil ditebang untuk menyangga lubang tempat menggali batubara agar tidak ambruk
Inilah persoalan mendasar yang menjadikan kami membentuk komunitas yang bergerak di dalam bidang usaha kecil yang berbasis pelestarian lingkungan.,Inilah persoalan mendasar yang menjadikan kami membentuk komunitas yang bergerak di dalam bidang usaha kecil yang berbasis pelestarian lingkungan,Inilah persoalan mendasar yang menjadikan kami membentuk komunitas yang bergerak di dalam bidang usaha kecil yang berbasis pelestarian lingkungan
Komunitas ini adalah komunitas “macing” usaha yang digarap adalah “ternak nyiruan” dengan pelestarian lingkungan.,Komunitas ini adalah komunitas “ macing ” usaha yang digarap adalah “ ternak nyiruan ” dengan pelestarian lingkungan,Komunitas ini adalah komunitas “ macing ” usaha yang digarap adalah “ ternak nyiruan ” dengan pelestarian lingkungan
"Seperti dipaparkan di muka dalam sebuah wawancara dengan penggiat/petani lebah, keberadaan madu di kampung Cingagoler ternyata sudah berlangsung lama.",Seperti dipaparkan di muka dalam sebuah wawancara dengan penggiatpetani lebah keberadaan madu di kampung Cingagoler ternyata sudah berlangsung lama,Seperti dipaparkan di muka dalam sebuah wawancara dengan penggiatpetani lebah keberadaan madu di kampung Cingagoler ternyata sudah berlangsung lama
"Pada tahun 80-an lebah masih tersebar di bukit, hutan, [[pohon]] dan lainnya.",Pada tahun an lebah masih tersebar di bukit hutan pohon dan lainnya,Pada tahun an lebah masih tersebar di bukit hutan pohon dan lainnya
Sifatnya masih liar atau belum diupayakan diternak di sekitar rumah penduduk.,Sifatnya masih liar atau belum diupayakan diternak di sekitar rumah penduduk,Sifatnya masih liar atau belum diupayakan diternak di sekitar rumah penduduk
Namun pada tahun 1990-an penduduk Cingagoler mulai berinisiatif untuk merumahkan lebah.,Namun pada tahun an penduduk Cingagoler mulai berinisiatif untuk merumahkan lebah,Namun pada tahun an penduduk Cingagoler mulai berinisiatif untuk merumahkan lebah
Lebah yang dulu tersebar di hutan kini mulai dipancing/dirumahkan ke dalam tempat yang dinamakan “parungpung.” Ketika lebah di hutan/semak sudah masuk ke dalam “parungpung/[[stup]]” dengan menggunakan teknik dan cara tertentu akhirnya koloni/sarang/[[stup]] tersebut di bawa ke sekitar [[rumah]]-[[rumah]] penduduk.,Lebah yang dulu tersebar di hutan kini mulai dipancingdirumahkan ke dalam tempat yang dinamakan “ parungpung ” Ketika lebah di hutansemak sudah masuk ke dalam “ parungpungstup ” dengan menggunakan teknik dan cara tertentu akhirnya kolonisarangstup tersebut di bawa ke sekitar rumahrumah penduduk,Lebah yang dulu tersebar di hutan kini mulai dipancingdirumahkan ke dalam tempat yang dinamakan “ parungpung ” Ketika lebah di hutansemak sudah masuk ke dalam “ parungpungstup ” dengan menggunakan teknik dan cara tertentu akhirnya kolonisarangstup tersebut di bawa ke sekitar rumahrumah penduduk
Dari fenomena inilah kemudian kebiasaan ini dicontek oleh penduduk lain.,Dari fenomena inilah kemudian kebiasaan ini dicontek oleh penduduk lain,Dari fenomena inilah kemudian kebiasaan ini dicontek oleh penduduk lain
Sehingga sebagian penduduk menjadikan ini sebagai sebuah hobi seperti halnya mengurus ayam kampung di rumahnya.,Sehingga sebagian penduduk menjadikan ini sebagai sebuah hobi seperti halnya mengurus ayam kampung di rumahnya,Sehingga sebagian penduduk menjadikan ini sebagai sebuah hobi seperti halnya mengurus ayam kampung di rumahnya
Masyarakat Cingagoler melakukan budidaya ini untuk kepentingan sendiri.,Masyarakat Cingagoler melakukan budidaya ini untuk kepentingan sendiri,Masyarakat Cingagoler melakukan budidaya ini untuk kepentingan sendiri
"Ternak madu dilakukan untuk memenuhi kebutuhan “lauh nasi.” Apa sebab, karena dari “Nyiruan” inilah penduduk sekitar bisa mendapatkan anak lebah untuk kemudian dimakan dengan cara di “[[pais]]/pepes.” Penduduk biasanya memakan [[pais]] ini bersama nasi dalam hidangan makan berat.",Ternak madu dilakukan untuk memenuhi kebutuhan “ lauh nasi ” Apa sebab karena dari “ Nyiruan ” inilah penduduk sekitar bisa mendapatkan anak lebah untuk kemudian dimakan dengan cara di “ paispepes ” Penduduk biasanya memakan pais ini bersama nasi dalam hidangan makan berat,Ternak madu dilakukan untuk memenuhi kebutuhan “ lauh nasi ” Apa sebab karena dari “ Nyiruan ” inilah penduduk sekitar bisa mendapatkan anak lebah untuk kemudian dimakan dengan cara di “ paispepes ” Penduduk biasanya memakan pais ini bersama nasi dalam hidangan makan berat
“Ni’mat dan katanya penuh gizi” itulah yang menjadikan penduduk sampai sekarang menyenangi pepes lebah.,“ Ni ’ mat dan katanya penuh gizi ” itulah yang menjadikan penduduk sampai sekarang menyenangi pepes lebah,“ Ni ’ mat dan katanya penuh gizi ” itulah yang menjadikan penduduk sampai sekarang menyenangi pepes lebah
Jauh proses ini berjalan hingga pada tahun 2009.,Jauh proses ini berjalan hingga pada tahun,Jauh proses ini berjalan hingga pada tahun
