text,text_clean,text_ents
Leandra Rodrigues Leal Braz e Silva (boen 1982) em i wan akta blong Brazil.,Leandra Rodrigues Leal Braz e Silva boen em i wan akta blong Brazil,Leandra Rodrigues Leal Braz e Silva boen em i wan akta blong Brazil
Kurów i smol taon long saotis blong [[Polan]].,Kurów i smol taon long saotis blong Polan,Kurów i smol taon long saotis blong Polan
"Long yia 1939, ol plen blong [[Jemani]] bin bonem Kurów long [[Wol Wo Tu]].",Long yia ol plen blong Jemani bin bonem Kurów long Wol Wo Tu,Long yia ol plen blong Jemani bin bonem Kurów long Wol Wo Tu
Columbia hem i kapital blong [[Saut Carolina]].,Columbia hem i kapital blong Saut Carolina,Columbia hem i kapital blong Saut_Carolina
"Long July 2016, populaesen blong Columbia i stap araon 134,309.",Long July populaesen blong Columbia i stap araon,Long July populaesen blong Columbia i stap araon
Maria Gloria Macaraeg Macapagal Arroyo (boen 1947) i hed blong stet blong Philippines.,Maria Gloria Macaraeg Macapagal Arroyo boen i hed blong stet blong Philippines,Maria Gloria Macaraeg Macapagal Arroyo boen i hed blong stet blong Philippines
"William ""Bill"" Maher (boen 20 Januware 1956) em i akta blong [[Yunaeted Stet blong Amerika]].",William Bill Maher boen Januware em i akta blong Yunaeted Stet blong Amerika,William Bill Maher boen Januware em i akta blong Yunaeted_Stet_blong_Amerika
Daniel Dwight Tosh (boen 29 Mei 1975) em i akta blong [[Yunaeted Stet blong Amerika]].,Daniel Dwight Tosh boen Mei em i akta blong Yunaeted Stet blong Amerika,Daniel Dwight Tosh boen Mei em i akta blong Yunaeted_Stet_blong_Amerika
Nevada i wan state blog Yunaeted Stet.,Nevada i wan state blog Yunaeted Stet,Nevada i wan state blog Yunaeted Stet
Kapital blong hem i Carson City.,Kapital blong hem i Carson City,Kapital blong hem i Carson City
"Long July 2010, populaesen blong [[Nevada]] i stap araon 2,700,551.",Long July populaesen blong Nevada i stap araon,Long July populaesen blong Nevada i stap araon
Hamlet i buk blong Shakespeare baot prins long Denmark.,Hamlet i buk blong Shakespeare baot prins long Denmark,Hamlet i buk blong Shakespeare baot prins long Denmark
Vladimir Romanovich Alekno (boen 4 Desemba 1966) em i volibol pleya blong Rusia.,Vladimir Romanovich Alekno boen Desemba em i volibol pleya blong Rusia,Vladimir Romanovich Alekno boen Desemba em i volibol pleya blong Rusia
"Jane Elizabeth Manning (samples long 1822–1908) i bin wan long ol [[faef]] pikinini we oli bon insaed long famli blong wan fri [[Afrika-]] [[Amerika]] kapol long Konektikat, long wan taem we plante long ol blak pipol insaed long [[Yunaeted Stet]], oli bin stap olsem ol slef.1 Olsem wan yang adalt, hem i bin joenem [[Niu]] Kanan Kongregesen Jos long 1841, be 18 manis afta, long Winta blong yia 1842–43, wetem samfala memba blong famli blong hem, mo hem, oli bin baptaes insaed long Jos Ia blong [[Jisas Kraes]] blong Ol Lata-dei Sent.",Jane Elizabeth Manning samples long i bin wan long ol faef pikinini we oli bon insaed long famli blong wan fri Afrika Amerika kapol long Konektikat long wan taem we plante long ol blak pipol insaed long Yunaeted Stet oli bin stap olsem ol slef Olsem wan yang adalt hem i bin joenem Niu Kanan Kongregesen Jos long be manis afta long Winta blong yia wetem samfala memba blong famli blong hem mo hem oli bin baptaes insaed long Jos Ia blong Jisas Kraes blong Ol Latadei Sent,Jane Elizabeth Manning samples long i bin wan long ol faef pikinini we oli bon insaed long famli blong wan fri Afrika Amerika kapol long Konektikat long wan taem we plante long ol blak pipol insaed long Yunaeted Stet oli bin stap olsem ol slef Olsem wan yang adalt hem i bin joenem Niu Kanan Kongregesen Jos long be manis afta long Winta blong yia wetem samfala memba blong famli blong hem mo hem oli bin baptaes insaed long Jos Ia blong Jisas Kraes blong Ol Latadei Sent
"I no longtaem afta, Jane wetem ol narawan insaed long famli blong hem, oli bin wantem joenem Ol Sent long Nauvu, mekem se oli aot long Konektikat, mo travel i go long [[Niu]] Yok, mo oli bin plan blong travel long ol stim bot mo ol kanal bot.",I no longtaem afta Jane wetem ol narawan insaed long famli blong hem oli bin wantem joenem Ol Sent long Nauvu mekem se oli aot long Konektikat mo travel i go long Niu Yok mo oli bin plan blong travel long ol stim bot mo ol kanal bot,I no longtaem afta Jane wetem ol narawan insaed long famli blong hem oli bin wantem joenem Ol Sent long Nauvu mekem se oli aot long Konektikat mo travel i go long Niu Yok mo oli bin plan blong travel long ol stim bot mo ol kanal bot
"Be, [[oli]] no bin letem olgeta long sip from se [[oli]] bin blak, mekem se [[oli]] mas wokbaot long kolosap 1288 kilometa ia we i stap.",Be oli no bin letem olgeta long sip from se oli bin blak mekem se oli mas wokbaot long kolosap kilometa ia we i stap,Be oli no bin letem olgeta long sip from se oli bin blak mekem se oli mas wokbaot long kolosap kilometa ia we i stap
"Long Peoria, Ilinoa, ol lokol atoriti [[oli]] bin askem kwestin long Famli Mannings, se [[oli]] ol slef we [[oli]] ronwe o no, mo [[oli]] bin askem ol pepawok blong olgeta blong pruvum se [[oli]] fri. Fasin blong agensem man from kala blong skin, i bin wan samting we bae i kam blokem Jane long ful laef blong hem.",Long Peoria Ilinoa ol lokol atoriti oli bin askem kwestin long Famli Mannings se oli ol slef we oli ronwe o no mo oli bin askem ol pepawok blong olgeta blong pruvum se oli fri Fasin blong agensem man from kala blong skin i bin wan samting we bae i kam blokem Jane long ful laef blong hem,Long Peoria Ilinoa ol lokol atoriti oli bin askem kwestin long Famli Mannings se oli ol slef we oli ronwe o no mo oli bin askem ol pepawok blong olgeta blong pruvum se oli fri Fasin blong agensem man from kala blong skin i bin wan samting we bae i kam blokem Jane long ful laef blong hem
"Taem hem i bin kasem Nauvu, kwiktaem Jane i kam fren wetem Josef mo Ema Smit.",Taem hem i bin kasem Nauvu kwiktaem Jane i kam fren wetem Josef mo Ema Smit,Taem hem i bin kasem Nauvu kwiktaem Jane i kam fren wetem Josef mo Ema Smit
Hem i bin laef wetem tufala mo i bin wok insaed long haos blong tufala.,Hem i bin laef wetem tufala mo i bin wok insaed long haos blong tufala,Hem i bin laef wetem tufala mo i bin wok insaed long haos blong tufala
"Long wan taem, Ema i bin invaetem Jane blong i akseptem se bae oli adoptem hem olsem wan pikinini, i kam insaed long Smit famli, mo hemia tru long wan prishud siling.2 Jane i no bin akseptem, hemia from hem i no bin andastanem niufala praktis ia, be hem i bin biliv strong long rol blong Josef olsem wan profet.",Long wan taem Ema i bin invaetem Jane blong i akseptem se bae oli adoptem hem olsem wan pikinini i kam insaed long Smit famli mo hemia tru long wan prishud siling Jane i no bin akseptem hemia from hem i no bin andastanem niufala praktis ia be hem i bin biliv strong long rol blong Josef olsem wan profet,Long wan taem Ema i bin invaetem Jane blong i akseptem se bae oli adoptem hem olsem wan pikinini i kam insaed long Smit famli mo hemia tru long wan prishud siling Jane i no bin akseptem hemia from hem i no bin andastanem niufala praktis ia be hem i bin biliv strong long rol blong Josef olsem wan profet
"Samtaem afta, hem i bin talem: “[[Mi]] bin [[save]] Profet Josef.",Samtaem afta hem i bin talem “ Mi bin save Profet Josef,Samtaem afta hem i bin talem “ Mi bin save Profet Josef
Hem i wan man we i stret mo i [[gud]] tumas; i no gat wan narawan we mi bin luk we i olsem long [[wol]] ia.,Hem i wan man we i stret mo i gud tumas i no gat wan narawan we mi bin luk we i olsem long wol ia,Hem i wan man we i stret mo i gud tumas i no gat wan narawan we mi bin luk we i olsem long wol ia
"… [[Mi]] save stret se hem i bin wan profet, from se mi save hemia.”3 Tru long ol storian wetem Josef mo wetem mama blong hem, Lusi Mak Smit, Jane i bin lanem moa abaot Buk blong Momon mo translesen wok blong hem, mo i kam blong andastanem mo respektem ol odinens blong tempol.",… Mi save stret se hem i bin wan profet from se mi save hemia ” Tru long ol storian wetem Josef mo wetem mama blong hem Lusi Mak Smit Jane i bin lanem moa abaot Buk blong Momon mo translesen wok blong hem mo i kam blong andastanem mo respektem ol odinens blong tempol,… Mi save stret se hem i bin wan profet from se mi save hemia ” Tru long ol storian wetem Josef mo wetem mama blong hem Lusi Mak Smit Jane i bin lanem moa abaot Buk blong Momon mo translesen wok blong hem mo i kam blong andastanem mo respektem ol odinens blong tempol
"Jane i bin maredem Isaac James, wan blak konvet we i gat fri laef, mo hem i blong [[Niu]] Jesi.",Jane i bin maredem Isaac James wan blak konvet we i gat fri laef mo hem i blong Niu Jesi,Jane i bin maredem Isaac James wan blak konvet we i gat fri laef mo hem i blong Niu Jesi
"Tufala, wetem boe blong Jane, Sylvester, oli bin aot long Nauvu long 1846 oli go long Wes wetem Ol Sent.",Tufala wetem boe blong Jane Sylvester oli bin aot long Nauvu long oli go long Wes wetem Ol Sent,Tufala wetem boe blong Jane Sylvester oli bin aot long Nauvu long oli go long Wes wetem Ol Sent
"Long manis Jun long yia ia, boe blong Jane mo Isaac, Silas, i bon i [[kam]] long [[wol]] ia.",Long manis Jun long yia ia boe blong Jane mo Isaac Silas i bon i kam long wol ia,Long manis Jun long yia ia boe blong Jane mo Isaac Silas i bon i kam long wol ia
"Long nekis yia blong hem, famli ia i bin krosem ol flat ples, mo oli kasem [[Sol]] Lek Vale long samples Septemba blong yia 1847.",Long nekis yia blong hem famli ia i bin krosem ol flat ples mo oli kasem Sol Lek Vale long samples Septemba blong yia,Long nekis yia blong hem famli ia i bin krosem ol flat ples mo oli kasem Sol Lek Vale long samples Septemba blong yia
"Isaac mo Jane, tufala i gat sikis moa pikinini, mo tu (2) long olgeta nomo i bin laef i longwan i bitim Jane.",Isaac mo Jane tufala i gat sikis moa pikinini mo tu long olgeta nomo i bin laef i longwan i bitim Jane,Isaac mo Jane tufala i gat sikis moa pikinini mo tu long olgeta nomo i bin laef i longwan i bitim Jane
"Semmak olsem ol narawan we oli bin [[kam]] stap long [[Sol]] Lek [[Vale]], Jane mo Isaac i bin wok had blong lukluk long famli blong tufala.",Semmak olsem ol narawan we oli bin kam stap long Sol Lek Vale Jane mo Isaac i bin wok had blong lukluk long famli blong tufala,Semmak olsem ol narawan we oli bin kam stap long Sol Lek Vale Jane mo Isaac i bin wok had blong lukluk long famli blong tufala
"Isaac i bin wok olsem wan wokman, mo wanwan taem, i draevem hankat blong Brigham Yang, mo Jane i bin stap wivim ol klos, i mekem ol klos, mo i wasem klos, olsem we hem i bin mekem long Nauvu.",Isaac i bin wok olsem wan wokman mo wanwan taem i draevem hankat blong Brigham Yang mo Jane i bin stap wivim ol klos i mekem ol klos mo i wasem klos olsem we hem i bin mekem long Nauvu,Isaac i bin wok olsem wan wokman mo wanwan taem i draevem hankat blong Brigham Yang mo Jane i bin stap wivim ol klos i mekem ol klos mo i wasem klos olsem we hem i bin mekem long Nauvu
Raorao blong tufala i bin mekem se Isaac mo Jane i divos long 1870.,Raorao blong tufala i bin mekem se Isaac mo Jane i divos long,Raorao blong tufala i bin mekem se Isaac mo Jane i divos long
"Afta long hemia, Jane i bin mared sot taem wetem wan foma slef, Frank Perkins, be i no longtaem afta, i gohed blong stap olsem wan singgel mama mo bubuwoman.",Afta long hemia Jane i bin mared sot taem wetem wan foma slef Frank Perkins be i no longtaem afta i gohed blong stap olsem wan singgel mama mo bubuwoman,Afta long hemia Jane i bin mared sot taem wetem wan foma slef Frank Perkins be i no longtaem afta i gohed blong stap olsem wan singgel mama mo bubuwoman
Nid long saed blong mane mo ded blong ol trifala pikinini blong hem i mekem se Jane i gobak wok.,Nid long saed blong mane mo ded blong ol trifala pikinini blong hem i mekem se Jane i gobak wok,Nid long saed blong mane mo ded blong ol trifala pikinini blong hem i mekem se Jane i gobak wok
"Hem i bin mekem mo salem sop, mo tufala nara boe blong hem oli wok olsem ol wokman.",Hem i bin mekem mo salem sop mo tufala nara boe blong hem oli wok olsem ol wokman,Hem i bin mekem mo salem sop mo tufala nara boe blong hem oli wok olsem ol wokman
"Long 1890, afta we hem i bin stap longwe blong 20 yia, Isaac i kambak long [[Sol Lek Siti]], i kambak long Jos, mo i gat wan gudfala rilesensip wetem Jane.",Long afta we hem i bin stap longwe blong yia Isaac i kambak long Sol Lek Siti i kambak long Jos mo i gat wan gudfala rilesensip wetem Jane,Long afta we hem i bin stap longwe blong yia Isaac i kambak long Sol_Lek_Siti i kambak long Jos mo i gat wan gudfala rilesensip wetem Jane
"Taem hem i ded wan yia afta, oli bin holem fenerol seves blong Isaac long hom blong Jane.",Taem hem i ded wan yia afta oli bin holem fenerol seves blong Isaac long hom blong Jane,Taem hem i ded wan yia afta oli bin holem fenerol seves blong Isaac long hom blong Jane
"Truaot long ol hadtaem blong laef blong hem, Jane i gohed blong komitim hem long fet blong hem long ol tijing blong gospel, mo i tekem se membasip blong hem insaed long Jos, i impoten tumas.",Truaot long ol hadtaem blong laef blong hem Jane i gohed blong komitim hem long fet blong hem long ol tijing blong gospel mo i tekem se membasip blong hem insaed long Jos i impoten tumas,Truaot long ol hadtaem blong laef blong hem Jane i gohed blong komitim hem long fet blong hem long ol tijing blong gospel mo i tekem se membasip blong hem insaed long Jos i impoten tumas
"Hem i mekem ol donesen i go long wok blong bildim tempol, mo i bin tekpat long Rilif Sosaeti mo Young Ladies’ Retrenchment Sosaeti (Sosaeti blong Ol Woman we Oli Sapotem Wok blong Laef Simpol).4 Jane i bin gat janis blong gat fulap eksperiens wetem ol presen blong Spirit, mo hem i bin gat ol visen, ol drim, ol hiling tru long fet, mo i toktok ol lanwis.",Hem i mekem ol donesen i go long wok blong bildim tempol mo i bin tekpat long Rilif Sosaeti mo Young Ladies ’ Retrenchment Sosaeti Sosaeti blong Ol Woman we Oli Sapotem Wok blong Laef Simpol Jane i bin gat janis blong gat fulap eksperiens wetem ol presen blong Spirit mo hem i bin gat ol visen ol drim ol hiling tru long fet mo i toktok ol lanwis,Hem i mekem ol donesen i go long wok blong bildim tempol mo i bin tekpat long Rilif Sosaeti mo Young Ladies ’ Retrenchment Sosaeti Sosaeti blong Ol Woman we Oli Sapotem Wok blong Laef Simpol Jane i bin gat janis blong gat fulap eksperiens wetem ol presen blong Spirit mo hem i bin gat ol visen ol drim ol hiling tru long fet mo i toktok ol lanwis
"Samtaem afta long laef blong hem, hem i bin raetem: “Fet blong mi long Gospel blong [[Jisas Kraes]], i strong nomo i stap tedei.",Samtaem afta long laef blong hem hem i bin raetem “ Fet blong mi long Gospel blong Jisas Kraes i strong nomo i stap tedei,Samtaem afta long laef blong hem hem i bin raetem “ Fet blong mi long Gospel blong Jisas_Kraes i strong nomo i stap tedei
No.,No,No
"Sapos i posibol, ating i moa strong bitim dei ia we mi bin baptaes.”5 Bitwin 1884 mo 1904, Jane i bin stap toktok o raet oltaem i go long ol lida blong Jos—Jon Teila, Wilfod Wudrof, [[Sina]] [[D. H.]] Yang, mo Josef [[F. Smit]]— mo i bin askem raet blong hem i kasem tempol endaomen blong hem, mo blong hem i save sil.6 Long tetaem ia, ol blak man mo woman we oli ol Lata-dei Sent, oli no bin gat raet blong tekpat long plante long ol odinens blong tempol.",Sapos i posibol ating i moa strong bitim dei ia we mi bin baptaes ” Bitwin mo Jane i bin stap toktok o raet oltaem i go long ol lida blong Jos—Jon Teila Wilfod Wudrof Sina D H Yang mo Josef F Smit— mo i bin askem raet blong hem i kasem tempol endaomen blong hem mo blong hem i save sil Long tetaem ia ol blak man mo woman we oli ol Latadei Sent oli no bin gat raet blong tekpat long plante long ol odinens blong tempol,Sapos i posibol ating i moa strong bitim dei ia we mi bin baptaes ” Bitwin mo Jane i bin stap toktok o raet oltaem i go long ol lida blong Jos—Jon Teila Wilfod Wudrof Sina D H Yang mo Josef F Smit— mo i bin askem raet blong hem i kasem tempol endaomen blong hem mo blong hem i save sil Long tetaem ia ol blak man mo woman we oli ol Latadei Sent oli no bin gat raet blong tekpat long plante long ol odinens blong tempol
"Long 1888, stek presiden [[Angus M. Cannon]] i bin givim raet long Jane blong hem i mekem ol baptaes blong ol famli blong hem we oli bin ded finis.7 Long en, ol lida blong Jos oli bin letem hem blong hem i sil, tru long proksi wok, blong hem i joenem famli blong [[Josef Smit]], taem we hem i bin wan wokman blong olgeta long 1894, we i wan samting we i bin hapen wan taem ia nomo.",Long stek presiden Angus M Cannon i bin givim raet long Jane blong hem i mekem ol baptaes blong ol famli blong hem we oli bin ded finis Long en ol lida blong Jos oli bin letem hem blong hem i sil tru long proksi wok blong hem i joenem famli blong Josef Smit taem we hem i bin wan wokman blong olgeta long we i wan samting we i bin hapen wan taem ia nomo,Long stek presiden Angus_M_Cannon i bin givim raet long Jane blong hem i mekem ol baptaes blong ol famli blong hem we oli bin ded finis Long en ol lida blong Jos oli bin letem hem blong hem i sil tru long proksi wok blong hem i joenem famli blong Josef Smit taem we hem i bin wan wokman blong olgeta long we i wan samting we i bin hapen wan taem ia nomo
"I nomata se hem i no bin kasem tempol endaomen o famli siling long taem we hem i bin laef, ol odinens ia, oli bin mekem long bihaf blong hem long 1979.8 Hem i bin ded long 16 Epril 1908, taem hem i bin gat 95 yia, mo i bin oltaem wan fetful Lata-dei Sent.",I nomata se hem i no bin kasem tempol endaomen o famli siling long taem we hem i bin laef ol odinens ia oli bin mekem long bihaf blong hem long Hem i bin ded long Epril taem hem i bin gat yia mo i bin oltaem wan fetful Latadei Sent,I nomata se hem i no bin kasem tempol endaomen o famli siling long taem we hem i bin laef ol odinens ia oli bin mekem long bihaf blong hem long Hem i bin ded long Epril taem hem i bin gat yia mo i bin oltaem wan fetful Latadei Sent
"[[Deseret News]] i givim ripot se: “I gat samfala pipol we [[oli]] bin luksave olgeta se [[oli]] gat moa fet mo [[oli]] moa fetful bitim Jane Manning James; mo nomata se hem i wan simpol woman, namba blong ol fren mo ol pipol we hem i save olgeta, i bitim ol handred.”",Deseret News i givim ripot se “ I gat samfala pipol we oli bin luksave olgeta se oli gat moa fet mo oli moa fetful bitim Jane Manning James mo nomata se hem i wan simpol woman namba blong ol fren mo ol pipol we hem i save olgeta i bitim ol handred ”,Deseret_News i givim ripot se “ I gat samfala pipol we oli bin luksave olgeta se oli gat moa fet mo oli moa fetful bitim Jane Manning James mo nomata se hem i wan simpol woman namba blong ol fren mo ol pipol we hem i save olgeta i bitim ol handred ”
"Mérida i kapital blong Extremadura, Spain.",Mérida i kapital blong Extremadura Spain,Mérida i kapital blong Extremadura Spain
Bismarck hem i kapital blong [[Not Dakota]].,Bismarck hem i kapital blong Not Dakota,Bismarck hem i kapital blong Not_Dakota
"Long July 2016, populaesen blong Bismark i stap araon 72,417.",Long July populaesen blong Bismark i stap araon,Long July populaesen blong Bismark i stap araon
Grace Patricia Kelly (12 Novemba 1929 – 14 Septemba 1982) i akta blong [[Yunaeted Stet blong Amerika]].,Grace Patricia Kelly Novemba Septemba i akta blong Yunaeted Stet blong Amerika,Grace Patricia Kelly Novemba Septemba i akta blong Yunaeted_Stet_blong_Amerika
Namba em i bin wan buk blong [[Baebol]].,Namba em i bin wan buk blong Baebol,Namba em i bin wan buk blong Baebol
"Em i bin wan pat blong ""Pentateuch"", nem blong fas faef buk blong Baebol.",Em i bin wan pat blong Pentateuch nem blong fas faef buk blong Baebol,Em i bin wan pat blong Pentateuch nem blong fas faef buk blong Baebol
"Hem i talem stori blong [[Israel]], ol pipol blong God, taem God i sevem olgeta from [[Ijip]] mo i sta tekem olgeta i go long gudfala ples, be olgeta i no stap trastem hem mo oli stap long taem long deset fromwe oli no trastem God.",Hem i talem stori blong Israel ol pipol blong God taem God i sevem olgeta from Ijip mo i sta tekem olgeta i go long gudfala ples be olgeta i no stap trastem hem mo oli stap long taem long deset fromwe oli no trastem God,Hem i talem stori blong Israel ol pipol blong God taem God i sevem olgeta from Ijip mo i sta tekem olgeta i go long gudfala ples be olgeta i no stap trastem hem mo oli stap long taem long deset fromwe oli no trastem God
Alconaba i stap smol taon blong provins Soria ia i Spain.,Alconaba i stap smol taon blong provins Soria ia i Spain,Alconaba i stap smol taon blong provins Soria ia i Spain
Thawan Thamrongnawasawat (1901 - 1988) i praem minista blong Thailand.,Thawan Thamrongnawasawat i praem minista blong Thailand,Thawan Thamrongnawasawat i praem minista blong Thailand
Humphrey DeForest Bogart (25 Desemba 1899 – 14 Januware 1957) em i akta blong [[Yunaeted Stet blong Amerika]].,Humphrey DeForest Bogart Desemba Januware em i akta blong Yunaeted Stet blong Amerika,Humphrey DeForest Bogart Desemba Januware em i akta blong Yunaeted_Stet_blong_Amerika
John Major (boen 1943) i praem minista blong Unaeted Kingdom.,John Major boen i praem minista blong Unaeted Kingdom,John Major boen i praem minista blong Unaeted Kingdom
Ollanta Moisés Humala Tasso (boen 1962) i hed blong stet blong [[Peru]].,Ollanta Moisés Humala Tasso boen i hed blong stet blong Peru,Ollanta Moisés Humala Tasso boen i hed blong stet blong Peru
Guyana i kaontri long [[Saot Amerika]] we olgeta save tok tok long English.,Guyana i kaontri long Saot Amerika we olgeta save tok tok long English,Guyana i kaontri long Saot_Amerika we olgeta save tok tok long English
Kapital blong hem i Georgetown.,Kapital blong hem i Georgetown,Kapital blong hem i Georgetown
Ripablik blong Kongo i kaontri long [[Afrika]].,Ripablik blong Kongo i kaontri long Afrika,Ripablik blong Kongo i kaontri long Afrika
Momoko Yokomachi (boen 15 Jun 1989) em i akta blong [[Japan]].,Momoko Yokomachi boen Jun em i akta blong Japan,Momoko Yokomachi boen Jun em i akta blong Japan
Eritrea i kaontri long [[Afrika]].,Eritrea i kaontri long Afrika,Eritrea i kaontri long Afrika
Trenton hem i kapital blong [[Niu Yersey]].,Trenton hem i kapital blong Niu Yersey,Trenton hem i kapital blong Niu_Yersey
"Long July 2010, populaesen blong Trenton i stap araon 84,913.",Long July populaesen blong Trenton i stap araon,Long July populaesen blong Trenton i stap araon
"Ayumi Ishida (bon long yia 1997), em i woman blong singsing blong [[Japan]].",Ayumi Ishida bon long yia em i woman blong singsing blong Japan,Ayumi Ishida bon long yia em i woman blong singsing blong Japan
Hitoshi Ashida (15 Novemba 1887 – 20 Jun 1959) i praem minista blong [[Japan]].,Hitoshi Ashida Novemba Jun i praem minista blong Japan,Hitoshi Ashida Novemba Jun i praem minista blong Japan
Naruhito (bon 23 Februari 1960) i hed blong stet blong [[Japan]].,Naruhito bon Februari i hed blong stet blong Japan,Naruhito bon Februari i hed blong stet blong Japan
Nahathai Thewphaingarm (boen 1970) i woman blong politik blong [[Taelan]].,Nahathai Thewphaingarm boen i woman blong politik blong Taelan,Nahathai Thewphaingarm boen i woman blong politik blong Taelan
"William Vennard (bon long 31 Januwari 1909 long Norman long [[Illinois]] mo bin ded 10 Januwari 1971 long [[Los Angeles]]), em i bin man blong singsing mo man blong miusikoloji blong [[Yunaeted Stet blong Amerika]].",William Vennard bon long Januwari long Norman long Illinois mo bin ded Januwari long Los Angeles em i bin man blong singsing mo man blong miusikoloji blong Yunaeted Stet blong Amerika,William Vennard bon long Januwari long Norman long Illinois mo bin ded Januwari long Los Angeles em i bin man blong singsing mo man blong miusikoloji blong Yunaeted Stet blong Amerika
Yuta i wan state blog Yunaeted Stet.,Yuta i wan state blog Yunaeted Stet,Yuta i wan state blog Yunaeted Stet
John Sidney McCain III (boen 29 Ogis 1936) i politikis blong [[Yunaeted Stet blong Amerika]].,John Sidney McCain III boen Ogis i politikis blong Yunaeted Stet blong Amerika,John Sidney McCain III boen Ogis i politikis blong Yunaeted_Stet_blong_Amerika
Nawimba hem i wan pijin we i kalaful wetem naisfala color blo hem .Hem i kat color gren [[red]] mo color braon.,Nawimba hem i wan pijin we i kalaful wetem naisfala color blo hem Hem i kat color gren red mo color braon,Nawimba hem i wan pijin we i kalaful wetem naisfala color blo hem Hem i kat color gren red mo color braon
Nawimba hem i wan animol we i live olbaot lo bus.,Nawimba hem i wan animol we i live olbaot lo bus,Nawimba hem i wan animol we i live olbaot lo bus
Aldealafuente i stap smol taon blong Spain.,Aldealafuente i stap smol taon blong Spain,Aldealafuente i stap smol taon blong Spain
"Poulet fis him i wan fis we fhulap man oli laikem blong kaka, from him i wan gudfla mint blong helpm bodi blong umi long vanuatu.",Poulet fis him i wan fis we fhulap man oli laikem blong kaka from him i wan gudfla mint blong helpm bodi blong umi long vanuatu,Poulet fis him i wan fis we fhulap man oli laikem blong kaka from him i wan gudfla mint blong helpm bodi blong umi long vanuatu
Pigazzano i vilej long notwes blong [[Itali]].,Pigazzano i vilej long notwes blong Itali,Pigazzano i vilej long notwes blong Itali
Ni-Vanuatu i pipol blong [[Vanuatu]].,NiVanuatu i pipol blong Vanuatu,NiVanuatu i pipol blong Vanuatu
Maldiv i kaontri long [[Esia]].,Maldiv i kaontri long Esia,Maldiv i kaontri long Esia
Yasur hemi wan [[volkeno]] long [[Vanuatu]] we i stap long aelan blong Tanna.,Yasur hemi wan volkeno long Vanuatu we i stap long aelan blong Tanna,Yasur hemi wan volkeno long Vanuatu we i stap long aelan blong Tanna
Valentin Louis Georges Eugène Marcel Proust (10 Julae 1871 – 18 Novemba 1922) em i bin wan man blong litorasa blong [[Franis]].,Valentin Louis Georges Eugène Marcel Proust Julae Novemba em i bin wan man blong litorasa blong Franis,Valentin Louis Georges Eugène Marcel Proust Julae Novemba em i bin wan man blong litorasa blong Franis
"Nem blong wan impoten buk blong em ""À la recherche du temps perdu"".",Nem blong wan impoten buk blong em À la recherche du temps perdu,Nem blong wan impoten buk blong em À la recherche du temps perdu
Salem hem i kapital blong [[Oregon]].,Salem hem i kapital blong Oregon,Salem hem i kapital blong Oregon
"Long July 2010, populaesen blong Salem i stap araon 154,637.",Long July populaesen blong Salem i stap araon,Long July populaesen blong Salem i stap araon
Gerald Rudolph Ford Jr. (1913 - 2006) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Gerald Rudolph Ford Jr i hed blong stet blong Yunaeted Stet blong Amerika,Gerald Rudolph Ford Jr i hed blong stet blong Yunaeted_Stet_blong_Amerika
Montana i wan state blog Yunaeted Stet.,Montana i wan state blog Yunaeted Stet,Montana i wan state blog Yunaeted Stet
Kapital blong hem i Helena.,Kapital blong hem i Helena,Kapital blong hem i Helena
"Long July 2010, populaesen blong [[Montana]] i stap araon 989,415.",Long July populaesen blong Montana i stap araon,Long July populaesen blong Montana i stap araon
"William Jack ""Will"" Poulter (boen 1993) em i akta blong Unaeted Kingdom.",William Jack Will Poulter boen em i akta blong Unaeted Kingdom,William Jack Will Poulter boen em i akta blong Unaeted Kingdom
Sahara hem i draeples long [[Afrika]].,Sahara hem i draeples long Afrika,Sahara hem i draeples long Afrika
Madrid i kapital blong [[Spen]].,Madrid i kapital blong Spen,Madrid i kapital blong Spen
Weliko Tarnovo hem i kapital blong [[Bulgaria]].,Weliko Tarnovo hem i kapital blong Bulgaria,Weliko Tarnovo hem i kapital blong Bulgaria
Thanasak Patimaprakorn (boen 1954) i politikis blong Thailand.,Thanasak Patimaprakorn boen i politikis blong Thailand,Thanasak Patimaprakorn boen i politikis blong Thailand
Ernst Ingmar Bergman (14 Julae 1918 – 30 Julae 2007) em i muvi daerekta blong Sweden.,Ernst Ingmar Bergman Julae Julae em i muvi daerekta blong Sweden,Ernst Ingmar Bergman Julae Julae em i muvi daerekta blong Sweden
Chatichai Choonhavan (1920 - 1998) i praem minista blong Thailand.,Chatichai Choonhavan i praem minista blong Thailand,Chatichai Choonhavan i praem minista blong Thailand
Iichirō Hatoyama (1918 - 1993) i politikis blong [[Japan]].,Iichirō Hatoyama i politikis blong Japan,Iichirō Hatoyama i politikis blong Japan
"Kwerrya i kastom gift we oli fasem ol difren kala blong feda blong faol long wan longfala wud, kolosap.",Kwerrya i kastom gift we oli fasem ol difren kala blong feda blong faol long wan longfala wud kolosap,Kwerrya i kastom gift we oli fasem ol difren kala blong feda blong faol long wan longfala wud kolosap
Kaontri i minim wan hap long [[wol]] we i gat nesenel gavman.,Kaontri i minim wan hap long wol we i gat nesenel gavman,Kaontri i minim wan hap long wol we i gat nesenel gavman
