text,text_preprocessed,LEN,label
Kalkot Mataskelekele (1949) i foma Hed blong Stet blong [[Vanuatu]].,Kalkot Mataskelekele i foma Hed blong Stet blong Vanuatu,9,12
Hemi nao Ombudsman long [[Vanuatu]].,Hemi nao Ombudsman long Vanuatu,5,16
Momoko Kurasawa (boen 1985) em i woman blong singsing blong [[Japan]].,Momoko Kurasawa em i woman blong singsing blong Japan,9,3
Rio Kitagawa (boen 2004) em i woman blong singsing blong [[Japan]].,Rio Kitagawa em i woman blong singsing blong Japan,9,3
"Filosofi (Toktok Gris: φιλοσοφία, ""philosophia"", ""love blong wisdom"") em i stadi we pipol traem anserem ol kwestin blong laef, eksistenis, nolej, rison, maen, mo [[langwis]].",Filosofi em i stadi we pipol traem anserem ol kwestin blong laef eksistenis nolej rison maen mo langwis,18,35
"Pipol se [[Pythagoras]] (klosap 570 – klosap 495 BC) emi bin yusum fastaem bignem ia ""Filosofi"".",Pipol se Pythagoras emi bin yusum fastaem bignem ia Filosofi,10,0
Honolulu hem i kapital blong [[Hawaii]].,Honolulu hem i kapital blong Hawaii,6,29
Whitney Elizabeth Houston (9 Ogis 1963 – 11 Februari 2012) em i woman blong singsing blong [[Yunaeted Stet blong Amerika]].,Whitney Elizabeth Houston em i woman blong singsing blong Yunaeted_Stet_blong_Amerika,10,26
Biên Hòa i stap bigtaon blong [[Vietnam]].,Biên Hòa i stap bigtaon blong Vietnam,7,47
John Calvin Coolidge Jr. (1872 - 1933) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,John Calvin Coolidge Jr i hed blong stet blong Yunaeted_Stet_blong_Amerika,10,46
George Herbert Walker Bush (boen 1924) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,George Herbert Walker Bush i hed blong stet blong Yunaeted_Stet_blong_Amerika,10,46
Seth Wilbur Moulton (boen 24 Oktoba 1978) i politikis blong [[Yunaeted Stet blong Amerika]].,Seth Wilbur Moulton i politikis blong Yunaeted_Stet_blong_Amerika,7,27
Tsutomu Hata (boen 24 Ogis 1935-2017) i praem minista blong [[Japan]].,Tsutomu Hata i praem minista blong Japan,7,42
"Araki (lokol nem ""Raki"") hem wan lanwis blong [[Vanuatu]].",Araki hem wan lanwis blong Vanuatu,6,16
yams hemi wan kan kaekae [[wei]] sweet mo hemiwan kaekae to olman oli usem to lo kastom ceremoni mo maret ceremoni.,yams hemi wan kan kaekae wei sweet mo hemiwan kaekae to olman oli usem to lo kastom ceremoni mo maret ceremoni,21,0
Shefa i provens blong [[Vanuatu]].,Shefa i provens blong Vanuatu,5,5
Kapital blong Shefa i [[Port Vila]].,Kapital blong Shefa i Port_Vila,5,4
Nem blong Shefa kam long tu nem blong aelan: Shepherd mo [[Efate]].,Nem blong Shefa kam long tu nem blong aelan Shepherd mo Efate,12,24
"Populaesen blong provens ia i stap araon 78,723. ilan blong [[Shefa]].",Populaesen blong provens ia i stap araon ilan blong Shefa,10,28
"[[tongoa]], [[efate]], tongarik, buniga, emae",tongoa efate tongarik buniga emae,5,40
Breinigerberg i stap smol taon blong [[Jemani]] blong west.,Breinigerberg i stap smol taon blong Jemani blong west,9,47
John Adams (1735 - 1826) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,John Adams i hed blong stet blong Yunaeted_Stet_blong_Amerika,8,46
Toktok Rusia i wan toktok mo lanwis ofisial long Rusia mo [[Belarus]].,Toktok Rusia i wan toktok mo lanwis ofisial long Rusia mo Belarus,12,40
Kiyoshi Kurosawa (boen 19 Julae 1955) em i muvi daerekta blong [[Japan]].,Kiyoshi Kurosawa em i muvi daerekta blong Japan,8,17
"Robert ""Bob"" Dylan (bon Robert Allen Zimmerman long 24 Mei 1941), em i man blong singsing blong [[Yunaeted Stet blong Amerika]].",Robert Bob Dylan em i man blong singsing blong Yunaeted_Stet_blong_Amerika,10,26
"Japan (Japanis: ""日本"") i kaontri long [[Esia]].",Japan i kaontri long Esia,5,10
Monarch: [[Naruhito]]<br/> Praem Minista: [[Shinzō Abe]],Monarch Naruhitobr Praem Minista Shinzō Abe,6,25
Hemi stap olbaot long [[Vanuatu]] tu.,Hemi stap olbaot long Vanuatu tu,6,47
"Bislama i kolem “[[navara]]”, igat spesel nem bl'm long ol lanwis Vanuatu.",Bislama i kolem “ navara ” igat spesel nem blm long ol lanwis Vanuatu,14,0
"[[Man]] o pikinini i klaem antap long stamba blong kokonas, holem kokonas, tanem, tekem.",Man o pikinini i klaem antap long stamba blong kokonas holem kokonas tanem tekem,14,35
"[[Katem]] hol wetem naef, ale trink.",Katem hol wetem naef ale trink,6,0
Oli melekem kakae olsemia long [[laplap]].,Oli melekem kakae olsemia long laplap,6,24
Wan yus bl'm hem olsem wan glas blong trink [[kava]] l'm.,Wan yus blm hem olsem wan glas blong trink kava lm,11,35
"Mark Abhisit Vejjajiva (toktok Tae: อภิสิทธิ์ เวชชาชีวะ ; bon long 3 Ogis 1964 long Newcastle upon Tyne long [[Yunaeted Kingdom‎]]), em i wan man blong politik blong [[Taelan]].",Mark Abhisit Vejjajiva em i wan man blong politik blong Taelan,11,13
Elizabeth Rosemond Taylor (27 Februari 1932 – 23 Maj 2011) em i akta blong [[Yunaeted Stet blong Amerika]].,Elizabeth Rosemond Taylor em i akta blong Yunaeted_Stet_blong_Amerika,8,34
"Heinrich (Henri) Oberhoffer (boen long 9 Desemba 1824 long Pfalzel long [[Jemani]] mo bin ded long 30 Mei 1885 long Bigtaon blong Luxembourg), em i bin raeta blong miusik blong jioj mo man blong miusikoloji blong Jemani mo Luxembourg.",Heinrich Oberhoffer em i bin raeta blong miusik blong jioj mo man blong miusikoloji blong Jemani mo Luxembourg,18,28
nakatampol hemi wan fruit we sipos i raef after oli kakae nakatampol ol man oli laekem from we sipos in no raef yet sweet blong hem in no [[kam]].,nakatampol hemi wan fruit we sipos i raef after oli kakae nakatampol ol man oli laekem from we sipos in no raef yet sweet blong hem in no kam,29,40
be sipos i [[kam]] raef ol man oli laekem.,be sipos i kam raef ol man oli laekem,9,0
Nara lanwis olsem Ukraine oli stap [[toktok Rusia]] mo toktok Belarus.,Nara lanwis olsem Ukraine oli stap toktok_Rusia mo toktok Belarus,10,25
Sakura Andō (boen 18 Februari 1986) i akta blong [[Japan]].,Sakura Andō i akta blong Japan,6,9
Rudawa i wan vilej long taon blong Zabierzów long saot blong [[Polan]].,Rudawa i wan vilej long taon blong Zabierzów long saot blong Polan,12,11
Lauren Bacall (16 Septemba 1924 – 12 Ogis 2014) em i akta blong [[Yunaeted Stet blong Amerika]].,Lauren Bacall em i akta blong Yunaeted_Stet_blong_Amerika,7,34
Urugwae i kaontri long [[Saot Amerika]] we olgeta save tok tok long Spanish.,Urugwae i kaontri long Saot_Amerika we olgeta save tok tok long Spanish,12,2
Hil Kumora i long Josef Smith wan ples we [[Moronae]] i bin berem ol gol plet mo Josef Smith i faenem olgeta afta.,Hil Kumora i long Josef Smith wan ples we Moronae i bin berem ol gol plet mo Josef Smith i faenem olgeta afta,23,0
Willard Mitt Romney (boen 1947) i politikis blong [[Yunaeted Stet blong Amerika]].,Willard Mitt Romney i politikis blong Yunaeted_Stet_blong_Amerika,7,27
Fan Bingbing (boen 1981) i akta blong [[Jaena]].,Fan Bingbing i akta blong Jaena,6,45
Mangarisu hemi loceted long saotsaot ist sait blong island [[Tongoa]].Chief Shem Titongoamata hemi Paramount chief blong mangarisu.Mangarisu village hemi split long eit station.,Mangarisu hemi loceted long saotsaot ist sait blong island TongoaChief Shem Titongoamata hemi Paramount chief blong mangarisuMangarisu village hemi split long eit station,23,35
Masahiko Tsugawa (boen 2 Januware 1940) i akta blong [[Japan]].,Masahiko Tsugawa i akta blong Japan,6,9
Ryutaro Hashimoto (29 Julae 1937 – 1 Julae 2006) i praem minista blong [[Japan]].,Ryutaro Hashimoto i praem minista blong Japan,7,42
Maiha Ishimura (boen 20 Novemba 1992) em i woman blong singsing blong [[Japan]].,Maiha Ishimura em i woman blong singsing blong Japan,9,3
Lincoln hem i kapital blong [[Nebraska]].,Lincoln hem i kapital blong Nebraska,6,29
Tokyo hem i kapital blong [[Japan]].,Tokyo hem i kapital blong Japan,6,36
Sambia i kaontri long [[Afrika]].,Sambia i kaontri long Afrika,5,33
"Angola, hem i wan kaontri long Saotwes [[Afrika]].",Angola hem i wan kaontri long Saotwes Afrika,8,39
Saratamata hem i kapital blong [[Penama]].,Saratamata hem i kapital blong Penama,6,29
Hem i stap long [[Ambae Aelan]].,Hem i stap long Ambae_Aelan,5,45
Tansania i kaontri long [[Afrika]].,Tansania i kaontri long Afrika,5,33
"John Joseph ""Jack"" Nicholson (boen 22 Epril 1937) i akta blong [[Yunaeted Stet blong Amerika]].",John Joseph Jack Nicholson i akta blong Yunaeted_Stet_blong_Amerika,8,44
Yoshiko Ōtaka (boen long 12 Februari 1920 – ded long 7 Septemba 2014) em i akta blong [[Japan]].,Yoshiko Ōtaka em i akta blong Japan,7,43
Filippo Brunelleschi (1377 – 15 Epril 1446) em i bin wan man blong akiteksa blong [[Itali]].,Filippo Brunelleschi em i bin wan man blong akiteksa blong Itali,11,13
"Hoobastank, hem i miusik grup blong [[Yunaeted Stet blong Amerika]].",Hoobastank hem i miusik grup blong Yunaeted_Stet_blong_Amerika,7,44
"Demokratik Ripablik blong Kongo, hem i wan kaontri long [[Afrika]].",Demokratik Ripablik blong Kongo hem i wan kaontri long Afrika,10,22
Kapital blong hem i [[Valletta]].,Kapital blong hem i Valletta,5,4
"Long July 2010, populaesen blong [[Nebraska]] i stap araon 1,826,341.",Long July populaesen blong Nebraska i stap araon,8,41
Nicole Mary Kidman (boen 20 Jun 1967) em i akta blong [[Ostrelia]].,Nicole Mary Kidman em i akta blong Ostrelia,8,45
"- ""Moldova"", ""Republica Moldova"") i kaontri long [[Yurop]].",Moldova Republica Moldova i kaontri long Yurop,7,14
"I long Ukraine, [[Romania]].",I long Ukraine Romania,4,40
Suriname i kaontri long [[Saot Amerika]] we olgeta save tok tok long Dutch.,Suriname i kaontri long Saot_Amerika we olgeta save tok tok long Dutch,12,2
Jordan i kaontri long [[Esia]].,Jordan i kaontri long Esia,5,10
Lyndon Baines Jonson (1908 - 1973) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Lyndon Baines Jonson i hed blong stet blong Yunaeted_Stet_blong_Amerika,9,46
Filipin i kaontri long [[Esia]].,Filipin i kaontri long Esia,5,30
Erina Ikuta (boen 1997) em i woman blong singsing blong [[Japan]].,Erina Ikuta em i woman blong singsing blong Japan,9,3
Tomohiro Ōmachi (boen 26 Oktoba) em i akta blong voes blong [[Japan]].,Tomohiro Ōmachi em i akta blong voes blong Japan,9,43
Pittsfield em i wan siti blong Massachusetts blong [[Yunaeted Stet blong Amerika]].,Pittsfield em i wan siti blong Massachusetts blong Yunaeted_Stet_blong_Amerika,9,7
Herbert Clark Hoover (1874 - 1964) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Herbert Clark Hoover i hed blong stet blong Yunaeted_Stet_blong_Amerika,9,46
Ba Ria i stap smol taon blong [[Vietnam]].,Ba Ria i stap smol taon blong Vietnam,8,47
Yu mas baptaes blong kam wan memba blong Jyos blong [[Jisas Kraes]].,Yu mas baptaes blong kam wan memba blong Jyos blong Jisas_Kraes,11,35
"Hem i gat bigfala powa, mo hem i mekem [[wol]], mo hem i gud tumas.",Hem i gat bigfala powa mo hem i mekem wol mo hem i gud tumas,15,0
God hem i mekem wol mo i mekem ol pipol blong [[oli]] stap wetem hem mo [[oli]] wosipim hem.,God hem i mekem wol mo i mekem ol pipol blong oli stap wetem hem mo oli wosipim hem,19,40
Be ol pipol evriwan [[oli]] mekem i nogud ale [[oli]] nomo save stap wetem hem fromwe hem i tabu tumas mo [[oli]] stap mekem i nogud.,Be ol pipol evriwan oli mekem i nogud ale oli nomo save stap wetem hem fromwe hem i tabu tumas mo oli stap mekem i nogud,26,0
Be hem i lavem ol pipol mo i senem pikini blong hem [[Jisas]] blong hem i ded long kros mo hem i tekem panismen blong ol pipol.,Be hem i lavem ol pipol mo i senem pikini blong hem Jisas blong hem i ded long kros mo hem i tekem panismen blong ol pipol,27,28
"Ale ol pipol, sipos oli wantem [[kam]] stap wetem God, mo oli bilif long hem, oli save [[kam]] stap wetem God, mo oli [[kam]] ol pikinini blong hem.",Ale ol pipol sipos oli wantem kam stap wetem God mo oli bilif long hem oli save kam stap wetem God mo oli kam ol pikinini blong hem,28,40
[[Mo]] wan dei God bambae i mekem wan nufala [[wol]] we evri samting i gud mo bambae hem i tekem ol pipol we ol i bilif long hem bae oli kam stap wetem hem long nufala wol we i gud tumas.,Mo wan dei God bambae i mekem wan nufala wol we evri samting i gud mo bambae hem i tekem ol pipol we ol i bilif long hem bae oli kam stap wetem hem long nufala wol we i gud tumas,41,40
[[Papa]] long Heven i Givimaot Gospel blong Hem long Evri Dispensesen.,Papa long Heven i Givimaot Gospel blong Hem long Evri Dispensesen,11,40
"Wan impoten [[wei]] we God i soemaot lav blong [[Hem]] long pipol i taem [[Hem]] i singaotem ol profet, we oli kasem prishud—paoa mo raet we oli givim long man blong mekem samting long nem blong God blong ol pikinini blong Hem oli save stap sef.",Wan impoten wei we God i soemaot lav blong Hem long pipol i taem Hem i singaotem ol profet we oli kasem prishud—paoa mo raet we oli givim long man blong mekem samting long nem blong God blong ol pikinini blong Hem oli save stap sef,46,28
Sandra Dee (23 Epril 1942 – 20 Februari 2005) i bin akta blong [[Yunaeted Stet blong Amerika]].,Sandra Dee i bin akta blong Yunaeted_Stet_blong_Amerika,7,34
Thomas Alva Edison (11 Febuwari 1847 – 18 Oktomba 1931) emi bin wan inventor mo biznesman blong [[Amerika]].,Thomas Alva Edison emi bin wan inventor mo biznesman blong Amerika,11,1
R. Kelly (boen 8 Januware 1967 as Robert Sylvester Kelly) em i man blong singsing blong [[Yunaeted Stet blong Amerika]].,R Kelly em i man blong singsing blong Yunaeted_Stet_blong_Amerika,9,26
"- ""Eesti"", ""Eesti Vabariik""), hem i wan smolfala kaontri long Is [[Yurop]].",Eesti Eesti Vabariik hem i wan smolfala kaontri long Is Yurop,11,14
Hem i stap klosap long [[Rasia]] (long is) mo [[Latvia]] (long saot).,Hem i stap klosap long Rasia mo Latvia,8,35
"Long Julae 2015, populaesen blong [[Estonia]] i stap les wan milien.",Long Julae populaesen blong Estonia i stap les wan milien,10,41
"Lluís Domènech i Montaner i bin bon long 21 Disemba 1850, [[Barcelona]], Katalonia , Spain.",Lluís Domènech i Montaner i bin bon long Disemba Barcelona Katalonia Spain,12,11
"Prinsipaliti blong Monako, o jes Monako (Toktok Franis: ""Principauté de Monaco"", Toktok Monako: ""Principatu de Múnegu"", Toktok Itali: ""Principato di Monaco"", Toktok Oksitenia: ""Principat de Mónegue""), hem i wan smolsmol kaontri long Saot [[Yurop]].",Prinsipaliti blong Monako o jes Monako hem i wan smolsmol kaontri long Saot Yurop,14,35
Hem i stap klosap long [[Franis]].,Hem i stap klosap long Franis,6,28
"Populaesen blong Prinsipaliti blong [[Monako]] i stap moa o les 37,308 pipol (2016).",Populaesen blong Prinsipaliti blong Monako i stap moa o les pipol,11,40
"Long July 2010, populaesen blong [[Ohio]] i stap araon 11,536,504.",Long July populaesen blong Ohio i stap araon,8,41
Julius Caesar i politikis blong [[Rome]].,Julius Caesar i politikis blong Rome,6,38
raon kabis hemi wan narafala kabis we lo man vanuatu [[oli]] planem mo tu [[oli]] wantem kakae [[oli]] save mekem sup mo salat lo hem .,raon kabis hemi wan narafala kabis we lo man vanuatu oli planem mo tu oli wantem kakae oli save mekem sup mo salat lo hem,25,0
Hemi wan frut blong saot [[Asia]].,Hemi wan frut blong saot Asia,6,13
Edward Nipake Natapei Tua Fanua'araki (1954) i Praem Minista blong [[Vanuatu]].,Edward Nipake Natapei Tua Fanuaaraki i Praem Minista blong Vanuatu,10,31
"Phineas Taylor ""P. T."" Barnum (5 Julae 1810 – 7 Epril 1891) em i bisnesman blong [[Yunaeted Stet blong Amerika]].",Phineas Taylor P T Barnum em i bisnesman blong Yunaeted_Stet_blong_Amerika,10,49
Gini i kaontri long [[Afrika]].,Gini i kaontri long Afrika,5,33
Natsumi Abe (boen 1981) em i woman blong singsing blong [[Japan]].,Natsumi Abe em i woman blong singsing blong Japan,9,3
Canberra i wan bigtaon long [[Ostrelia]] mo kapitol blong disfala kaontri.,Canberra i wan bigtaon long Ostrelia mo kapitol blong disfala kaontri,11,11
John R. Cash (26 Februari 1932 – 12 Septemba 2003) em i bin man blong singsing blong [[Yunaeted Stet blong Amerika]].,John R Cash em i bin man blong singsing blong Yunaeted_Stet_blong_Amerika,11,26
Warren Edward Buffett (boen 30 Ogis 1930) em i bisnesman blong [[Yunaeted Stet blong Amerika]].,Warren Edward Buffett em i bisnesman blong Yunaeted_Stet_blong_Amerika,8,49
Kapital blong hem i [[Copenhagen]] (da.,Kapital blong hem i Copenhagen da,6,4
"Long Julae 2015, populaesen blong [[Denmak]] i stap araon faef mo haf milien.",Long Julae populaesen blong Denmak i stap araon faef mo haf milien,12,41
"I long [[Jemani]], Poland, [[Slovakia]], [[Ostria]].",I long Jemani Poland Slovakia Ostria,6,18
Kapitol blong hem i [[Prague]] (Praha).,Kapitol blong hem i Prague,5,4
"Long Julae 2015, populaesen blong [[Czechia]] i stap araon ten mo haf milien.",Long Julae populaesen blong Czechia i stap araon ten mo haf milien,12,41
"Hem i bin bon long 10 Julae 1509, long [[Franis]].",Hem i bin bon long Julae long Franis,8,50
Hem i stadi long [[Paris]] blong hem i kam wan pris.,Hem i stadi long Paris blong hem i kam wan pris,11,28
Hem i bin tijim se man nomo oli nating mo sore blong [[God]] nomo i save sevem olgeta.,Hem i bin tijim se man nomo oli nating mo sore blong God nomo i save sevem olgeta,18,40
Hem i bin raetem plante tingting blong hem long saed blong [[Baebol]].,Hem i bin raetem plante tingting blong hem long saed blong Baebol,12,28
Niwatthamrong Boonsongpaisan (boen 1948) i man blong politik blong [[Taelan]].,Niwatthamrong Boonsongpaisan i man blong politik blong Taelan,8,11
Kurów i smol taon long saotis blong [[Polan]].,Kurów i smol taon long saotis blong Polan,8,50
"Long yia 1939, ol plen blong [[Jemani]] bin bonem Kurów long [[Wol Wo Tu]].",Long yia ol plen blong Jemani bin bonem Kurów long Wol Wo Tu,13,40
Columbia hem i kapital blong [[Saut Carolina]].,Columbia hem i kapital blong Saut_Carolina,6,29
"William ""Bill"" Maher (boen 20 Januware 1956) em i akta blong [[Yunaeted Stet blong Amerika]].",William Bill Maher em i akta blong Yunaeted_Stet_blong_Amerika,8,34
Daniel Dwight Tosh (boen 29 Mei 1975) em i akta blong [[Yunaeted Stet blong Amerika]].,Daniel Dwight Tosh em i akta blong Yunaeted_Stet_blong_Amerika,8,34
"Long July 2010, populaesen blong [[Nevada]] i stap araon 2,700,551.",Long July populaesen blong Nevada i stap araon,8,41
"I no longtaem afta, Jane wetem ol narawan insaed long famli blong hem, oli bin wantem joenem Ol Sent long Nauvu, mekem se oli aot long Konektikat, mo travel i go long [[Niu]] Yok, mo oli bin plan blong travel long ol stim bot mo ol kanal bot.",I no longtaem afta Jane wetem ol narawan insaed long famli blong hem oli bin wantem joenem Ol Sent long Nauvu mekem se oli aot long Konektikat mo travel i go long Niu Yok mo oli bin plan blong travel long ol stim bot mo ol kanal bot,48,28
"Be, [[oli]] no bin letem olgeta long sip from se [[oli]] bin blak, mekem se [[oli]] mas wokbaot long kolosap 1288 kilometa ia we i stap.",Be oli no bin letem olgeta long sip from se oli bin blak mekem se oli mas wokbaot long kolosap kilometa ia we i stap,25,40
"Long Peoria, Ilinoa, ol lokol atoriti [[oli]] bin askem kwestin long Famli Mannings, se [[oli]] ol slef we [[oli]] ronwe o no, mo [[oli]] bin askem ol pepawok blong olgeta blong pruvum se [[oli]] fri. Fasin blong agensem man from kala blong skin, i bin wan samting we bae i kam blokem Jane long ful laef blong hem.",Long Peoria Ilinoa ol lokol atoriti oli bin askem kwestin long Famli Mannings se oli ol slef we oli ronwe o no mo oli bin askem ol pepawok blong olgeta blong pruvum se oli fri Fasin blong agensem man from kala blong skin i bin wan samting we bae i kam blokem Jane long ful laef blong hem,58,28
"Samtaem afta, hem i bin talem: “[[Mi]] bin [[save]] Profet Josef.",Samtaem afta hem i bin talem “ Mi bin save Profet Josef,12,0
Hem i wan man we i stret mo i [[gud]] tumas; i no gat wan narawan we mi bin luk we i olsem long [[wol]] ia.,Hem i wan man we i stret mo i gud tumas i no gat wan narawan we mi bin luk we i olsem long wol ia,26,0
"… [[Mi]] save stret se hem i bin wan profet, from se mi save hemia.”3 Tru long ol storian wetem Josef mo wetem mama blong hem, Lusi Mak Smit, Jane i bin lanem moa abaot Buk blong Momon mo translesen wok blong hem, mo i kam blong andastanem mo respektem ol odinens blong tempol.",… Mi save stret se hem i bin wan profet from se mi save hemia ” Tru long ol storian wetem Josef mo wetem mama blong hem Lusi Mak Smit Jane i bin lanem moa abaot Buk blong Momon mo translesen wok blong hem mo i kam blong andastanem mo respektem ol odinens blong tempol,55,28
"Jane i bin maredem Isaac James, wan blak konvet we i gat fri laef, mo hem i blong [[Niu]] Jesi.",Jane i bin maredem Isaac James wan blak konvet we i gat fri laef mo hem i blong Niu Jesi,20,40
"Long manis Jun long yia ia, boe blong Jane mo Isaac, Silas, i bon i [[kam]] long [[wol]] ia.",Long manis Jun long yia ia boe blong Jane mo Isaac Silas i bon i kam long wol ia,19,11
"Long nekis yia blong hem, famli ia i bin krosem ol flat ples, mo oli kasem [[Sol]] Lek Vale long samples Septemba blong yia 1847.",Long nekis yia blong hem famli ia i bin krosem ol flat ples mo oli kasem Sol Lek Vale long samples Septemba blong yia,24,40
"Semmak olsem ol narawan we oli bin [[kam]] stap long [[Sol]] Lek [[Vale]], Jane mo Isaac i bin wok had blong lukluk long famli blong tufala.",Semmak olsem ol narawan we oli bin kam stap long Sol Lek Vale Jane mo Isaac i bin wok had blong lukluk long famli blong tufala,26,35
"Long 1890, afta we hem i bin stap longwe blong 20 yia, Isaac i kambak long [[Sol Lek Siti]], i kambak long Jos, mo i gat wan gudfala rilesensip wetem Jane.",Long afta we hem i bin stap longwe blong yia Isaac i kambak long Sol_Lek_Siti i kambak long Jos mo i gat wan gudfala rilesensip wetem Jane,27,35
"Samtaem afta long laef blong hem, hem i bin raetem: “Fet blong mi long Gospel blong [[Jisas Kraes]], i strong nomo i stap tedei.",Samtaem afta long laef blong hem hem i bin raetem “ Fet blong mi long Gospel blong Jisas_Kraes i strong nomo i stap tedei,24,28
"[[Deseret News]] i givim ripot se: “I gat samfala pipol we [[oli]] bin luksave olgeta se [[oli]] gat moa fet mo [[oli]] moa fetful bitim Jane Manning James; mo nomata se hem i wan simpol woman, namba blong ol fren mo ol pipol we hem i save olgeta, i bitim ol handred.”",Deseret_News i givim ripot se “ I gat samfala pipol we oli bin luksave olgeta se oli gat moa fet mo oli moa fetful bitim Jane Manning James mo nomata se hem i wan simpol woman namba blong ol fren mo ol pipol we hem i save olgeta i bitim ol handred ”,53,40
Bismarck hem i kapital blong [[Not Dakota]].,Bismarck hem i kapital blong Not_Dakota,6,29
Grace Patricia Kelly (12 Novemba 1929 – 14 Septemba 1982) i akta blong [[Yunaeted Stet blong Amerika]].,Grace Patricia Kelly i akta blong Yunaeted_Stet_blong_Amerika,7,44
Namba em i bin wan buk blong [[Baebol]].,Namba em i bin wan buk blong Baebol,8,13
"Hem i talem stori blong [[Israel]], ol pipol blong God, taem God i sevem olgeta from [[Ijip]] mo i sta tekem olgeta i go long gudfala ples, be olgeta i no stap trastem hem mo oli stap long taem long deset fromwe oli no trastem God.",Hem i talem stori blong Israel ol pipol blong God taem God i sevem olgeta from Ijip mo i sta tekem olgeta i go long gudfala ples be olgeta i no stap trastem hem mo oli stap long taem long deset fromwe oli no trastem God,46,28
Humphrey DeForest Bogart (25 Desemba 1899 – 14 Januware 1957) em i akta blong [[Yunaeted Stet blong Amerika]].,Humphrey DeForest Bogart em i akta blong Yunaeted_Stet_blong_Amerika,8,34
Ollanta Moisés Humala Tasso (boen 1962) i hed blong stet blong [[Peru]].,Ollanta Moisés Humala Tasso i hed blong stet blong Peru,10,12
Guyana i kaontri long [[Saot Amerika]] we olgeta save tok tok long English.,Guyana i kaontri long Saot_Amerika we olgeta save tok tok long English,12,2
Ripablik blong Kongo i kaontri long [[Afrika]].,Ripablik blong Kongo i kaontri long Afrika,7,33
Momoko Yokomachi (boen 15 Jun 1989) em i akta blong [[Japan]].,Momoko Yokomachi em i akta blong Japan,7,43
Eritrea i kaontri long [[Afrika]].,Eritrea i kaontri long Afrika,5,33
Trenton hem i kapital blong [[Niu Yersey]].,Trenton hem i kapital blong Niu_Yersey,6,29
"Ayumi Ishida (bon long yia 1997), em i woman blong singsing blong [[Japan]].",Ayumi Ishida em i woman blong singsing blong Japan,9,3
Hitoshi Ashida (15 Novemba 1887 – 20 Jun 1959) i praem minista blong [[Japan]].,Hitoshi Ashida i praem minista blong Japan,7,42
Naruhito (bon 23 Februari 1960) i hed blong stet blong [[Japan]].,Naruhito i hed blong stet blong Japan,7,32
Nahathai Thewphaingarm (boen 1970) i woman blong politik blong [[Taelan]].,Nahathai Thewphaingarm i woman blong politik blong Taelan,8,50
"William Vennard (bon long 31 Januwari 1909 long Norman long [[Illinois]] mo bin ded 10 Januwari 1971 long [[Los Angeles]]), em i bin man blong singsing mo man blong miusikoloji blong [[Yunaeted Stet blong Amerika]].",William Vennard em i bin man blong singsing mo man blong miusikoloji blong Yunaeted_Stet_blong_Amerika,14,26
John Sidney McCain III (boen 29 Ogis 1936) i politikis blong [[Yunaeted Stet blong Amerika]].,John Sidney McCain III i politikis blong Yunaeted_Stet_blong_Amerika,8,27
Nawimba hem i wan pijin we i kalaful wetem naisfala color blo hem .Hem i kat color gren [[red]] mo color braon.,Nawimba hem i wan pijin we i kalaful wetem naisfala color blo hem Hem i kat color gren red mo color braon,22,0
Pigazzano i vilej long notwes blong [[Itali]].,Pigazzano i vilej long notwes blong Itali,7,12
Ni-Vanuatu i pipol blong [[Vanuatu]].,NiVanuatu i pipol blong Vanuatu,5,5
Maldiv i kaontri long [[Esia]].,Maldiv i kaontri long Esia,5,10
Yasur hemi wan [[volkeno]] long [[Vanuatu]] we i stap long aelan blong Tanna.,Yasur hemi wan volkeno long Vanuatu we i stap long aelan blong Tanna,13,28
Valentin Louis Georges Eugène Marcel Proust (10 Julae 1871 – 18 Novemba 1922) em i bin wan man blong litorasa blong [[Franis]].,Valentin Louis Georges Eugène Marcel Proust em i bin wan man blong litorasa blong Franis,15,13
Salem hem i kapital blong [[Oregon]].,Salem hem i kapital blong Oregon,6,36
Gerald Rudolph Ford Jr. (1913 - 2006) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Gerald Rudolph Ford Jr i hed blong stet blong Yunaeted_Stet_blong_Amerika,10,46
"Long July 2010, populaesen blong [[Montana]] i stap araon 989,415.",Long July populaesen blong Montana i stap araon,8,41
Sahara hem i draeples long [[Afrika]].,Sahara hem i draeples long Afrika,6,31
Madrid i kapital blong [[Spen]].,Madrid i kapital blong Spen,5,36
Weliko Tarnovo hem i kapital blong [[Bulgaria]].,Weliko Tarnovo hem i kapital blong Bulgaria,7,29
Iichirō Hatoyama (1918 - 1993) i politikis blong [[Japan]].,Iichirō Hatoyama i politikis blong Japan,6,38
Kaontri i minim wan hap long [[wol]] we i gat nesenel gavman.,Kaontri i minim wan hap long wol we i gat nesenel gavman,12,40
José Bénazéraf (8 Januware 1922 – 1 Desemba 2012) em i direkta blong muvi blong [[Franis]].,José Bénazéraf em i direkta blong muvi blong Franis,9,50
