text,text_preprocessed,LEN,label
"Dem [[Indo]]-Urupean laenghwij: [[French]], Doich (Jerman), [[Italiian]], Katalan, [[Latwyan]], [[Lithyuanyan]], [[Rushan]], [[Elbanyan]], Occitan, [[Inglish]], [[Leten]], [[Aarmanyan]], Gikuiiu, Swis (Roemaansh), [[Romainyan]], [[Porchuguees]], [[Belerushan]], [[Bulgeriyan]], [[Serbyan]], [[Slowarkyan]], Slowenyan, Airiish, [[Skots]], [[Poelish]], [[Norfuk]], [[Pitkern]].",Dem IndoUrupean laenghwij French Doich Italiian Katalan Latwyan Lithyuanyan Rushan Elbanyan Occitan Inglish Leten Aarmanyan Gikuiiu Swis Romainyan Porchuguees Belerushan Bulgeriyan Serbyan Slowarkyan Slowenyan Airiish Skots Poelish Norfuk Pitkern,29,73
"Dem Turkic laenghwij: [[Eserbeyjani]], Turkiish Dem [[Semit]] laenghwij: [[Auramaik]], [[Erabek]], [[Hiibruu]] Otha laenghwij: [[Griinlendik]], [[Tahityan]], [[Estonyan]], Samoan, [[Tongan]], Maori, Hawaiian.",Dem Turkic laenghwij Eserbeyjani Turkiish Dem Semit laenghwij Auramaik Erabek Hiibruu Otha laenghwij Griinlendik Tahityan Estonyan Samoan Tongan Maori Hawaiian,20,45
"Daun A'Taun ([[Inglish]]: ""Kingston"") es t' ofishol kapitel a' [[Norfuk Ailen]].",Daun ATaun es t ofishol kapitel a Norfuk_Ailen,8,65
Gniezno esa citii i' [[Poeland]].,Gniezno esa citii i Poeland,5,35
Koekos / Kiiling Ailen esa Ostrielyan teritrii i' t' [[Indien Oshen]].,Koekos Kiiling Ailen esa Ostrielyan teritrii i t Indien_Oshen,9,69
"Merikan Samoa esa unenkorparaytid teritrii o' dem Yunitid Staits loekaytid i' t' Sowth [[Pesifik Oshen]], sowthiist a' [[Samoa]].",Merikan Samoa esa unenkorparaytid teritrii o dem Yunitid Staits loekaytid i t Sowth Pesifik_Oshen sowthiist a Samoa,17,41
"All o' dem ailen eksept f' Swains Ailen ar part o' dem Samoan Ailen, loekaytid west o' [[Dem Kuuk Ailen]], north o' Tonga, an soom 300 miles (500 km) sowth o' Tokelau.",All o dem ailen eksept f Swains Ailen ar part o dem Samoan Ailen loekaytid west o Dem_Kuuk_Ailen north o Tonga an soom miles sowth o Tokelau,27,73
Mos Merikan Samoans ar tal tuu laenghwij an ken tal [[Inglish]] an [[Samoaan]] flyuuentlii.,Mos Merikan Samoans ar tal tuu laenghwij an ken tal Inglish an Samoaan flyuuentlii,14,45
"Juuno ([[Inglish]]: ""Juneau"") es t' kapitel a' [[Alaska]], Yunitid Staits.",Juuno es t kapitel a Alaska Yunitid Staits,8,58
Lithyuanya esa kuntrii i' [[Urup]].,Lithyuanya esa kuntrii i Urup,5,36
"Lithyuanya, [[Latwya]] a' [[Estonya]] maik a' em Baawltik Staat.",Lithyuanya Latwya a Estonya maik a em Baawltik Staat,9,18
Bahaamas es a' kuntrii en [[Sentril Merika]] mied ap o' plenti letl tropikal ailen.,Bahaamas es a kuntrii en Sentril_Merika mied ap o plenti letl tropikal ailen,13,53
T' kapitel citii es [[Nasau]].,T kapitel citii es Nasau,5,67
"Ardatov ([[Rushan]]: ""Ардатов""; Erzyan: ""Орданьбуе ош"") esa toen i' [[Rusha]].",Ardatov esa toen i Rusha,5,23
"Evrest ([[Inglish]]: ""Everest"") es t' biges maun i' t' Werl.",Evrest es t biges maun i t Werl,8,19
It es i' [[Nepal]].,It es i Nepal,4,68
Pitkern esa [[laenghwij]] spok'n i' [[Pitkern Ailen]].,Pitkern esa laenghwij spokn i Pitkern Ailen,7,2
"Ets riilated t' [[Norfuk]], [[Tahityan]] en [[Inglish]].",Ets riilated t Norfuk Tahityan en Inglish,7,59
"Uetersen ([[Inglish]]: ňąyňźt…źz…ôn) esa citii i' [[Doichland]], a' es 11,43km area.",Uetersen esa citii i Doichland a es km area,9,1
T' Pitkern Anthem es wun nashunal anthem o' [[Norfuk Ailen]] an [[Pitkern Ailen]].,T Pitkern Anthem es wun nashunal anthem o Norfuk_Ailen an Pitkern Ailen,12,4
T' siisen a' kam aafta [[ortam]] an afor [[spring]].,T siisen a kam aafta ortam an afor spring,9,25
"En ar sauthen hemisfiya 's miek ap a' [[Juun]], [[Juulai]] an [[Orgas]].",En ar sauthen hemisfiya s miek ap a Juun Juulai an Orgas,12,26
"En ar nauthen hemisfiya 's en [[Disemba]], [[Jaenyuweri]] an [[Febyuweri]].",En ar nauthen hemisfiya s en Disemba Jaenyuweri an Febyuweri,10,26
"Vladimir Iliich Lenin ([[Rushan]]: ""Владимир Ильич Ленин""; Ieprel 22, 1870 — Jaenyuweri 21, 1924) bin wos wun [[Rushan]] revolyuushanar, politishun an teorist.",Vladimir Iliich Lenin bin wos wun Rushan revolyuushanar politishun an teorist,11,10
Hii es bin a' maekaa o' t' fas sosialistik kuntrii i' t' Woral ([[YoSSR]]) an t' fas liida o' et.,Hii es bin a maekaa o t fas sosialistik kuntrii i t Woral an t fas liida o et,19,48
Goran Vishnich (b. September 9 1972) es wun [[Kroaysha]]n akter.,Goran Vishnich es wun Kroayshan akter,6,74
Jua esa followers o' t' rilijin a' [[Judaism]].,Jua esa followers o t rilijin a Judaism,8,73
Hindi esa ofishol laengwij o' India an [[Fiijii]].,Hindi esa ofishol laengwij o India an Fiijii,8,64
Montagilla esa toen i' [[Chili]].,Montagilla esa toen i Chili,5,23
"Esa 34th biges citii i' [[Norwaii]], en d' biges i' Nord-Trøndelag.",Esa th biges citii i Norwaii en d biges i NordTrøndelag,11,32
"Bildings: Komponents: En [[Kingston]], [[Norfuk Ailen]].",Bildings Komponents En Kingston Norfuk Ailen,6,0
Mani tuares in [[Norfuk Ailen]] kam tu sii dem historik bildings in [[Kingston]].,Mani tuares in Norfuk_Ailen kam tu sii dem historik bildings in Kingston,12,12
Levuka es a taun i' [[Fiijii]].,Levuka es a taun i Fiijii,6,73
Bresel esa kuntrii i' [[Sowth Merika]].,Bresel esa kuntrii i Sowth_Merika,5,15
T' kapitel es [[Breselya]].,T kapitel es Breselya,4,40
"Deya es kurentlii a konflikt bitwiin [[Esrail]] an Palestiin, inkluudin t' konflikt owaa t' sitii o' Jerusalem.",Deya es kurentlii a konflikt bitwiin Esrail an Palestiin inkluudin t konflikt owaa t sitii o Jerusalem,17,52
"Nyuu Ziilan (Maori: Aotearoa; [[Inglish]]: New Zealand) esa ailen kuntrii eist o' [[Ostrielya]], i' a' sowth [[Pesifik Oshen]].",Nyuu Ziilan esa ailen kuntrii eist o Ostrielya i a sowth Pesifik Oshen,13,51
"Howea esa genus a' tu paams, ""H. belmoreana"" an ""H. forsteriana"", both endemic t' [[Lord Howe Ailen]], [[Ostrielya]].",Howea esa genus a tu paams H belmoreana an H forsteriana both endemic t Lord_Howe_Ailen Ostrielya,16,73
Astrakan esa citii i' t' sowth paat o' [[Rusha]].,Astrakan esa citii i t sowth paat o Rusha,9,20
Minsk es t' kapitel an biges citii o' [[Belerus]].,Minsk es t kapitel an biges citii o Belerus,9,71
"Reginaldo Figueira de Faria ([[Juun]] 11, 1937) es wun [[Bresel]]yan atker.",Reginaldo Figueira de Faria es wun Breselyan atker,8,74
Bislama esa inglish-based creole [[laenghwij]] mein tal'n i' [[Wanwaatuu]] an [[Nyuu Kaledonya]].,Bislama esa inglishbased creole laenghwij mein taln i Wanwaatuu an Nyuu Kaledonya,12,45
Ets t' branch a' [[biiolojii]] a daa haufs t' dea wit' t' riilayshunshep a' em organisms t' wan anotha an t' deir fisikel suroundins.,Ets t branch a biiolojii a daa haufs t dea wit t riilayshunshep a em organisms t wan anotha an t deir fisikel suroundins,24,73
Dem Bermudan Ailen esa auesii teritrii i' t' [[Etlantic Oshen]].,Dem Bermudan Ailen esa auesii teritrii i t Etlantic_Oshen,9,69
Ets t' paat o' t' [[Yunitid Kingdum]].,Ets t paat o t Yunitid_Kingdum,6,5
T' [[tal]]' o' t' [[Norfuk Ailen]] esa simbol o' t' ailen.,T tal o t Norfuk Ailen esa simbol o t ailen,11,4
[[It]] wos edaptedi an 1980.,It wos edaptedi an,4,57
Reykyavik (ulla Reykjavík en Iselandic) () es t' kapitel an t' uni big citii en [[Iseland]].,Reykyavik es t kapitel an t uni big citii en Iseland,11,71
Feminism [[esa]] politikal muuwment tat calls f' total ekwalitii o' women in sosietii.,Feminism esa politikal muuwment tat calls f total ekwalitii o women in sosietii,13,12
"Es rilii riilated t' [[Tongan]] an dem laenghwij lik [[Maaori]], [[Samoaan]], an [[Hawayiian]] tuu.",Es rilii riilated t Tongan an dem laenghwij lik Maaori Samoaan an Hawayiian tuu,14,45
"Abaut 8 000 piopel speik Niuean i' dem kuntrii lik [[Niue]], Dem Cook Ailen, [[Nyuu Ziilan]], an Tonga.",Abaut piopel speik Niuean i dem kuntrii lik Niue Dem Cook Ailen Nyuu Ziilan an Tonga,16,48
A' wata molekuul contains wun oksijen an tu [[hiidrojen]] [[etem]]s konnektiid b' covalent bonds.,A wata molekuul contains wun oksijen an tu hiidrojen etems konnektiid b covalent bonds,14,12
"Wata es a liquid a' t' standid ambient temperature an pressure, but et uulii co-iksists a' t' [[Erth]] wi' ets solid staiit, aes, an gaseous staiit (wata vapor ulla stiim).",Wata es a liquid a t standid ambient temperature an pressure but et uulii coiksists a t Erth wi ets solid staiit aes an gaseous staiit,26,68
"French (""Français"") es a' indo-urupeyan [[laenghwij]] mienli spoeken i' [[Frans]], a' kuntri i' Westen [[Urup]].",French es a indourupeyan laenghwij mienli spoeken i Frans a kuntri i Westen Urup,14,47
"French es a' 'aitalik' or 'roemantik' laenghwij simis [[Italiian]], [[Spanish]], [[Leten]] an mor.",French es a aitalik or roemantik laenghwij simis Italiian Spanish Leten an mor,13,45
"French es spoeken tuu raun t' werl en formali French kolaniis, speshali mani paats a' west [[Afreka]], Indien an Pesifik Oshen ailen, an mor.",French es spoeken tuu raun t werl en formali French kolaniis speshali mani paats a west Afreka Indien an Pesifik Oshen ailen an mor,24,41
T' kapitel citii es [[Belgrade]] a' popyulayshun es ca 7 milyan i' 2016.,T kapitel citii es Belgrade a popyulayshun es ca milyan i,11,54
Pirth esa citii i' [[Ostrielya]].,Pirth esa citii i Ostrielya,5,60
Sentril Merika es wun region i' [[North Merika]].,Sentril Merika es wun region i North_Merika,7,74
"Hong Kong (Cantonese: ""香港""), offishuli t' Hong Kong S.A.R (Cantonese: ""香港特別行政區""), es a dapendencii o' [[Shiina]].",Hong Kong offishuli t Hong Kong SAR es a dapendencii o Shiina,12,59
"I' waas paat o' t' [[Yunitid Kingdum]], until 1997.",I waas paat o t Yunitid_Kingdum until,7,5
T' offishul laenghwijs ar Cantonese an [[Inglish]].,T offishul laenghwijs ar Cantonese an Inglish,7,64
Kaluga esa citii i' [[Rusha]] an center a' t' Kaluga Oblast.,Kaluga esa citii i Rusha an center a t Kaluga Oblast,11,20
Protestantism es a' sekt of [[Kreschenitii]].,Protestantism es a sekt of Kreschenitii,6,9
"Hirawanu Tapu (1824 — 1900) wos a' notibl liida o' Moriori nayshunalitii (i' [[Nyuu Ziilan]]), t' las spiika o' t' Moriori laenghwiji.",Hirawanu Tapu wos a notibl liida o Moriori nayshunalitii t las spiika o t Moriori laenghwiji,16,73
"Hii wos t' major suurs f' Aleksandar Shand's werks 'bout Moriori [[histrei]], [[laenghwij]], kulchur andem.",Hii wos t major suurs f Aleksandar Shands werks bout Moriori histrei laenghwij kulchur andem,15,73
Ai Maupiti esa [[ailen]] i' t' [[Pesifik Oshen]].,Ai Maupiti esa ailen i t Pesifik Oshen,8,27
Ets part o' [[French Poliinesya]].,Ets part o French_Poliinesya,4,59
Martinique esa [[French]] teritrii i' t' [[Etlantic Oshen]].,Martinique esa French teritrii i t Etlantic Oshen,8,69
"T' ofishol [[laenghwij]] es [[French]], kurencii es [[Uro]].",T ofishol laenghwij es French kurencii es Uro,8,2
Martinique es i' t' Karibean Sii ([[Etlantic Oshen]]).,Martinique es i t Karibean Sii,6,68
Dems many [[riveh]] o' ailen.,Dems many riveh o ailen,5,73
Maryna Bekh-Romanchuk (18 [[Juulai]] 1995) esa athlete.,Maryna BekhRomanchuk esa athlete,4,55
"Chillyan esa citii i' [[Chili]], en t' prowins o' Ñuble, i' Biobío Region.",Chillyan esa citii i Chili en t prowins o Ñuble i Biobío Region,13,16
" esa kuntrii i' sowth-eist [[Asya]], neya [[Kamboedya]], [[Wiyetnaam]] an [[Tailan]].",esa kuntrii i sowtheist Asya neya Kamboedya Wiyetnaam an Tailan,10,62
"Porchuguees ( or ) esa Romance laenghwij, an es t' sole ofishol laenghwij a' [[Porchugal]], [[Bresel]], [[Mozambique]], [[Angola]], [[Cape Verde]], [[Gini-Bisau]], [[Sau Toem an Prinsiip]], an tuu has co-ofishol laenghwij stetus in Macau, [[Shiina]] an in [[Eist Tiimor]], Sowtheist Asya.",Porchuguees esa Romance laenghwij an es t sole ofishol laenghwij a Porchugal Bresel Mozambique Angola Cape Verde GiniBisau Sau Toem an Prinsiip an tuu has coofishol laenghwij stetus in Macau Shiina an in Eist Tiimor Sowtheist Asya,37,45
Barbados es a' letl ailen kuntrii en [[Sentril Merika]].,Barbados es a letl ailen kuntrii en Sentril_Merika,8,53
Es kapitel s' [[Apya]].,Es kapitel s Apya,4,38
T' President o' [[Yunitid Staits o' Merika]] is elektud evuhry for iyas to determane t' rulaa o' t' kuntrii.,T President o Yunitid_Staits_o_Merika is elektud evuhry for iyas to determane t rulaa o t kuntrii,16,9
Trinidad a' Tobago esa ailen kuntrii i' [[Etlantic Oshen]].,Trinidad a Tobago esa ailen kuntrii i Etlantic_Oshen,8,51
T' 2016 Merikan presidential election was an electoral contest t' elect t' [[President o' Yunitid Staits o' Merika]].,T Merikan presidential election was an electoral contest t elect t President_o_Yunitid_Staits_o_Merika,12,12
"Tan Son Nhat Aeyaport (Wiyetnaamiyan: ""Sân bay quốc tế Tân Sơn Nhất"") esa ayeaport i' [[Ho Chi Minh City]], [[Wiyetnaam]], kuntrii i' sowth-eist [[Asya]].",Tan Son Nhat Aeyaport esa ayeaport i Ho_Chi_Minh_City Wiyetnaam kuntrii i sowtheist Asya,13,48
"Ostrielyan fuutball ([[Inglish]]: ""Australian football"" or ""Aussie rules footy""), shortn'd as AFL, es an [[Ostrielya]]n [[sportii]].",Ostrielyan fuutball shortnd as AFL es an Ostrielyan sportii,9,73
"I' es meinly play'd en [[Wiktoreya]], [[Westen Ostrielya]], [[Tasmainya]], [[Sowth Ostrielya]] an t' [[Northan Teritrii]].",I es meinly playd en Wiktoreya Westen Ostrielya Tasmainya Sowth Ostrielya an t Northan Teritrii,15,49
Curitiba esa biges citii i' Sowth [[Bresel]].,Curitiba esa biges citii i Sowth Bresel,7,32
"Biif ([[Inglish]]: ""beef"") es t' miit from [[kau]]s. I' es wan o' t' most iiten miits on [[Erth]].",Biif es t miit from kaus I es wan o t most iiten miits on Erth,16,68
T' kapitel es [[Bamaakoe]].,T kapitel es Bamaakoe,4,40
  Julien Doré (7 [[Juulai]] 1982) esa singer.,Julien Doré esa singer,4,9
"Norfuk Ailen Aeyaport es t' wan aeyaport o' t' [[Norfuk Ailen]], an ekstaernal teritrii a' Ostrielya.",Norfuk Ailen Aeyaport es t wan aeyaport o t Norfuk_Ailen an ekstaernal teritrii a Ostrielya,15,49
"T' ailen es lokaytid i' t' [[Pesifik Oshen]] b'twiin [[Ostrielya]], [[Nyuu Ziilan]], an [[Nyuu Kaledonya]].",T ailen es lokaytid i t Pesifik_Oshen btwiin Ostrielya Nyuu Ziilan an Nyuu Kaledonya,14,41
A' Trien esa wieh a' raiil [[transport]].,A Trien esa wieh a raiil transport,7,68
Hamburg esa big citii i' [[Doichland]].,Hamburg esa big citii i Doichland,6,35
"Lioen ([[French]]: ""Lyon""; Arpitanii: ""Liyon"") esa t' thiird biges citii an t' sekan biges yuurban airea i' [[Frans]], t' administrativ sentaa a' rijion a' Oviirn-Ronee-Aalps.",Lioen esa t thiird biges citii an t sekan biges yuurban airea i Frans t administrativ sentaa a rijion a OviirnRoneeAalps,21,68
Lena Belkina (27 [[Nowemba]] 1987) esa singer.,Lena Belkina esa singer,4,68
"Sebuaan Wikkapedya (Sebuaan: ""Wikipedya sa Sinugboanon"") esa t' sekan biges [[Wikkapedya]], t' frii ensiiklopedya.",Sebuaan Wikkapedya esa t sekan biges Wikkapedya t frii ensiiklopedya,10,46
"Fletcha wos t' broda a' Edward an' Humphrey, b'in t' trii sullun a' Charles Kristen a' Moorland Close an' a' t' larj [[Ewanrigg Hall]] propatei i' Dearham, Cumberland, a atornii i' law [[wit]]' [[Manx]] jentrii, an' hiis maia Ann Dikson.",Fletcha wos t broda a Edward an Humphrey bin t trii sullun a Charles Kristen a Moorland Close an a t larj Ewanrigg_Hall propatei i Dearham Cumberland a atornii i law wit Manx jentrii an hiis maia Ann Dikson,39,68
Es kapitel citii a' [[Oslo]].,Es kapitel citii a Oslo,5,30
"Bergen, Trondheim, Stavanger, Drammen, Kristiansand an' [[Harstad]] esa big citiis i' Norwaii.",Bergen Trondheim Stavanger Drammen Kristiansand an Harstad esa big citiis i Norwaii,12,32
A bilding i' dem tings like a [[haus]] or [[brij]] made by salan.,A bilding i dem tings like a haus or brij made by salan,13,73
" esa kuntrii i' eist Asya, north a' [[Shiina]] an a' south [[Rusha]].",esa kuntrii i eist Asya north a Shiina an a south Rusha,12,62
Es kapitel a' [[Ulan Bator]].,Es kapitel a Ulan_Bator,4,38
"Diplazium australe es a' letl fern okkyuurrin i' eistern [[Ostrielya]], [[Nyuu Ziilan]] an [[Norfuk Ailen]].",Diplazium australe es a letl fern okkyuurrin i eistern Ostrielya Nyuu Ziilan an Norfuk Ailen,15,49
Endonesya esa kuntrii i' [[Asya]] an [[Osheania]].,Endonesya esa kuntrii i Asya an Osheania,7,24
"Barack Hussein Obama II ([[Orgas]] 4, 1961) wos t' 44th President o' t' Yunitid Staits.",Barack Hussein Obama II wos t th President o t Yunitid Staits,12,5
"Saint Vincent a' t' Grenadines esa ailen kuntrii i' [[Etlantic Oshen]], i' t' karibiyen.",Saint Vincent a t Grenadines esa ailen kuntrii i Etlantic_Oshen i t karibiyen,13,51
"Toples esa stait o' biin f' a' woman daa haufs nor top ([[shirt]] an [[bra]]) i' pablik (ulla at liist haufin hir briists, nippls an' areola eksposud).",Toples esa stait o biin f a woman daa haufs nor top i pablik,14,12
"T' [[Medl Eist]] an' Sowth Asya ar eksampels o' kuntriis wer daa es nor akseptiid, waael [[Urup]] es mor akseptiin'.",T Medl_Eist an Sowth Asya ar eksampels o kuntriis wer daa es nor akseptiid waael Urup es mor akseptiin,19,52
"A' t' Wiktoriyan Era, women's modustii wos konsaaider'd musa importaan b' Urupin sosietii, espeshali i' t' [[Yunitid Kingdum]].",A t Wiktoriyan Era womens modustii wos konsaaiderd musa importaan b Urupin sosietii espeshali i t Yunitid_Kingdum,17,12
Otha eksampels o' sosietiis daa aksept toples ar mani iindiijunuus piopel around t' [[Erth]].,Otha eksampels o sosietiis daa aksept toples ar mani iindiijunuus piopel around t Erth,14,12
"Toples women ar a' promineent paat o' t' seks industrii, wich haufs posibli kontriibyuut'd a' t' biiliifs o' dem huu disagrii [[wit]] t' praktis i' t' west today.",Toples women ar a promineent paat o t seks industrii wich haufs posibli kontriibyuutd a t biiliifs o dem huu disagrii wit t praktis i t west today,28,12
Melban esa citii i' [[Ostrielya]].,Melban esa citii i Ostrielya,5,60
Es kapitel a' stait a' [[Wiktoreya]].,Es kapitel a stait a Wiktoreya,6,21
"B'for dem [[Urup]]ean liiwd defe, t' siit o' Melban a' t' Yarra Riveh s' enhabit a' dem Wurundjeri Aborijinal salan.",Bfor dem Urupean liiwd defe t siit o Melban a t Yarra Riveh s enhabit a dem Wurundjeri Aborijinal salan,20,12
Serbyan esa major [[laenghwij]] a' [[Serbya]].,Serbyan esa major laenghwij a Serbya,6,2
It es liik Slowenyan an [[Rushan]].,It es liik Slowenyan an Rushan,6,57
"Montehermoso ([[Spanish]]: ""Montehermoso"") esa toen i' Spain, en t' prowins o' Cáceres, i' Extremadura.",Montehermoso esa toen i Spain en t prowins o Cáceres i Extremadura,12,16
Es kapitel a' [[Nuku'alofa]].,Es kapitel a Nukualofa,4,38
Sowth Ostrielya esa stait i' t' sowth o' [[Ostrielya]].,Sowth Ostrielya esa stait i t sowth o Ostrielya,9,22
T' kapitel citii es [[Edelaid]].,T kapitel citii es Edelaid,5,67
Sidni esa citii i' [[Ostrielya]].,Sidni esa citii i Ostrielya,5,60
"Konrad II (1074—1101; Doich: ""Konrad""; [[Italiian]]: ""Corrado di Lorena"") waas kwiin a' [[Doichland]] (1087—1098) an' kwiin a' [[Italii]] (1093—1098).",Konrad II waas kwiin a Doichland an kwiin a Italii,10,57
"José Pedro Varela (19 [[Maach]] 1845 - 24 [[Oktoeba]] 1879) wos wun Uruguayan sociologist, journalist an politician.",José Pedro Varela wos wun Uruguayan sociologist journalist an politician,10,10
"Billii Aelish Paaerat Baiird O'Konl ([[Inglish]]: ""Billie Eilish Pirate Baird O'Connell"") (Desemba 18, 2001, Haeland Park) esa wun Merikan singaa an model.",Billii Aelish Paaerat Baiird OKonl esa wun Merikan singaa an model,11,74
Endora esa kuntrii i' [[Urup]].,Endora esa kuntrii i Urup,5,66
"Ratibooer ([[Poelish]]: ""Racibórz""; Doich: Ratibor) esa toen i' [[Poeland]].",Ratibooer esa toen i Poeland,5,23
Major league soccer Esa men's football league located I T Yunaitid Stiets An [[Kaneda]].,Major league soccer Esa mens football league located I T Yunaitid Stiets An Kaneda,14,59
"T league has 22 clubs: 19 I T u.S., An three I [[Kaneda]].",T league has clubs I T uS An three I Kaneda,11,55
"Tajikistaan esa kuntrii i' Sentril [[Asya]], north a' [[Afganistaan]].",Tajikistaan esa kuntrii i Sentril Asya north a Afganistaan,9,24
"Alis Springs (, ) esa sekan biges citii en t' [[Northan Teritrii]] o' [[Ostrielya]].",Alis Springs esa sekan biges citii en t Northan_Teritrii o Ostrielya,11,29
[[Pontifex maximus]] (Leten) wos t' chiif.,Pontifex_maximus wos t chiif,4,55
Roemaansh es t' [[laenghwij]] spoekn b' t' mownten mehn a' [[Switsaland]].,Roemaansh es t laenghwij spoekn b t mownten mehn a Switsaland,11,45
Ets t' 4th [[laenghwij]] of [[Switsaland]].,Ets t th laenghwij of Switsaland,6,64
"Thu uthurs ar [[jirman]] ulla doich, [[french]], an [[italiian]].",Thu uthurs ar jirman ulla doich french an italiian,9,10
"Echar ([[Slowarkyan]]: ""Ečer""; Hungriian: ""Ecser"") esa willaj i' [[Hungrii]].",Echar esa willaj i Hungrii,5,73
"Ets neya o' t' kapitel citii o' t' kuntrii, [[Budapest]].",Ets neya o t kapitel citii o t kuntrii Budapest,10,6
"Nyuu Kaledonya ([[French]]: ""Nouvelle-Calédonie"") esa gruup a' ailen a' [[Frans]] i' t' [[Pesifik Oshen]].",Nyuu Kaledonya esa gruup a ailen a Frans i t Pesifik Oshen,12,41
T' kapitel citii es [[Numea]].,T kapitel citii es Numea,5,67
T' siisen a' kam aafta [[spring]] an afor [[ortam]].,T siisen a kam aafta spring an afor ortam,9,25
"En ar sauthen hemisfiya 's miek ap a' [[Disemba]], [[Jaenyuweri]] an [[Febyuweri]].",En ar sauthen hemisfiya s miek ap a Disemba Jaenyuweri an Febyuweri,12,26
"Childe Hassam ([[Oktoeba]] 17, 1859 – [[Orgas]] 27, 1935) wos wun Merikan peinta, es bin noht f' hii citii a' kostel em siin.",Childe Hassam wos wun Merikan peinta es bin noht f hii citii a kostel em siin,16,68
Henderson Ailen esa [[ailen]] i' t' [[Pesifik Oshen]].,Henderson Ailen esa ailen i t Pesifik Oshen,8,27
Es oend bai [[Pitkern Ailen]].,Es oend bai Pitkern_Ailen,4,3
"Detroiit ([[Inglish]]: ""Detroit""; [[French]]: ""Détroit"") esa citii i' t' [[Yunitid Staits o' Merika]], ner t' bord w' [[Kaneda]].",Detroiit esa citii i t Yunitid_Staits_o_Merika ner t bord w Kaneda,11,11
Madagascar esa ailen kuntrii i t'Indien Oshun ner [[Afreka]].,Madagascar esa ailen kuntrii i tIndien Oshun ner Afreka,9,51
London ulla Landon es t' [[kapitel citii]] a' [[Ingland]] an t' [[Yunitid Kingdum]].,London ulla Landon es t kapitel_citii a Ingland an t Yunitid Kingdum,12,43
"W' an estimatid 8 538 689 salan i' 2013, London es t' mas popyuulos citii i' t' Yunitid Kingdum an t' sekan popyuulos citii i' [[Urup]] (afta [[Moskou]]).",W an estimatid salan i London es t mas popyuulos citii i t Yunitid Kingdum an t sekan popyuulos citii i Urup,22,68
"Vicente Costalago (Chabi) esa Spanish writer in [[Lingua Franca]] Nova, Interlingua and Interlingue.",Vicente Costalago esa Spanish writer in Lingua_Franca Nova Interlingua and Interlingue,11,12
"Medisin ([[Leten]]: ""medicina"") esa [[saiens]] an practik o' dem daiagnosis, terapii an prevensun o' disiises.",Medisin esa saiens an practik o dem daiagnosis terapii an prevensun o disiises,13,68
"Numea (""[[French]]: Nouméa"") es t' kapitel a' [[Nyuu Kaledonya]].",Numea es t kapitel a Nyuu_Kaledonya,6,58
 esa studeh a' [[laenghwij]]es.,esa studeh a laenghwijes,4,2
Budism staat esa i' [[Endya]].,Budism staat esa i Endya,5,57
"[[Colleen McCullough-Robinson]], , wos an Ostrielyan author.",Colleen_McCulloughRobinson wos an Ostrielyan author,5,55
T' Tal' o' Eserbeyjan esa a' ofishol symbol o' t' kuntrii o' [[Eserbeyjan]].,T Tal o Eserbeyjan esa a ofishol symbol o t kuntrii o Eserbeyjan,13,28
Ets t' ofishol laenghwij o' dem Cook Ailen an esa indijenus laenghwij o' t' Realm o' [[Nyuu Ziilan]].,Ets t ofishol laenghwij o dem Cook Ailen an esa indijenus laenghwij o t Realm o Nyuu_Ziilan,17,45
"[[Dem Kuuk Ailen]] Maaori b' kam a ofishol laenghwij o' [[Dem Kuuk Ailen]] i' 2003, but haufs no ofishol stetus i' [[Nyuu Ziilan]], despiit t' fakt tat [[Nyuu Ziilan]] es signatorii t' t' Yunitid Nayshuns Declarayshun a' t' Riits o' Indijenus Piopels.",Dem_Kuuk_Ailen Maaori b kam a ofishol laenghwij o Dem_Kuuk_Ailen i but haufs no ofishol stetus i Nyuu Ziilan despiit t fakt tat Nyuu Ziilan es signatorii t t Yunitid Nayshuns Declarayshun a t Riits o Indijenus Piopels,37,73
Pukapukan es konsidir'd b' skolars an' talas tuu t' b' a distinkt laenghwij moor rilii riilated t' Sāmoan and Tokelauan t' [[Dem Kuuk Ailen]] Maaori.,Pukapukan es konsidird b skolars an talas tuu t b a distinkt laenghwij moor rilii riilated t Sāmoan and Tokelauan t Dem_Kuuk_Ailen Maaori,23,73
"Dem dialekts o' t' Iist Polynesian warietiis o' [[Dem Kuuk Ailen]] (colectivlii refirr'd t' as [[Dem Kuuk Ailen]] Maaori) ar: Dem Cook Ailen Māori es rilii relatid t' Tahitian an Nyuu Ziilan Māori, an deir es a degrii o' mushual intelijibilitii wit' both o' dese laenghwijs.",Dem dialekts o t Iist Polynesian warietiis o Dem_Kuuk_Ailen ar Dem Cook Ailen Māori es rilii relatid t Tahitian an Nyuu Ziilan Māori an deir es a degrii o mushual intelijibilitii wit both o dese laenghwijs,36,68
Suva es t' kapitel an biges citii i' [[Fiijii]].,Suva es t kapitel an biges citii i Fiijii,9,71
 esa ailen kuntrii i' [[Asya]] a' [[Urup]].,esa ailen kuntrii i Asya a Urup,7,8
Es kapitel a' [[Nikosia]].,Es kapitel a Nikosia,4,38
