	Clean_Content	Human_Label
8356	with yestade akpako, frank lampard don be first coach wey lose him first champions league match wey he dey in charge – 10 befor befor coach win dia own, only one chop ogbono and na gianluca vialli against milan for 1999. (opta joe)	positive
7597	see 's champions league squad. evri bodi wey you know dey inside na jus say wizkids billy gilmour, george mceachran and mac guehi dey the list. na only van ginkel wey dey woundjure no make am:	positive
6852	line up na like dis we go start match against  for dis night europa league gbege! ️	negative
5564	50' na perotti tear net for to lead but belloni com eqwalise for arezzo... di two goals na penarity. 1⃣-1⃣	positive
10067	today na match day! we get manure to scatter for stamford bridge!	positive
4247	una dey happy today sha. dem dey share money for manchester?	positive
2830	crocodile bite man wey put hand for wrong side of glass for crayfish party for sweden	negative
7552	chairmen dem!	positive
9357	players wey dey ground for oga paulo tomorrow as we dey follow sassuolo enta one trouser - henrikh mkhitaryan and nikola kalinic dey our squad for di fess time!	positive
10209	na our last post tonight, na our player ratings ontop : de gea 5 wan-bissaka 3 maguire 3 lindelof 6 (goal) williams 3 pereira 2 fred 3 mata 1 martial 3 rashford 5 (assist) james 5 bench: shaw 1 lingard 2 ole: e no get game plan, 1.	positive
8533	na dis team we miss pass for ! the team too complete, everywhere na stew!	positive
9418	78' diaaaaaaaa fadaaaaaa. na 2 kondo. na captain america tear net. he first drive enta crystal palace 18 box con give batshuayi ball, wey faya am but e hit one player for leg, con go high, but pulisic fly like captain america con nod the ball enta net.	positive
13862	una too much. thanks a bunch say you join bbc pidgin live coverage of di ministerial swearing-in.	positive
7120	you realize say wen goment order social distancing sake of covid-19 e mean say no more flexing?	neutral
8433	2019 in nigeria president muhammadu buhari and im deputy, professor yemi osinbajo don take dia oath of office as elected president and vice president of di federal republic of nigeria for second term	neutral
1725	good morning to you dis fine monday! we know say weather hot, abeg reason dis proverb. tell us wetin e mean and you sef fit send your own.	neutral
13342	hahaha. the legend dia na didier drogba, we jus put the odas dia to bring dem up.	positive
13108	24' zouma dey down afta dey tackle am.	neutral
13607	nigeria goment admit say di border closure exercise don make food cost for di kontri.	negative
7260	roma pidgin admin sisters get one padi wedding to attend today. di asoebi too bam	positive
4465	43' chai! genoa eqwalise again. criscito tear net wit penarity. 2️⃣-2️⃣	positive
2078	jesse lingard dey leave , na why e make mino raiola hin agent. jesse fit go ac milan. [sport italia]	positive
5461	frank yarn say toni rudiger no dey tomoro game. 'toni bin woundjure. na small groin gbege dey worry am and he go go for scan later today.'	positive
423	he gats work hard to replace pulisic.	positive
1637	aj wants  next 🥊 despite his impending fight against andy ruiz jr.  is already thinking about…	neutral
10564	why red wine dey good for your belle	neutral
6118	di african women wey dey di bbc 100 women 2019 list.	neutral
12042	naija pipo how far na? may 29 go start di secord term for  but how citizens see di mata of for ? tok your own join.	neutral
9270	lucas moura don wakka, eriksen don enter.	positive
2594	buhari fail to convince tribunal say atiku from cameoon	negative
1431	11' abraham faya him shot go wide afta he collect pass from kante.	positive
11750	see di ten big tori wey make headlines from 2010 to 2019	neutral
8043	why i never form cabinet - gov wike	neutral
10478	dat bakayoko pass na bluetooth!	positive
799	lampard con praise michy batshuayi for the hard work wey he don show dis month, con say he don make impact alredi for games against wolves and liverpool before him scatter net two times tonite.	positive
6222	no be my duty to confam or deny marriage proposal rumour'- aisha buhari	neutral
13896	e no mean say degea go still kip next match. kepa get class wey degea neva enta dis season.	positive
6321	tiger wey escape from wildlife park run enta pesin house go sleep for im bed	negative
9783	whale meat dey good for you?	neutral
12233	listen if u never sleep	positive
12522	how we go take forget our one and only essien michael today? impossicant! hapi baidae oga essien michael! oya dash dem, awon fans!	positive
4550	matchday! 🆚 napoli serie a stadio olimpico 3:00pm (naija time) twitter &amp;  dem go head am!	neutral
2925	nigeria don record, dia 1st death for di kontri. pesin na one 67 years old man wey return from uk afta medical treatment.	negative
6378	the moment wey you realize say chris smalling na bully inside box. na why e fit score headers. the guy na mumu sometimes but e don play key role for some mad united comebacks.	positive
10292	omo, see group of death.	negative
4132	george weah: thousands wan protest against liberia presido	negative
12262	oya! time to shine ọpọlọ eyes look di new abracadabra jersey wella... skemp all di pictures of di 🆕 jersey for hia ️	neutral
10450	uk police still dey kweshon di driver of di cold room lorry wey carry 39 deadi bodi for essex.	neutral
280	volodymyr zelensky: how comedian win election to become presido for ukraine	positive
10989	you say? 🤦‍️	neutral
8400	cameroon bonakanda radio presenter don free from ‘separatists’ dia hand	positive
5930	oga don show, see wetin him yarn.	positive
9603	shey you won beta news ? you wan hear news wey dey happen for diaspora . you you wan hear that local news? entertainment gist wey carry level tune in every day 3pm. 6pm . 8pm . as  go dey give una beta…	positive
9152	we go score another goal	positive
11371	ghana district assembly elections record low voter turnout despite hon aponkye social media hype	negative
6106	54' diaaaaaaa fadaaaaaa! 2 kondo. willian throw one kain pass give fada abraham wey throw assist give pulisic wey brush the ball inside net. the whole usa go catch fire now. captain america dey form.	positive
4635	ft: 1 vs leicester city 1. mason mount scatta net for chelsea but ndidi no gree us carry 3 points. ginjah and morale don fall ooo! season still far and chelsea hand dey shake.	negative
10184	why death of sojas for dey pain of	negative
755	women's world cup: nigeria super falcons don crash comot against germany	negative
13042	climate change: scientists wan try fix earth climate through different method	neutral
5596	everi day for di tiff one day for di owner' port harcourt hotel killing: police gbab man wey wan strangle one woman wit towel	negative
9381	"nigga learnt the act of accurate ""sliding"" the hard way"	neutral
4280	goooooooal!!! džeko make am 2-kondo for us from near post! 2️⃣-0️⃣	positive
2391	a true great... giuliano taccola ️	positive
6235	good luck to di two players for dis month  lorenzo pellegrini and nicolo zaniolo! 🇮🇹	positive
13102	dis na di moment wen prof. orunwese declare david lyon as winner of bayelsa election. pdp no gree sign result sheet as dem say election no hold for bayelsa.	negative
2919	ghana goment no sort 'double-track' teachers dema salaries five months now since dem start work	negative
6130	45' wetin dey do batsman for dis match? he jus dey nod rubbish since dis match start. see chip wey reece james table for am, he nod am commot.	negative
159	faan suspend aviation security ogas on duty wen 'strange man' climb plane	negative
11024	police charge couple wey spend mistake credit alert of $120,000 (43.3 million naira)	negative
399	️ today na matchday 🆚   fatih terim stadium ⏰ 6:55pm (naija time) ⃣	neutral
11432	67' barkley dey enta for mount.	positive
2885	32' omo e be like say dey swear for alonso why you dey shook am elbow? ref mercy for am, him give am mtn instead of airtel.	neutral
9453	angel gomes and tahith chong fit leave manchester united next year. [telegraph]	positive
584	"""i no go stop till every nigerian wey wan comot south africa return"" - allen onyema  see full tori and video hia"	positive
13493	7' match neva start jorginho collect mtn.	neutral
12075	human rights watch say make un security council shine eye for violence for cameroon	negative
3791	parents of kazeem tiamiyu, di remo star player wey die during gbege with police for shagamu tok to bbc about dia pikin and im death.	negative
12342	jesse lingard don injure, no wound o. we no wan make pereira return back to starting xi	positive
9132	afta fada abraham vex for the rating wey ea sports fifa give am, willian don para him own as he post for him ig tori. omo, willian know the rating wey him mates dey get, as him yarn, him control half, hazard control the oda half inside the years two of dem play togeda.	neutral
11332	facebook, instagram, whatsapp eerience small palava	negative
287	cameroon soldiers say dia boss order dem for kill mami and pikin for far north'	negative
4755	and  on hosting duties, dis one go make sense o	positive
11452	brazil confam friendly wit nigeria and senegal for october	positive
4226	check di kogi and bayelsa election results from inec	neutral
13904	71' ref dash blind mtn plus airtel, he collect two dey commot. ajax players try make noise but ref no send dem. jorginho collect ball convert am from penarity spot. na 3-4. hope dey!	positive
6110	ole ontop the semi-final: “you wan win trophies now. we hope say we go knack man city home &amp; away.”	positive
2247	former prisoner alice johnson go model kim kardashian west underwear	positive
904	notre-dame cathedral: macron don promise to rebuild di 850 year old popular building for paris	positive
11003	join us giveaway dey come soon	positive
729	batsman goal be dis. him sharp.	positive
8931	37' zouma no dey ready for dis match. ref dash am mtn make he call him village pipu make dem free am.	neutral
9083	see di list of kontries wey don suspend boeing 737 max 8 aircraft	neutral
7397	stop di stigma: make pipo start to dey get mind to tok. pesin wey dey struggle wit dia mental health no suppose dey feel shame. ‹	neutral
13369	lampard don show for him press conference, make he yarn us how we go take hama liverpool.	positive
11852	gunmen want 'n50 million' ransom to release kano chief	negative
13387	if juve wan collect chong, make dem come collect am. we go even pay them to take am.	positive
5528	lagos state assembly say dem no give ambode approval to buy dis buses, how una see di mata?	negative
2519	jaguda pipo kill, burn reverend father for taraba	negative
3609	jimenez don enter o, put rashford	positive
5873	helicopter jam plane for mallorca, kill seven pipo	negative
12567	we no fit forget dis day! na for dia stadium, we carry champions league for the first time.	positive
7539	yaya toure say 'fans no get sense like before' na im make racism worse	negative
3906	na alonso cost us first goal. pipu no hate am, naim performance give am the worst player of the nite; he no try at all yestade.	neutral
5771	gabigol dey come!	positive
1847	skemp all di goals and ogbonge moments from yestaday match. ️	positive
8499	dem say follow who know road. but abeg if you wan follow who know abeg abeg you too try make you get transportation money abeg. e get why . listen via  you fit…	positive
7005	twitter team of di day na italo women team  as dem dey play dia fess  today for france! we get 3  for di team - elisa bartoli,  &amp; annamaria serturini, wey be dia youngest player. 🇮🇹	positive
6205	22' fares don tear net for spal. 1-0	positive
4072	manchester united get fine babes sha.  no be like chelsea wey pack wor wor babes.	positive
6507	"duchess of sussex ""meghan markle"" don born baby boy"	positive
3902	we love you back to sender! 🤗	positive
3198	tyson fury v deontay wilder ii go happun on 22 february for las vegas	neutral
5308	a packed house for this one tonight!	positive
12706	game of thrones creator don collabo wit netflix to do new shows	positive
7816	king  don score plenty fine fine goals for di derby, but na which one of dem sweet your belle pass? run enta snapchat to go see dem now! ️	positive
10149	if you wan beat ole gunnar solskjaer, play 'deep block and counter'	positive
5732	"zaniolo yarn after di match: ""we bin wan win di match but fiorentina sef na sabi team and dem make am hard for us wella. now we gaz look front, na sampdoria next - we still get like 8 matches wey remain wey nid win."""	neutral
11283	16' alonso no guide him header go ajax net.	neutral
1436	78' batsman don enta for fada abraham.	positive
11877	you fit remember grace. for 2018 she bin show inside series ‘sex and the sugar daddy’.	neutral
5043	make you reason dis proverb wey davinson saint bring dis morning. how you see am? no forget to send us una own.	neutral
13876	the match don start.	positive
8176	morocco become di first african kontri wia dem go use di video assistant referee technology (var) for african domestic match.	neutral
1443	respect to una!	positive
9481	di seventh batch don take dia oath of office. who dem be? babatunde fashola mohammed h. abdullahi zubair dada olamilekan adegbite tayo alasoadura	neutral
4131	no be so. you no hear oga frank talk. we don retweet the video already, watch am.	positive
13969	authorities don confam two more deaths for australia fires	negative
1641	"""our main main target na say make we finish for top four to fit qwalify enta uefa champe."" oga paulo don alreadi dey inside 2020 dey arrange plans down for di team. ️"	positive
3155	we go win!!!	positive
10768	amnesty international want buhari to end death sentence for nigeria	neutral
6216	hapi baidae to presidio george weah wey turn 53 today.	positive
9861	kaffy say if goment know di importance of dance sef dem go put am for curriculum	positive
7649	police say dem discover 'baby factory' rescue 19 pregnant girls for lagos.	positive
6633	kontri pipo good morning! today proverb don land! segun ajibuwa na im send am, you sef send us your own.	neutral
3063	tiemoue bakayako don yarn say no be him village pipu cause am say him go back to monaco onto i.t. from chelsea, the project wey monaco get to do dis season sweet am for bodi naim make move go dia shapaly.	positive
5686	buhari campaigner para as eu final report fault nigeria 2019 election	negative
1840	brazilian winger lucas piazon, 25, dey rusg go portugal as rio ave dey wait for am. na anoda i.t.	positive
6727	dem red devils need to start a new winning run sharp sharp if dem wan rejoin the race for place for . shey this game go be that start point for them? predict the outcome of the match:  follow:	positive
8810	ghana court charge nine alleged ‘coup plotters’ plus treason	positive
13374	lampard con throway salute give christensen and zouma as dey ginjah for back and also believe say jorginho and kovacic 'run the game' for midfield, as dey helep set the tone for how him team play.	positive
13391	my old show on  if you hear ya song here don’t say i never support; it’s the other…	neutral
13095	england squad list don show! naija fans no go like am but no lele, no shaking, nothing spoil, man gats survive! abraham and tomori don waka lass lass! bad as e be man go wak.	neutral
1340	don declare govnor el-rufai winner for kaduna state	positive
6001	from maryam sanda wey court sentence to death by hanging sake of say she kill her husband, to oda big tori wey trend dis week. dis na for di week.	negative
8735	dem talk say say wan pay €60m + €10m as jara for bruno fernandes [o jogo,	positive
630	why dis area for nigeria dey get 24 hours light	neutral
12113	you no even give am levels, na asante kotoko naim you wan package am go. haba!	neutral
12983	var talk say na offside.	neutral
1852	to celebrate , has compiled a 70-track playlist of great music fronted by female artists. from…	positive
13255	watch di highlights dem - plus including all 1 - 2goals - as oga paulo team win dia fess training match of pre-season... ️	positive
2568	i love pidgin na our own way of telling the story . tune in listen via	positive
2704	ijegun fire: '12 of my relative burn inside di pipeline elosion'	negative
3338	make we focus on wolves &amp; liverpool. we gats beat both of them!	positive
7512	reece james abeg	positive
8759	pawpaw meme from nollywood dey burst pipo brain	positive
10615	we don set our team for gw23 in  this league na die next season, na n700,000 dey up for grabs! ⏳	positive
2520	*claps hands*	positive
13443	naija boys it don’t get no better	positive
10640	na inter milan, sir.	neutral
4381	france 2019: cameroon lionesses coach drop best scorer for league for e 23-man list	neutral
1469	martial pass give james, e give am back inside box, city person wan mark am but e use yansh, give am body, e dress am,…	positive
1735	international kwestion	neutral
6871	greatfull on the street of gbagada giving back to the society . we go flood the timeline today. the kids are happy we dey happy listen via	positive
11513	brexit: theresay may cry tears wen she resign as british prime minister	negative
11512	players don arrive for training. eric bailly don dey go use toilet.	positive
489	nine main areas nigeria wan focus to drive her foreign policy.	neutral
8184	faan say di 'strange man' wey climb plane for lagos airport na from niger	negative
5642	man united dey give us joy ️	positive
4173	so the teams wet qualify to the next round na : ajax, manchester city, manchester united, fc porto, juventus, tottenham hotspur, liverpool and barcelona. we dey await qf draw on friday	positive
4334	bashir ahmad delete claim say police rescue kidnap victims	neutral
10187	world cup: be 'favourites' for race to host 2020 under-20 's event	neutral
12304	we get bluefest on 18th august, 2019 for o'jez restaurant &amp; bars surulere, e near national stadium. just wear your jersey come dat day. evri evri dey for you dat day. you go see j. martin &amp; segun arinze live.	positive
5995	"keane: ""dem dey play like man united. dem dey attack. the 2-0 wey dem get now, dem deserve am."" [sky]"	positive
7115	do you know you can make money with pidgin radio . and you can use this as a side hustle. pidgin radio. is hiring marketers. don't just sit at home . make money. if you are interested fill in the form. send a…	neutral
6500	55' pedro bin get one small woundjury.	negative
12425	people don dey tok say e dey fair say dem no dey ask di nominees of di no dey ansa any correct questions on wetin dey fit do. how you see am?	neutral
11378	one woman wey appear inside one viral video wey show as she flog one boy, lock am inside dog cage, don tok why she do am.	negative
11882	buhari don fire nhis oga usman yusuf	negative
822	68' var cancel for hand ball. na 1 kondo be correct score.	positive
5231	bonjour 237 why ah wan komot from 'darkness' - onguéné gabrielle	neutral
9278	“it’s the roma blue kit!”	neutral
11273	wetin you suppose sabi about saraki ile arugbo wey goment demolish for kwara state.	negative
10030	di truth be say if any global wan eand now, africa be di way.	positive
5544	how secret investigate ee sexual harassment by lecturers for west africa big-big universities. see full video hia	negative
9443	xenophobia: nigeria goment neva take plenti steps ontop di attacks - eert	negative
4054	una dey mad!!!!! 2-0 rashford don burst their yansh again, na greenwood do assist.	positive
8958	life na jeje! dey always hold your side. the oda side no dey dey sharp as pipu dey try paint am. dey hold your side.	positive
539	shame suppose dey catch ed woodard. e dey when liverpool be mumu club, but na their signings transform them. e still dey sign in zig-zag manner. if say united dey put football as priority, we no go dey miss pogba’s absence.	positive
6992	una good morning dis	neutral
516	"when you hear codest baba.. sabi person. watch as codest boy  carry body come studio with the  as he dey yarn us how he take get the name ""codest"" and wetin make ham ft…"	positive
5070	lampard senior am	positive
3661	this as we dey jam you beta gbedu as you dey make you dey hear the lastest gbedu wey dey trend l…	positive
10203	na aaron wan-bissaka’s babe be this	positive
7006	10' mason mount throw pass enta but liverpool back men no gree.	positive
1020	ht: valencia 1 vs 1. no dull moment at all. chelsea no come spain to count bridge. as far as we get man like kovacic, nothing go do us.	positive
660	seven away wins on the bounce! good morning, blues!	positive
8397	rudiger we dey miss you ooo!	positive
4394	operation hadarin daji: nigeria army don kill jaguda pipo leader for zamfara	positive
12184	man united na the best club!	positive
12258	according to bbc, ashley young to inter milan go happen when season end. we wan thank am for hin amazing time with man united. ashley young na fighter, e no dey give up! at , e don play as st, am, rw, lw, rb, lb. we appreciate am!	positive
13965	dey don lift am	positive
13173	mata ontop hin goal: “e make sense and i hope say i fit do more sha. i dey happy with the penalty and i dey happy with the way the team take perform. the 10 days don make sense but we get big match on sunday against everton.”	positive
12883	drinkwater lass match for na for march 2018 when chelsea chop one kondo for man city hand. yestade him play for burnley con do one mistake as he wan tackle wey sunderland convert, con knock dem commot from league cup. chai, we enta one chance with drinkwater?	negative
11397	we sef dey try win all di matches wey we play. to get 3 points no be beans. but wetin you go dey see for mentions all di…	positive
9591	angle gomes! we don miss you!	positive
10969	rivers state governorship election: police stop rivers protest afta wike ban	positive
6998	no be that year we dey abeggi. una don forget say ole no fit beat wolves??	positive
9655	you know sey e be ghanaian dancer  aka michael amofa create de viral ‘kupe’ dance challenge? global entertainer, janet jackson saf do en ‘pilolo’ den ‘kupe’ dance moves all for performances inside.	neutral
1145	"our moment wey make sense pass for decade na... 🥁🥁🥁 ️ ""roma don tanda from dia gbege!!!"""	positive
978	nigeria don sign agreement wit germany to help solve light problem	positive
10428	au don give sudan military final warning	negative
5466	frank start first to yarn say antonio rudiger no go play tomoro game but yarn say christensen train with the squad today and don come back, fit play too. giroud don come back afta him sick.	positive
10195	omo, we too soft for front we no get teeth to bite anybodi.	positive
7769	baba passion	positive
8848	solskjær ontop the players wey fit face wolves: “paul dey out, axel, eric, tim dey close but dem no dey ready for am, rojo no dey ready self. some niggles dey, well no be niggles, na illnesses and colds, and e dey normal for this period.”	positive
10365	‘di place wey we dey go dig far, and e dey very risky.' one of di women wey dey di pottery center for , nigeria capital follow share how di women for di community dey empower demsef as dem dey keep di tradition of clay pots alive.	positive
8566	city and spurs chop ogbono, belle sweet us wella but see why city lose the goal wey for make dem win the match. premier league don yarn say if you try score &amp; you or anoda player hand touch ball, weda una know or una no know, var go cancel am.	positive
2567	39' see sweet sweet balling wey dey totori belle from ! dzeko bin dash florenzi ball for post front but di defender bude am over di bar! ‍ 2️⃣-0️⃣	positive
9495	wan bissaka you be monster!!!!	positive
8604	you fit see plenty more tori ontop di protest for different parts of nigeria for hia	neutral
13357	barack obama say women better pass men well-well	positive
13580	we think say sterling don score! but wan-bissaka no gree!! this guy na area boy, e no dey gree!!	positive
734	sometimes, i dey feel for ole gunnar solskjaer. this kind united board sha, dem fit frustrate any manager. pogba fit sly us go real madrid if dem no sit up, mctominay dey two months injured. matic self fit leave us. but our united board never sign anybody yet.	positive
4591	na our squad wey wan face az alkmaar: romero, grant, kovar, laird, tuanzebe, jones, maguire, williams, young, fred, mctominay, pereira, garner, matic, mata, martial, greenwood, chong, rashford [men]	positive
10376	80' na 10 minutes remain inside dis one. we still fit see more goals so? 1-0	neutral
8560	god bless you for being part of the dream your hard work i promise we bring the show back next year big n beta . we doing the top20 african hits . bless we love	neutral
4176	we go all end with 11 points. we beat ajax for dia home.	positive
2680	somewhere in lagos, a fan, biola kazeem dey write hin draft and e go dey pray for united to lose tonight so e fit post am.	positive
846	eastern conference play off, milwaukee bucks beat toronto raptors 108- 100. this na the first game for the playoff.	positive
11938	"""my height na blessing from god."" 🇳🇬 hia as life take be for nigerian hafeez agoro wey tall sotay.... e no easy to enta house or find cloth size. im wan teach pipo about how life be for 'giant'.  | via"	positive
738	breaking tori: president buhari extend tenure of acting cjn	positive
4999	supreme court dismiss apc application to review judgement	neutral
6729	"we dey premier this new song. 12pm today . ""unleash"" by  x  x  x  listen via  or dl app on play store . cc"	positive
9167	three big tins buhari tell nigerians on independence day	neutral
8178	we no sabi how some united fans still dey rate ole gunnar solskjaer. 🤷‍️	positive
12995	greenwood!!!! their daddy!	neutral
3236	nigeria goment don summon south africa high commissioner over attacks	neutral
6261	maial!!!!! but na over the bar.	positive
39	“lampard na super coach, we dey play good football.” man city 2-1 chelsea west ham 1-0 chelsea na the chelsea wey u…	positive
6846	gbagam! gbagam!! gbagam!!! christians, atheists dey listen kanye jesus is king new album - see wetin you suppose know about di 11-track songs	positive
2535	brandon williams better pass wan-bissaka. wan-bissaka sabi defend, williams sabi do both (attack &amp; defend)	positive
12440	we edit am put throway dis time.	positive
7992	shiite muslims say nigeria goment order to ban dem be like comedy show	negative
13782	mens don show!	positive
289	make una no dey show us dis video naaa, no dey rememba us dis again unless you wan make wetin happen for 1901 happen again.	positive
7908	amnesty international want buhari to end death sentence for nigeria	positive
7455	cameroon don add new injection for fight measles and rubella	positive
12240	": ""na who dey run  ""i sabi di roma admin jare"" ""na my padi dey run am, hin name na..."" wetin you think? 🤔 na who?"	neutral
10280	port harcourt international airport trap passengers afta air peace plane speed pass runway	negative
4422	gooooooooooal! na which oda beta way match fit start again?! sweet goal from el shaarawy. 1-0 (9')	positive
9450	"""attacks against nigerians for south africa fit destroy african brotherhood"""	negative
10859	bayelsa pdp primaries: douye diri don win governorship ticket for di state	positive
11479	: unilag don shutdown senior staff club “cold room” warn say any oda lecture of di school wey face show full video go chop suspension. full tori dey hia	positive
1495	olivier giroud and michy batshuayi fit commot from during january transfa window. (sky sports) e sure for giroud, e no too sure for batsman.	neutral
11719	how sleep take dey happen, abeg? 🤔	neutral
10284	so you even know how many oyibo we won learn pidgin. our oga dey make ham training oyibo how to speak pidgin	positive
6739	six teams fit qualify for di round of 16 of uefa champions league with two games to spare afta matchday four.	neutral
13343	only one winner!	positive
2660	we wan chop chicken, make una show face.	positive
6972	: federal high court don direct police to release im autopsy report to im lawyers	neutral
9345	he jus sign naa	positive
12773	na john nchekwube obi mikel	positive
12552	italy prime minister, don order almost total lockdown of im very rich northern part of di kontri including im financial capital milan as dem dey try control di outbreak of coronavirus.	positive
5320	ghana confirm 4 new cases of coronavirus, total cases rise catch 6	negative
13489	hello , d body fine , how d body ? well lebanon e nor good now , but wetin for do ! and abt the lineup ,…	positive
8353	luke shaw don collect yellow for hin tackle on salah.	positive
12641	tok say im don serve one time as di chairman of  - tertiary education trust fund and say im cv only carry im academic qualification.	positive
4769	outside the result wey  dey announce for abuja, dey on trend wit wetin dey happen across naija from our live page:	neutral
2220	omo, dis record bad.	neutral
1106	liverpool fit collect 10 goals tonight. their fans go wan talk say “na academy” academy kee you there.	positive
8473	dem yarn yoruba inside dis video! try watch am. we don retweet am before, we dey do am now.	positive
13579	easy o	neutral
6876	we dey feel you. at all, at all, we chop akpako.	positive
1365	update : how school fire kill many pikins for dis w/africa kontri.	negative
2463	king  don score plenty fine fine goals for di derby, but na which one of dem sweet your belle pass? run enta …	positive
5315	coronavirus tips and tricks: bcg vaccine fit fight covid-19? keep calm read wetin we sabi so far	neutral
7500	pogba! we don miss you o	positive
6325	una feel say dis funding go dey enof to deal wit insecurity for di continent?	neutral
409	i dey evriwia!	neutral
4897	uefa don announce ⭐️  as player wey go contest with ⭐️ eden hazard and ⭐️ luka jović for europa league player of 2018/2019. abeg vote for giroud he merit am!	positive
9323	ait, raypower fm: nigeria union of journalists give nbc 24 hours to return dia licence	neutral
1331	upon say he carry woundjury for leg, he porsu evri liverpool players commot from dat middle.	positive
780	hmmmmmmm	neutral
9197	alex iwobi score im first goal for everton	positive
7148	june 12 in nigeria: mko abiola national stadium fotos on wednesday 12 june 2019 wen president buhari rename am	neutral
9678	una dey see wetin we dey saw??? dem dey yarn say na chukwueze naim dey go for or want sef! wetin you think?	positive
157	dzeko don score 88 goals since hin join for 2015/16 (total na 274), but una put firmino wey don score 68 since hi…	positive
8812	netanyahu and im rival gantz dey follow each oda bumper to bumper for israel election	neutral
1124	us open 2019: nadal don win im 19th grand slam title	positive
3178	oya! time to shake bodi small befor kickoff...	neutral
8971	so the manchester derby don come again. shey the red devils go make manchester red, like how dem do for their previous clash? predict the outcome here:  follow:	positive
9788	lampard con finish wetin he dey yarn dey talk say him get hard decisions to pick team wey go play game. 'i get selection choices for different positions. we nid a squad. some players gats vex but we nid evri one.' na so e be for baba ginjah mouth.	positive
13432	open play chances wey dem don create for premier league this season: 46 - jack grealish 25 - james maddison if …	positive
5990	tell am make hin park wella...	neutral
5638	america honour nigeria imam wey save christians from killer 'herdsmen'	positive
11500	premier league top scorer : aubameyang, mane and salah win golden boot	positive
13117	jimi agbaje say im pdp resign tori no be true, e blame 'enemies' for di rumour	neutral
12078	rich man we don see you finish	positive
13151	dear ole, i know say we no go lose, but if the devil wey dey inside phil jones manifest tonight. no shine teeth after the game. regards, muip	positive
5887	fada abraham get plenti goals!	positive
6944	e no go shock me if trend today.	positive
5832	manchester united dey target kai harvertz this january. [the athletic]	positive
10757	gbagam! gbagam!! gbagam!!! christians, atheists dey listen kanye jesus is king new album - see wetin you suppose know about di 11-track songs	neutral
6406	since your respect dey mad, collect twale wey dey craze	positive
3700	president  sign law wey ban vigilantes wit up to 15 years jail term as penalty	negative
5303	e be like say dem don dash snake airtel make he load	positive
7217	"""women no be object for dia husband hand but agent of change"""	neutral
12543	kepa save but he chop goal and him back men too protect am.	positive
7070	nigeria police don begin investigate assault case wey concern elisha abbo	positive
12514	roma pidgin admin sharp sharp 5️⃣ goat or ram? tiwa savage or genevieve nnaji? jollof rice or pounded yam &amp; efo riro? davido or wizkid? nwankwo kanu️or jay jay okocha?	positive
1861	make una score one more goal abeg. fear dey catch me.	positive
6153	buhari wedding tori no be true'	negative
10213	we want to partner with	neutral
7209	na paul pogba at paris fashion week 🇫🇷	positive
5109	na so!	positive
2179	manchester united go win arsenal today manchester united go win arsenal today manchester united go win arsenal today manchester united go win arsenal today manchester united go win arsenal today jesse lingard go score! mark this tweet!!	positive
9472	don dey eye sporting c.p. playmaker bruno fernandes again. [goal]	positive
12220	⏹️ full time sabi striker dzeko and sabi pikin zaniolo tear net as we pack 3 points inside bag dis night!	positive
3715	dis na some of di big tori wey come out from ghana, cameroon and nigeria for 2019	neutral
3789	see kasala! dis one no be ‘from russia wit love’	neutral
11030	rashford better pass messi this season. do doubt! 240s no be beans!	positive
5452	wan give willian 2 years contract. (daily mail). wetin you fit yarn onto dis mata?	positive
6046	ethiopian women dey beautiful 6.  ️ na true talk say angels dey live for africa. 🥰 guys, guess wet…	positive
13494	di truth be say if any global wan eand now, africa be di way.	neutral
6301	"oya  dey hire . ""delivery driver"" if you are base in apply. send a…"	neutral
1297	queen don agree for harry and meghan to get 'transition period'	positive
10023	congratulobia to sabi striker  as hin kolobi di  man of di match against bologna!	positive
9015	half time 1⃣-1⃣ fiorentina (zaniolo 14' - pezzella 12')	neutral
7870	emre can wan revive hin career at united. [men]	positive
7632	christen eriksen dey available for just €20m in january. [sky sports]	positive
12195	wan sign birmingham’s jude bellingham this month but hin £25m free dey block road. the boy self no wan come as e no wan dey play for united u23, as e dey their senior team. [	positive
750	fadeyi violence: police collect 10 fire arms from 33 suspected cultists dem arrest	positive
6298	live skippo de rossi dey yarn all fans bye-bye.	neutral
3268	juanville	positive
3941	di tok by goment to bring back toll gates for nigeria dey make some pipo frown face.	negative
13313	78' how we take chop dat goal? chai!	positive
10573	merry christmas from everyone at chelsea football club!	positive
9261	lampard con yarn tammy abraham dey dressing room now afta him waist scatter. he get hope say e no dey serious as dem bin fear b4.	positive
10403	na the premier league table without var. man united for be 7th	positive
506	if you still dey wonder where you go fit listen to unlimited gbedu and you be  user with just 20mb you fit listen to our radio for 2hrs non stop gbedu . listen via  or dl app for play store na just 1mb.	positive
7881	75' chelsea players no mark dia at all and rodrigo tear our net.	positive
13590	you do well oh!  you do well oh!	positive
11593	- on weda drinking alcohol fit prevent ?	neutral
11582	52' willian cross ball enta corner but dem clear am go corner. him play the corner but one back man block am.	positive
6487	head of rccg and ogbonge nigerian christian leader, pastor enoch adeboye carry placard do silent protest sake of insecurity palava inside nigeria	negative
5931	asuu leader say 'n208bn no be wetin dem demand' from buhari	neutral
