text,text_preprocessed,k10_label
"Em i gat wan holibuk, [[Baebol]].",Em i gat wan holibuk Baebol,9_4
Kween blong Niu Zilan hemi [[Elisabet II]].,Kween blong Niu Zilan hemi Elisabet_II,9_2
[[Be]] plante minista oli bin klemem se oli bin gat tru gospel.,Be plante minista oli bin klemem se oli bin gat tru gospel,9_4
Nem blong stamba hem i [[Buttons]].,Nem blong stamba hem i Buttons,9_2
Emi gat han mo [[leg]] be emi hiphop plante.,Emi gat han mo leg be emi hiphop plante,9_4
"I long [[Latvia]], Rusia, Poland, [[Belarus]].",I long Latvia Rusia Poland Belarus,9_7
"I long Ukraine, [[Moldova]], [[Bulgaria]], Serbia, Hungary.",I long Ukraine Moldova Bulgaria Serbia Hungary,9_7
"Kapital blong hem i [[Jojia]], Azerbaijan, [[Iran]], Turkey.",Kapital blong hem i Jojia Azerbaijan Iran Turkey,9_17
"Ol ofisel lanwis (toktok) blong hem i [[Hindi]], [[Inglis]], Urdu mo 21 moa lanwis.",Ol ofisel lanwis blong hem i Hindi Inglis Urdu mo moa lanwis,9_17
"- ""Қазақстан Республикасы"") i kaontri long [[Esia]].",Қазақстан Республикасы i kaontri long Esia,9_7
"I long Rusia, [[Jaena]], [[Kirgistan]], [[Asbekistan]], [[Tukmenistan]].",I long Rusia Jaena Kirgistan Asbekistan Tukmenistan,9_7
"I long Poland, Ukraine, Hungary, [[Ostria]], Czechia.",I long Poland Ukraine Hungary Ostria Czechia,9_7
[[Twitter]] i intanet saet we givim toktok ples.,Twitter i intanet saet we givim toktok ples,9_4
"Olgeta talem mesej blong [[Twitter]] ""tweet"".",Olgeta talem mesej blong Twitter tweet,9_2
"- ""Ἑλλάς"", ""Ελληνική Δημοκρατία"") i kaontri long [[Yurop]].",Ἑλλάς Ελληνική Δημοκρατία i kaontri long Yurop,9_7
"I long [[Albania]], [[Not Masedonia]], [[Bulgaria]], Turkey.",I long Albania Not Masedonia Bulgaria Turkey,9_7
Antarktik i wan [[Kontinen]].,Antarktik i wan Kontinen,9_4
"Tru Jisas Jioj i indipenden jioj wes setemap i [[Beijing]], [[Jaena]] i 1917.",Tru Jisas Jioj i indipenden jioj wes setemap i Beijing Jaena i,9_4
Panda hemi wanfala animol weh yumi nosaveh luk lo [[Vanuatu]].,Panda hemi wanfala animol weh yumi nosaveh luk lo Vanuatu,9_4
"Joij hemi takem man kolasap long [[God]], jioj hemi tijim respek, love mo fulap gud toktok blo light.",Joij hemi takem man kolasap long God jioj hemi tijim respek love mo fulap gud toktok blo light,9_3
[[Josef Smit]] i pablisim tufala stori abaot Fas Visen long taem we hem i bin laef yet.,Josef_Smit i pablisim tufala stori abaot Fas Visen long taem we hem i bin laef yet,9_2
"I long [[Ostria]], Hungary, Hungary, Croatia, [[Itali]].",I long Ostria Hungary Hungary Croatia Itali,9_7
"- ""Magyarország"", ""Magyar Köztársaság"") i kaontri long [[Yurop]].",Magyarország Magyar Köztársaság i kaontri long Yurop,9_7
"I long [[Slovakia]], Ukraine, [[Romania]], Serbia, Croatia, [[Slovenia]], [[Ostria]].",I long Slovakia Ukraine Romania Serbia Croatia Slovenia Ostria,9_7
[[Mo]] tu skul yia hemi elpem fulap man.,Mo tu skul yia hemi elpem fulap man,9_4
"I long Bosnia & Herzegovina, Serbia, [[Albania]].",I long Bosnia Herzegovina Serbia Albania,9_7
I gat fulup man long ol [[Wol]] hu oli Budisit.,I gat fulup man long ol Wol hu oli Budisit,9_7
Noryangjin Stesen i relwei stesen long [[Seoul]].,Noryangjin Stesen i relwei stesen long Seoul,9_7
"I long [[Rasia]], Lithuania, [[Belarus]], Ukraine, [[Slovakia]], [[Jek Ripablik]], [[Jemani]].",I long Rasia Lithuania Belarus Ukraine Slovakia Jek Ripablik Jemani,9_7
Muhammed no i [[God]].,Muhammed no i God,9_4
Kapital blong provins ia i [[Saratamata]].,Kapital blong provins ia i Saratamata,9_17
"""graon, [[wol]]"" mo -λoγία, ""-logia"", i.e.",graon wol mo λoγία logia ie,9_4
Susut hem wan vejetebol [[wei]] i koro lo buss olsem rop yu save kakae fruit blo hem mo ol top blo leave blo hem tu.,Susut hem wan vejetebol wei i koro lo buss olsem rop yu save kakae fruit blo hem mo ol top blo leave blo hem tu,9_5
[[Mo]] tu yu save koku susut fruit mo top blo leave wetem wan gudfala met blo yu wetem famli blo yu.,Mo tu yu save koku susut fruit mo top blo leave wetem wan gudfala met blo yu wetem famli blo yu,9_6
"Sipos komperem long narafala sta, [[San i]] no tumas big.",Sipos komperem long narafala sta San_i no tumas big,9_7
"I long Rusia, Ukraine, Poland, Lithuania, [[Latvia]].",I long Rusia Ukraine Poland Lithuania Latvia,9_7
"I blong hem i [[Montenegro]], Serbia, [[Not Masedonia]], Greece.",I blong hem i Montenegro Serbia Not Masedonia Greece,9_17
"Saens (blong Latin: ""scientia"", long 'save') i jenism mo grup long nolej long experimens mo predik olgeta [[wol]].",Saens i jenism mo grup long nolej long experimens mo predik olgeta wol,9_7
"2009, [[Jemani]] imejbod blong Krautchan.net i mekem Polanbol.",Jemani imejbod blong Krautchannet i mekem Polanbol,9_2
"I long Switzerland, [[Ostria]].",I long Switzerland Ostria,9_7
"I long [[Slovenia]], [[Hangari]], Serbia, Bosnia & Herzegovina.",I long Slovenia Hangari Serbia Bosnia Herzegovina,9_7
"I toktok blong meinwan long hem [[Yunaeted Kingdom]], Ailan, Yunaeted Stets, [[Kanada]], [[Ostrelia]], [[Niusilan]], [[Saot Afrika]], [[Jamaika]].",I toktok blong meinwan long hem Yunaeted_Kingdom Ailan Yunaeted Stets Kanada Ostrelia Niusilan Saot Afrika Jamaika,9_8
"I long [[Franis]], Switzerland, [[Ostria]], [[Slovenia]], [[San Marino]], [[Vatican Siti]].",I long Franis Switzerland Ostria Slovenia San Marino Vatican Siti,9_7
Presidens blong hem i [[Sergio Mattarella]].,Presidens blong hem i Sergio_Mattarella,9_17
[[Tanna]] sup hemi geak ; from hemi savem taem.,Tanna sup hemi geak from hemi savem taem,9_4
"kaen kaekae ia hemi includum ani enegi kakae olsem : manioc, taro , yam, mo fulap more...ol protective kakae olsem [[island]] kabbage , wite boon, soshoot, mo fulap more...meat blo hem olsem puluk, nani got, fish more fulap mo.",kaen kaekae ia hemi includum ani enegi kakae olsem manioc taro yam mo fulap moreol protective kakae olsem island kabbage wite boon soshoot mo fulap moremeat blo hem olsem puluk nani got fish more fulap mo,9_9
I kat fulap langwis lo [[wol]].,I kat fulap langwis lo wol,9_4
[[Yunaeted Nesen]] [[Yunaeted Nesen]] stap house blong olgeta kaontri.,Yunaeted_Nesen Yunaeted_Nesen stap house blong olgeta kaontri,9_2
"Oli Espiritu Santo, Malekula, [[Efate]], Erromango, [[Ambrym]], [[Tanna]], [[Pentikos]], Epi, Ambae/Aoba, Gaua, Vanua Lava, Maewo, Malo mo Aneityum/Anatom.",Oli Espiritu Santo Malekula Efate Erromango Ambrym Tanna Pentikos Epi AmbaeAoba Gaua Vanua Lava Maewo Malo mo AneityumAnatom,9_10
"[[Vanuatu]] i wan palamenteri demokrasi, i gat konstitusen mo wan presiden.",Vanuatu i wan palamenteri demokrasi i gat konstitusen mo wan presiden,9_4
"Blong olgeta, 98, 5 % i melenesian, mo nara 1,5 % i Polenesian, waetman (Blong [[Ostrelia]], Niu Zilan o [[Franis]]), mo tu i gat sam shinwa.",Blong olgeta i melenesian mo nara i Polenesian waetman mo tu i gat sam shinwa,9_2
"65 % blong ol man [[Vanuatu]] oli planem prodius, olsem kokonas, kava mo kopra.",blong ol man Vanuatu oli planem prodius olsem kokonas kava mo kopra,9_2
I gat wan bigfala mainland mo wan bigala aelan (nem blong hem [[Madagaskar]]).,I gat wan bigfala mainland mo wan bigala aelan,9_4
Kween blong Ostrelia hemi [[Elisabet II]].,Kween blong Ostrelia hemi Elisabet_II,9_2
"Pipol se [[Pythagoras]] (klosap 570 – klosap 495 BC) emi bin yusum fastaem bignem ia ""Filosofi"".",Pipol se Pythagoras emi bin yusum fastaem bignem ia Filosofi,9_4
yams hemi wan kan kaekae [[wei]] sweet mo hemiwan kaekae to olman oli usem to lo kastom ceremoni mo maret ceremoni.,yams hemi wan kan kaekae wei sweet mo hemiwan kaekae to olman oli usem to lo kastom ceremoni mo maret ceremoni,9_11
"[[tongoa]], [[efate]], tongarik, buniga, emae",tongoa efate tongarik buniga emae,9_4
Monarch: [[Naruhito]]<br/> Praem Minista: [[Shinzō Abe]],Monarch Naruhitobr Praem Minista Shinzō Abe,9_4
"Bislama i kolem “[[navara]]”, igat spesel nem bl'm long ol lanwis Vanuatu.",Bislama i kolem “ navara ” igat spesel nem blm long ol lanwis Vanuatu,9_7
"[[Katem]] hol wetem naef, ale trink.",Katem hol wetem naef ale trink,9_4
be sipos i [[kam]] raef ol man oli laekem.,be sipos i kam raef ol man oli laekem,9_4
Nara lanwis olsem Ukraine oli stap [[toktok Rusia]] mo toktok Belarus.,Nara lanwis olsem Ukraine oli stap toktok_Rusia mo toktok Belarus,9_2
Hil Kumora i long Josef Smith wan ples we [[Moronae]] i bin berem ol gol plet mo Josef Smith i faenem olgeta afta.,Hil Kumora i long Josef Smith wan ples we Moronae i bin berem ol gol plet mo Josef Smith i faenem olgeta afta,9_12
"Hem i gat bigfala powa, mo hem i mekem [[wol]], mo hem i gud tumas.",Hem i gat bigfala powa mo hem i mekem wol mo hem i gud tumas,9_2
Be ol pipol evriwan [[oli]] mekem i nogud ale [[oli]] nomo save stap wetem hem fromwe hem i tabu tumas mo [[oli]] stap mekem i nogud.,Be ol pipol evriwan oli mekem i nogud ale oli nomo save stap wetem hem fromwe hem i tabu tumas mo oli stap mekem i nogud,9_13
raon kabis hemi wan narafala kabis we lo man vanuatu [[oli]] planem mo tu [[oli]] wantem kakae [[oli]] save mekem sup mo salat lo hem .,raon kabis hemi wan narafala kabis we lo man vanuatu oli planem mo tu oli wantem kakae oli save mekem sup mo salat lo hem,9_14
"I long [[Jemani]], Poland, [[Slovakia]], [[Ostria]].",I long Jemani Poland Slovakia Ostria,9_7
"Samtaem afta, hem i bin talem: “[[Mi]] bin [[save]] Profet Josef.",Samtaem afta hem i bin talem “ Mi bin save Profet Josef,9_2
Nawimba hem i wan pijin we i kalaful wetem naisfala color blo hem .Hem i kat color gren [[red]] mo color braon.,Nawimba hem i wan pijin we i kalaful wetem naisfala color blo hem Hem i kat color gren red mo color braon,9_15
"I long [[Jemani]], Czechia, [[Slovakia]], Hungary, [[Slovenia]], [[Itali]], Switzerland, [[Liechtenstein]].",I long Jemani Czechia Slovakia Hungary Slovenia Itali Switzerland Liechtenstein,9_7
I gat tu ofisol lanwis in [[la Vila Joiosa]]: Katalan mo Spanish.,I gat tu ofisol lanwis in la_Vila_Joiosa Katalan mo Spanish,9_4
"I long Rusia, [[Georgia]], [[Iran]], Armenia.",I long Rusia Georgia Iran Armenia,9_7
"I long [[Estonia]], Rusia, [[Belarus]], [[Litwania]].",I long Estonia Rusia Belarus Litwania,9_7
"[[Latvia]] i wan palamenteri demokrasi, i gat konstitusen mo wan presiden.",Latvia i wan palamenteri demokrasi i gat konstitusen mo wan presiden,9_4
"Gavman blong [[Latvia]] i gat trifala pat: executive branch, legislative branch, mo judicial branch.",Gavman blong Latvia i gat trifala pat executive branch legislative branch mo judicial branch,9_16
Kapital blong hem i [[Andorra la Vella]].,Kapital blong hem i Andorra_la_Vella,9_17
Prins blong hem i Joan Enric Vives i Sicília mo [[Emmanuel Macron]].,Prins blong hem i Joan Enric Vives i Sicília mo Emmanuel_Macron,9_17
"Kalja blong [[Vanuatu]] i gat wota danis, mat weavem, dro lo sanbij mo narafala mo.",Kalja blong Vanuatu i gat wota danis mat weavem dro lo sanbij mo narafala mo,9_2
"I long [[Romania]], Turkey, Greece, [[Not Masedonia]], Serbia.",I long Romania Turkey Greece Not Masedonia Serbia,9_7
[[Charles Dickens]] em i bin raetem ol buk ia:,Charles_Dickens em i bin raetem ol buk ia,9_4
"Yelo [[pat]] blong ol ek ol i gat plante aien insaed, mo ol fis mo jiken ol i gat fulap aien insaed.",Yelo pat blong ol ek ol i gat plante aien insaed mo ol fis mo jiken ol i gat fulap aien insaed,9_18
Sugaken kakae blo ol man vanuatu.yumi laekem tumas sukaken from hemi swit.yu wantem save se [[oli]] mekem suka lo [[wanem?,Sugaken kakae blo ol man vanuatuyumi laekem tumas sukaken from hemi swityu wantem save se oli mekem suka lo wanem,9_19
Presidens blong hem i [[Emmanuel Macron]].,Presidens blong hem i Emmanuel_Macron,9_17
[[Naus]] hemi wan gudfala frut.,Naus hemi wan gudfala frut,9_4
"[[Mo]] taem we i redi, yu kakae hemi swit.",Mo taem we i redi yu kakae hemi swit,9_4
Kava i mekem se ol man we [[oli]] drink oli harem gud long hem.,Kava i mekem se ol man we oli drink oli harem gud long hem,9_7
"[[Mo]] tu nakamal hem wan import house tu from round lo ol aelan blo [[Port Vila]], Nakamal hem olsem wan court house blo ol community lo village o ples blo meting blo community lo wan village.",Mo tu nakamal hem wan import house tu from round lo ol aelan blo Port Vila Nakamal hem olsem wan court house blo ol community lo village o ples blo meting blo community lo wan village,9_20
I gat fulup man long [[Esia]] mo [[Afrika]] we oli Muslim.,I gat fulup man long Esia mo Afrika we oli Muslim,9_7
"Yun Hyon-seok(Koria:윤현석, August 7, 1984 - April 26, 2003) emi Human right activists, Gay Poet long [[Saot Koria]].",Yun Hyonseok emi Human right activists Gay Poet long Saot_Koria,9_7
"I long Armenia, Azerbaijan, [[Iran]], Iraq, Syria, [[Bulgaria]], Greece.",I long Armenia Azerbaijan Iran Iraq Syria Bulgaria Greece,9_7
"[[Dongdaegu Stesen(isdaegu]] Stesen) i relwei stesen long [[Gyeongbu]] laen, stap long [[Daegu.",Dongdaegu_Stesen_i_relwei_stesen_long_Gyeongbu laen stap long Daegu,9_7
Nem blong kapital hem i [[Port Vila]].,Nem blong kapital hem i Port_Vila,9_2
"Long [[Polinesia]] mo Drehu, nem blong pig hemi ""puaka"" / poaka (maori) o pua'a (tahiti).",Long Polinesia mo Drehu nem blong pig hemi puaka poaka o puaa,9_2
"Gel hu aktem i [[Lucy Hale]], [[Troian Bellisario]], [[Ashley Benson]], mo [[Shay Mitchell]].",Gel hu aktem i Lucy_Hale Troian Bellisario Ashley Benson mo Shay Mitchell,9_4
"[[Mo]] [[Ian Harding]], [[Keegan Allen]], mo [[Sasha Pieterse]] aktem long soem.",Mo Ian Harding Keegan Allen mo Sasha Pieterse aktem long soem,9_7
"Samfala yu tekem [[yam]], samfala [[taro]], o [[maniok]], o bresfrut; ale skrasem, skrasem go–go, pushum igo long bigfala lif olsem lif banana.",Samfala yu tekem yam samfala taro o maniok o bresfrut ale skrasem skrasem gogo pushum igo long bigfala lif olsem lif banana,9_21
"Lewis Allen ""Lou"" Reed i bin bon long 2 maj 1942, Brooklyn, New York ([[Yunaeted Stet blong Amerika]]).",Lewis Allen Lou Reed i bin bon long maj Brooklyn New York,9_7
"Gavman blong [[Yunaeted Stet blong Amerika]] i gat trifala pat: executive branch, legislative branch, mo judicial branch.",Gavman blong Yunaeted_Stet_blong_Amerika i gat trifala pat executive branch legislative branch mo judicial branch,9_16
"Long Unaeted Neisen i gat 193 Memba Kaontri, we inkludum [[Vanuatu]].",Long Unaeted Neisen i gat Memba Kaontri we inkludum Vanuatu,9_4
[[Mo]] long wol.insaed long solwota ikat ol fish ol shak mo fulap olnara animol [[oli]] liv insaed.,Mo long wolinsaed long solwota ikat ol fish ol shak mo fulap olnara animol oli liv insaed,9_22
Em i bin raetem plante [[haiku]].,Em i bin raetem plante haiku,9_4
Hem i bitwin [[Not Amerika]] mo [[Saot Amerika]].,Hem i bitwin Not_Amerika mo Saot Amerika,9_4
Emi bin presiden long [[Texas]] A&amp;M University bifo nao.,Emi bin presiden long Texas AampM University bifo nao,9_7
"I long Denmark, Poland, Czechia, [[Ostria]], Switzerland, [[Franis]], Luxembourg, [[Beljiom]], [[Neselan]].",I long Denmark Poland Czechia Ostria Switzerland Franis Luxembourg Beljiom Neselan,9_7
Kween blong Papua Niugini hemi [[Elisabet II]].,Kween blong Papua Niugini hemi Elisabet_II,9_2
"Envaeromen [[solwota]] blong hemi ol [[fis]] , shell,koral ref, seawed, mo ol narafala wan long solwota mo sanbis .",Envaeromen solwota blong hemi ol fis shellkoral ref seawed mo ol narafala wan long solwota mo sanbis,9_23
"Sung Jae-ki(Koria:성재기,china:成在基, September 11, 1967 - July 26, 2013) emi Human right activists, liberalism philosopher long [[Saot Koria]].",Sung Jaeki emi Human right activists liberalism philosopher long Saot_Koria,9_7
Hamer emi wan tul we [[yumi]] usum wetem nail lo taem blo wokem house.,Hamer emi wan tul we yumi usum wetem nail lo taem blo wokem house,9_2
"Long novemba 2020 hem i wantem presiden bakegen, be hemi lusum eleksen: [[Joe Biden]] nao ikam presiden.",Long novemba hem i wantem presiden bakegen be hemi lusum eleksen Joe_Biden nao ikam presiden,9_24
Martin Van Buren (1782 - 1862) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Martin Van Buren i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Benjamin Franklin (1706 - 1790) i politikis blong [[Yunaeted Stet blong Amerika]].,Benjamin Franklin i politikis blong Yunaeted_Stet_blong_Amerika,1_2
"Timothy Michael ""Tim"" Kaine (bon long yia 1958), em i man blong politik blong [[Yunaeted Stet blong Amerika]].",Timothy Michael Tim Kaine em i man blong politik blong Yunaeted_Stet_blong_Amerika,1_3
"50 Cent (bon Curtis James Jackson III long 6 Julae 1975 long Queens long Bitaon blong New York), em i man blong singsing blong [[Yunaeted Stet blong Amerika]].",Cent em i man blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
"Ronald Ernest ""Ron"" Paul (bon long 20 Ogis 1935) i politikis blong [[Yunaeted Stet blong Amerika]].",Ronald Ernest Ron Paul i politikis blong Yunaeted_Stet_blong_Amerika,1_2
Mark Elliot Zuckerberg (boen 14 Mei 1984) em i bisnesman blong [[Yunaeted Stet blong Amerika]].,Mark Elliot Zuckerberg em i bisnesman blong Yunaeted_Stet_blong_Amerika,1_4
John Fitzgerald Kennedy (29 Mei 1917 – 22 Novemba 1963) em i hed blong stet blong [[Yunaeted Stet blong Amerika]].,John Fitzgerald Kennedy em i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Theodore Roosevelt Jr. (1858 - 1919) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Theodore Roosevelt Jr i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Niu York em i wan siti blong Niu York Stet blong [[Yunaeted Stet blong Amerika]].,Niu York em i wan siti blong Niu York Stet blong Yunaeted_Stet_blong_Amerika,1_3
"Alfred Matthew ""Weird Al"" Yankovic (bon 23 Oktoba 1959), em i man blong singsing mo man blong fani blong [[Yunaeted Stet blong Amerika]].",Alfred Matthew Weird Al Yankovic em i man blong singsing mo man blong fani blong Yunaeted_Stet_blong_Amerika,1_3
"John Pierpont ""J. P."" Morgan (17 Epril 1837 – 31 Maj 1913) em i bisnesman blong [[Yunaeted Stet blong Amerika]].",John Pierpont J P Morgan em i bisnesman blong Yunaeted_Stet_blong_Amerika,1_4
James Madison Jr. (1751 - 1836) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,James Madison Jr i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
John Quincy Adams (11/7/1767 - 23/2/1848) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,John Quincy Adams i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Andrew Johnson (1808 - 1875) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Andrew Johnson i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Louis Armstrong (4 Ogis 1901 – 6 Julae 1971) em i bin man blong singsing blong [[Yunaeted Stet blong Amerika]].,Louis Armstrong em i bin man blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
Sukarno i Hed blong Stet (presidens) blong Yunaeted Stet blong [[Indonesia]] (1945-1967),Sukarno i Hed blong Stet blong Yunaeted Stet blong Indonesia,1_5
"Ronald Wilson Reagan (6 Februari 1911 – 5 Jun 2004) em i akta mo Hed blong Stet (presidens) blong [[Yunaeted Stet blong Amerika]], pati blong hem i Republican Pati.",Ronald Wilson Reagan em i akta mo Hed blong Stet blong Yunaeted_Stet_blong_Amerika pati blong hem i Republican Pati,1_3
"Mildred ""Millie"" Dresselhaus (11 Novemba 1930 – 20 Februari 2017) em i saentis blong [[Yunaeted Stet blong Amerika]].",Mildred Millie Dresselhaus em i saentis blong Yunaeted_Stet_blong_Amerika,1_3
James Monroe (1758 - 1831) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,James Monroe i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
"Thomas Edward Patrick Brady Jr. (boen 3 Ogis 1977) em i pleya blong ""American Football"" blong [[Yunaeted Stet blong Amerika]].",Thomas Edward Patrick Brady Jr em i pleya blong American Football blong Yunaeted_Stet_blong_Amerika,1_3
George Walker Bush (boen 1946) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,George Walker Bush i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Richard Milhous Nixon (9 Januware 1913 – 22 Epril 1994) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Richard Milhous Nixon i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Millard Fillmore (1800 - 1874) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Millard Fillmore i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Thomas Jefferson (1743 - 1826) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Thomas Jefferson i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
"James Earl ""Jimmy"" Carter Jr. (boen 1924) i hed blong stet blong [[Yunaeted Stet blong Amerika]].",James Earl Jimmy Carter Jr i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
John Tyler (1790 - 1862) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,John Tyler i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
John Davison Rockefeller (8 Julae 1839 – 23 Mei 1937) em i bisnesman blong [[Yunaeted Stet blong Amerika]].,John Davison Rockefeller em i bisnesman blong Yunaeted_Stet_blong_Amerika,1_4
Los Angeles i stap big taon long [[Yunaeted Stet blong Amerika]].,Los Angeles i stap big taon long Yunaeted_Stet_blong_Amerika,1_3
Dwight David Eisenhower (1890 - 1969) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Dwight David Eisenhower i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Franklin Delano Roosevelt (1882 - 1945) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Franklin Delano Roosevelt i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Alexander Hamilton (1757 - 1804) i politikis blong [[Yunaeted Stet blong Amerika]].,Alexander Hamilton i politikis blong Yunaeted_Stet_blong_Amerika,1_2
"The Carpenters, hem i wan miusik grup blong [[Yunaeted Stet blong Amerika]].",The Carpenters hem i wan miusik grup blong Yunaeted_Stet_blong_Amerika,1_3
George Washington (1732 - 1799) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,George Washington i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Ted W. Lieu (boen 29 Maj 1969) i politikis blong [[Yunaeted Stet blong Amerika]].,Ted W Lieu i politikis blong Yunaeted_Stet_blong_Amerika,1_2
Ella Mitchell (boen 15 Ogis 1937) em i singa blong Soul mo akta blong [[Yunaeted Stet blong Amerika]].,Ella Mitchell em i singa blong Soul mo akta blong Yunaeted_Stet_blong_Amerika,1_3
Franklin Pierce (1804 - 1869) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Franklin Pierce i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Thomas Woodrow Wilson (1856 - 1924) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Thomas Woodrow Wilson i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
William Howard Taft (1857 - 1930) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,William Howard Taft i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Zachary Taylor (1784 - 1850) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Zachary Taylor i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Chicago o Siti blong Chicago em i wan siti blong Yunaeted Stet blong [[Amerika]].,Chicago o Siti blong Chicago em i wan siti blong Yunaeted Stet blong Amerika,1_5
"Barack Obama (fulnem ""Barack Hussein Obama Jr."") hemi wan politik blong [[Yunaeted Stet blong Amerika]], pati blong hem Demokratik Pati.",Barack Obama hemi wan politik blong Yunaeted_Stet_blong_Amerika pati blong hem Demokratik Pati,1_3
"William Henry ""Bill"" Gates III (boen 28 Oktoba 1955) em i bisnesman blong [[Yunaeted Stet blong Amerika]].",William Henry Bill Gates III em i bisnesman blong Yunaeted_Stet_blong_Amerika,1_4
Courtney Michelle Love (boen 9 Julae 1964) em i woman blong singsing blong [[Yunaeted Stet blong Amerika]].,Courtney Michelle Love em i woman blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
Bobbi Kristina Brown (4 Maj 1993 – 26 Julae 2015) em i bin woman blong singsing blong [[Yunaeted Stet blong Amerika]].,Bobbi Kristina Brown em i bin woman blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
"[[Samuel Langhorne Clemens]] o [[Mark Twain]] (30 Novemba 1835 – 21 Epril 1910), em i bin wan impoten raeta (man blong [[litorasa]]) blong [[[[Yunaeted Stet blong Amerika|Amerika]]]].",Samuel_Langhorne_Clemens o Mark Twain em i bin wan impoten raeta blong Yunaeted Stet blong AmerikaAmerika,1_5
Francis Albert Sinatra (12 Desemba 1915 – 14 Mei 1998) em i bin man blong singsing blong [[Yunaeted Stet blong Amerika]].,Francis Albert Sinatra em i bin man blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
Marco Antonio Rubio (boen 28 Mei 1971) i politikis blong [[Yunaeted Stet blong Amerika]].,Marco Antonio Rubio i politikis blong Yunaeted_Stet_blong_Amerika,1_2
"Michael Richard ""Mike"" Pence (boen 1959) i politikis blong [[Yunaeted Stet blong Amerika]].",Michael Richard Mike Pence i politikis blong Yunaeted_Stet_blong_Amerika,1_2
Tulsi Gabbard (boen 12 Epril 1981) i politikis blong [[Yunaeted Stet blong Amerika]].,Tulsi Gabbard i politikis blong Yunaeted_Stet_blong_Amerika,1_2
"Christopher Andrew ""Chris"" Coons (boen 9 Septemba 1963) i politikis blong [[Yunaeted Stet blong Amerika]].",Christopher Andrew Chris Coons i politikis blong Yunaeted_Stet_blong_Amerika,1_2
Hillary Diane Rodham Clinton (boen 1947) i politikis blong [[Yunaeted Stet blong Amerika]].,Hillary Diane Rodham Clinton i politikis blong Yunaeted_Stet_blong_Amerika,1_2
Nancy Patricia D'Alesandro Pelosi (boen 26 Maj 1940) i politikis blong [[Yunaeted Stet blong Amerika]].,Nancy Patricia DAlesandro Pelosi i politikis blong Yunaeted_Stet_blong_Amerika,1_2
"William Jefferson ""Bill"" Clinton (boen 1946) i hed blong stet blong [[Yunaeted Stet blong Amerika]].",William Jefferson Bill Clinton i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Whitney Elizabeth Houston (9 Ogis 1963 – 11 Februari 2012) em i woman blong singsing blong [[Yunaeted Stet blong Amerika]].,Whitney Elizabeth Houston em i woman blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
John Calvin Coolidge Jr. (1872 - 1933) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,John Calvin Coolidge Jr i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
